OP,A1,A2,A3,A4,A5 
-,18679,0,0,0,0
-,26138,0,0,0,0
+,35035,39671,46538,30068,13498
-,33087,0,0,0,0
+,24459,40331,36040,48024,48548
+,29291,11070,7447,48549,4800
-,12492,0,0,0,0
+,44760,35639,7274,7437,31245
-,11450,0,0,0,0
-,17641,0,0,0,0
-,3802,0,0,0,0
+,16070,45835,41850,46618,41335
+,278,27914,7517,14166,28137
-,34334,0,0,0,0
-,20049,0,0,0,0
+,37142,49351,30037,45318,20134
-,4374,0,0,0,0
+,38615,35143,1816,2702,4496
+,26558,10287,32416,26294,34525
+,33284,13278,5209,13146,15571
+,636,42127,23550,1850,14452
-,4868,0,0,0,0
+,24992,39079,10629,36941,11013
-,16001,0,0,0,0
-,33094,0,0,0,0
-,9741,0,0,0,0
+,18034,5818,4175,21679,40997
-,33185,0,0,0,0
+,12796,15160,35238,9230,13038
+,23872,31486,14253,36811,23728
+,46581,21745,13,27809,18828
+,22342,34902,39336,12214,9691
+,32073,23035,45436,42632,33491
-,30636,0,0,0,0
-,11631,0,0,0,0
-,7964,0,0,0,0
-,13346,0,0,0,0
+,37351,35603,12204,49629,28205
+,46767,610,6898,47545,28199
-,23049,0,0,0,0
-,28455,0,0,0,0
+,17371,25410,49234,16629,47768
-,13794,0,0,0,0
-,32724,0,0,0,0
-,21773,0,0,0,0
-,16454,0,0,0,0
-,28854,0,0,0,0
+,42536,39644,14941,35861,1258
-,274,0,0,0,0
+,13319,121,16568,25466,39508
-,34080,0,0,0,0
-,5239,0,0,0,0
+,44010,20469,33947,40451,45235
+,6141,8439,26004,47862,35091
+,48789,5700,2401,4497,17695
-,15076,0,0,0,0
+,15518,18329,11733,6231,21106
+,20438,15634,12407,41751,40108
+,4182,25551,18941,37293,21533
+,3355,30112,12350,43819,24157
-,23449,0,0,0,0
-,23467,0,0,0,0
+,21018,2444,25659,2577,32791
+,40219,27106,21598,10703,27970
-,11876,0,0,0,0
-,29472,0,0,0,0
+,35762,10248,17725,22573,17861
+,40049,31236,38440,11007,29347
+,29069,38808,39651,46331,1807
+,18247,44039,46498,42215,9887
-,34178,0,0,0,0
+,13534,13920,25908,18589,25689
+,33384,46142,36376,48028,13087
-,12150,0,0,0,0
-,33848,0,0,0,0
+,29496,17612,7982,18898,33472
+,42535,32532,18083,5974,40555
+,40546,16816,34744,4888,26165
+,36782,15733,48851,26736,31940
+,8166,49740,35697,22950,39405
+,30594,30129,30380,19986,39659
+,7440,4769,19062,2893,45418
+,32020,34333,17843,3649,16453
-,6377,0,0,0,0
-,5752,0,0,0,0
+,30718,12343,20385,21304,34075
+,32179,29488,35457,44292,8930
+,25894,6280,47707,9998,33249
+,25920,37968,31835,28281,13921
-,22241,0,0,0,0
-,4577,0,0,0,0
+,9916,49608,23759,45884,27951
+,35713,11478,6373,43694,1786
+,25870,30579,15757,29560,1007
+,23504,10784,21802,38340,35373
+,27328,19277,36722,16262,8016
+,28540,47581,11337,8265,24413
+,46923,47758,41393,37578,22404
+,20267,24685,15347,21431,8825
+,39950,28069,14805,27525,18733
+,34988,1613,14819,41325,32285
+,28584,14527,7915,17184,7380
-,10205,0,0,0,0
-,30400,0,0,0,0
-,1674,0,0,0,0
+,26562,32965,21527,34637,9701
-,7608,0,0,0,0
-,21862,0,0,0,0
-,14711,0,0,0,0
-,25790,0,0,0,0
+,14861,18081,45366,34423,41293
-,29200,0,0,0,0
+,28899,30465,30680,1789,25609
+,48860,932,24384,40894,45547
+,8617,16974,22586,19904,26724
+,1182,15006,23470,10944,30984
+,20688,33612,4049,34886,40405
-,5919,0,0,0,0
+,46755,10205,25594,22824,46156
-,17255,0,0,0,0
+,38071,28604,7522,16156,19128
-,12599,0,0,0,0
-,33272,0,0,0,0
+,16881,25260,34114,27177,21088
+,48412,14403,16989,40165,19237
-,757,0,0,0,0
+,45635,441,38268,21887,7645
+,28244,49418,24554,19057,48751
+,38484,20788,12511,17731,49115
+,29855,49907,8409,29116,33446
+,18132,28348,40017,13676,22025
+,49267,47088,21022,15250,30756
-,15279,0,0,0,0
+,35785,5110,7061,3503,27120
-,7470,0,0,0,0
-,27406,0,0,0,0
+,35459,48757,43792,24047,27560
+,49883,46342,18829,29616,29952
+,38438,44882,25256,24342,7524
+,37969,7381,30304,47461,22158
+,6342,40299,39119,26776,12582
-,31264,0,0,0,0
+,16159,2338,44340,7068,13819
-,31015,0,0,0,0
+,3599,34660,13919,42933,44202
+,15887,24943,23030,40407,30578
+,7945,31437,32860,4376,22556
+,27518,19076,40004,23028,22837
-,7592,0,0,0,0
+,2963,21958,39902,16170,12710
-,7732,0,0,0,0
+,30817,41390,1459,21374,44198
-,5132,0,0,0,0
-,5475,0,0,0,0
-,34679,0,0,0,0
+,26424,24924,40795,44447,34108
+,29985,15773,31406,12041,37439
+,45494,16104,3904,44784,18897
+,12987,36958,2867,25756,24000
+,28064,5641,11146,7963,47335
+,7142,36002,32109,41077,27463
+,17430,12079,35825,5434,31044
+,22828,34018,42554,31319,4802
+,15132,10885,12389,16659,33546
+,49954,15127,18353,16860,40848
+,39253,8956,40352,44088,4329
+,20115,14594,44882,6259,32432
-,16922,0,0,0,0
+,49073,30358,34394,32457,826
-,26564,0,0,0,0
+,46555,31456,19364,22602,45289
+,21361,7340,7311,8492,15909
+,8278,3087,47826,46815,8823
+,37641,11182,28781,45443,4946
-,1177,0,0,0,0
+,18622,7690,12688,5665,42753
-,20853,0,0,0,0
+,44291,447,12247,45623,18833
-,4657,0,0,0,0
+,1293,31494,38614,309,27404
+,9765,36844,21896,47030,10402
-,352,0,0,0,0
+,19218,11841,44747,1573,2496
+,8156,46164,18864,42659,6999
+,46457,7229,30256,28346,8620
-,30101,0,0,0,0
-,27193,0,0,0,0
+,39333,42714,10194,21167,45853
-,4514,0,0,0,0
-,22514,0,0,0,0
+,15192,18630,24064,7008,4253
+,10626,39304,5746,48449,15874
+,33634,15968,18383,43070,39322
+,32222,14247,48077,46191,26811
+,3578,40625,36083,22133,41190
+,48534,32343,28351,24486,34501
-,20873,0,0,0,0
+,35510,42998,31610,34781,9453
+,24050,13862,20362,7148,31837
-,19242,0,0,0,0
+,7636,46706,46878,48223,35360
-,11332,0,0,0,0
+,3069,9056,15032,40142,8429
-,22032,0,0,0,0
-,21506,0,0,0,0
+,34739,44211,8857,32939,38531
-,1495,0,0,0,0
-,29029,0,0,0,0
-,25422,0,0,0,0
-,33340,0,0,0,0
+,18382,36454,17148,468,13804
-,7910,0,0,0,0
-,16217,0,0,0,0
-,12378,0,0,0,0
+,30159,37767,4168,2622,29054
+,30031,11106,45162,18113,41761
+,40665,49078,25046,27467,72
+,10139,6079,24562,30370,30846
+,48754,17237,41228,18859,43007
+,32665,46908,26253,15020,32887
+,6108,6161,40412,17697,9624
+,596,1185,38314,37753,30975
+,39413,2892,23929,19598,2055
-,26378,0,0,0,0
+,34919,46149,6678,30827,23813
-,866,0,0,0,0
+,38528,24932,47390,37810,11929
-,25572,0,0,0,0
+,33517,3161,15892,2,19856
+,48770,20123,1719,34442,34826
-,1880,0,0,0,0
+,23493,9858,25907,29691,4037
-,13337,0,0,0,0
+,30045,19777,41699,34185,39544
-,20847,0,0,0,0
+,33100,39287,6418,23949,27287
-,29540,0,0,0,0
-,25302,0,0,0,0
+,47220,30183,6402,35550,46021
+,81,38099,14268,6398,45735
+,2850,39385,19840,22280,12560
+,49952,16409,41146,3136,23601
-,18367,0,0,0,0
-,32071,0,0,0,0
+,46995,25656,34306,26492,36152
+,30872,47833,2710,11202,2836
+,35018,17209,15853,49962,47570
-,855,0,0,0,0
-,30766,0,0,0,0
+,12743,23938,37890,47547,10383
+,28856,30622,4561,33845,21873
-,29618,0,0,0,0
-,861,0,0,0,0
+,42117,39220,36901,15150,25041
+,21926,4744,12373,31926,26629
-,16452,0,0,0,0
-,13575,0,0,0,0
+,14543,10351,10699,2423,23103
+,31969,39225,14102,4510,38560
+,25699,29331,36980,49860,17988
+,42095,39520,12288,18111,14427
+,11067,29376,20337,44280,16473
-,26142,0,0,0,0
+,32526,8401,15397,35588,19879
-,21010,0,0,0,0
+,23300,25856,42040,13311,10000
+,21570,38888,3549,360,38907
+,13529,26303,12019,35051,6240
+,36100,2424,1534,31685,18187
+,14968,17970,25328,41079,21836
+,12974,21328,44425,11991,20768
+,17157,6304,31231,47307,6542
+,16327,25625,18217,11201,28286
+,32469,19161,16587,47962,25926
-,868,0,0,0,0
+,23671,42984,13092,1473,4701
+,44118,264,47305,33731,9750
-,28315,0,0,0,0
+,73,5607,2564,30679,8373
-,27060,0,0,0,0
+,43715,22282,18865,48183,3821
+,39764,24178,41894,7799,34499
+,14853,44167,43143,31362,28673
-,25613,0,0,0,0
+,28072,45433,36332,18956,7280
+,28139,5428,10993,4347,2334
-,8578,0,0,0,0
+,5763,12312,5588,34895,34631
+,46,44085,4979,17114,18725
+,28793,24988,4947,13178,42152
+,11334,11096,47291,2115,26786
+,12097,21988,49525,13399,23560
+,30795,32092,47290,19929,48195
-,34579,0,0,0,0
+,15614,17511,7668,42087,12126
+,35169,341,21430,5854,36006
+,25439,10405,19125,5761,19804
-,32888,0,0,0,0
-,29193,0,0,0,0
+,44940,4540,43603,20846,9062
-,21058,0,0,0,0
+,37766,24841,40882,8996,24235
-,23641,0,0,0,0
-,10222,0,0,0,0
-,3711,0,0,0,0
-,8567,0,0,0,0
-,30864,0,0,0,0
+,7696,15359,15483,9231,31915
-,13196,0,0,0,0
+,10951,1637,18743,5431,2115
+,46234,25636,8661,1169,31510
+,32062,37733,32291,15905,33933
-,5948,0,0,0,0
-,34955,0,0,0,0
+,24352,41807,38605,9726,19830
-,34141,0,0,0,0
+,25560,14189,27453,41606,29446
-,17067,0,0,0,0
+,25083,26747,10521,16855,11118
-,32074,0,0,0,0
-,23590,0,0,0,0
+,25844,33209,5807,8194,16295
+,15403,18083,44027,20014,20982
+,11036,25306,49384,26466,48589
+,31152,30768,23638,9911,7510
-,10889,0,0,0,0
+,39788,42878,32226,17525,4594
-,3936,0,0,0,0
-,19388,0,0,0,0
+,16737,44127,43265,33843,44235
-,3715,0,0,0,0
+,13028,26995,8329,14060,44896
+,18140,13234,5477,20556,14403
+,47970,22983,28639,8676,14390
+,37307,1044,21359,27598,22069
+,37043,1066,36486,38331,1343
-,414,0,0,0,0
+,19496,34219,41649,28419,3803
-,7662,0,0,0,0
+,13435,40701,44837,8047,2923
-,31059,0,0,0,0
-,10387,0,0,0,0
+,2426,15942,5880,40506,8645
-,19784,0,0,0,0
+,15477,44180,41439,44432,46377
-,28986,0,0,0,0
-,3161,0,0,0,0
+,15057,45190,21062,13827,26818
+,25654,38884,25412,46247,7836
+,8555,17463,5909,44257,44866
+,1374,31451,11352,12832,1906
+,1645,4381,10634,43583,34837
+,7774,21302,31729,35144,27474
+,24719,44255,32748,39096,35961
+,32801,34798,25643,10127,20210
-,10099,0,0,0,0
+,27224,1703,10042,49123,15188
-,34261,0,0,0,0
+,49832,25304,1650,15554,9663
+,3230,31875,9080,28421,30713
-,13271,0,0,0,0
+,28179,42450,17410,12235,31512
+,17996,35045,11479,4257,44699
-,31703,0,0,0,0
+,8058,17501,31005,35668,1746
+,12225,28751,29735,47854,46161
+,40905,30507,606,42058,21575
-,29369,0,0,0,0
+,47681,42960,25358,45315,33126
+,19601,35154,1921,28911,30251
+,49977,35571,25515,24487,28350
+,39226,39674,36547,46677,27441
+,40498,33889,8874,12306,2164
+,30225,19840,11535,49445,4736
-,26253,0,0,0,0
+,37710,30638,14188,42016,16201
+,29461,4695,38269,17836,47
+,17981,13137,15866,21628,44974
+,40432,35465,16665,34715,46412
+,36104,3277,35532,9632,3357
+,22579,332,42,25038,8615
-,6490,0,0,0,0
-,15176,0,0,0,0
+,49181,4512,10183,11011,9637
+,37755,20921,1456,34661,16241
+,38976,13188,13632,26839,3911
+,28866,45688,8308,20776,32810
+,47542,6836,48449,20787,958
+,7306,15481,16888,45309,17971
+,24665,46353,49882,44872,20521
+,17369,1333,5002,34815,27985
+,48289,9885,3805,24803,9424
-,17678,0,0,0,0
+,24702,634,31723,49665,29450
-,4574,0,0,0,0
-,24904,0,0,0,0
-,25106,0,0,0,0
+,696,16895,19843,29149,8857
+,33198,2983,34205,47973,11756
+,26702,29236,28771,23801,9347
+,10419,30601,27225,48764,34314
-,3479,0,0,0,0
-,34153,0,0,0,0
+,44778,2204,11843,10075,20034
+,31608,37075,21749,27500,5775
-,7707,0,0,0,0
-,12167,0,0,0,0
+,17809,8667,32637,34008,38721
-,6318,0,0,0,0
+,781,47228,14061,49425,38394
-,19443,0,0,0,0
-,9297,0,0,0,0
+,15117,8759,24761,8712,22165
-,1132,0,0,0,0
+,16631,40323,9090,24050,48414
+,11906,9220,5957,5185,30284
+,26521,11645,36832,37366,25240
+,14997,6392,19867,34652,42192
+,45787,39941,22717,34696,9965
+,24915,32676,47973,14445,10670
-,16332,0,0,0,0
-,28984,0,0,0,0
+,37581,39961,46401,2538,24573
+,6134,16684,30118,30645,43832
+,6669,34487,42286,14335,45648
-,8063,0,0,0,0
+,11091,33929,49658,2828,4181
+,37686,36722,32801,41878,22226
-,8951,0,0,0,0
+,15956,13554,40833,29637,21717
+,20318,26171,15034,31541,44290
+,30964,35161,6802,7529,3261
+,26310,31848,860,27056,6220
+,27852,17202,20188,5983,25706
+,5612,13945,5064,9417,4391
+,9779,22268,49885,31694,22810
-,8851,0,0,0,0
-,1805,0,0,0,0
+,15099,40512,43524,29312,24536
+,27308,24208,13623,11821,49548
+,23550,38397,4936,49049,31858
+,24498,14287,12867,6150,28541
-,31257,0,0,0,0
+,32352,44731,6525,47002,47936
-,6952,0,0,0,0
+,34879,29371,35759,31755,27512
+,24546,8630,37518,27187,41872
+,24411,34602,30600,4070,49109
+,37104,13909,44692,35988,32680
-,7323,0,0,0,0
+,11963,39589,41314,13125,11103
-,17846,0,0,0,0
+,4330,22253,18708,46391,24851
+,35689,3073,5832,43740,41148
+,27846,35605,25744,28270,36543
+,4173,14824,25487,13274,4524
+,18920,38118,40327,15897,39867
-,31546,0,0,0,0
+,2935,785,711,38637,5494
-,31702,0,0,0,0
+,3072,47384,265,1675,5129
-,24856,0,0,0,0
+,31662,46606,20641,16198,48050
+,1445,2479,37911,43002,7806
-,15103,0,0,0,0
+,30683,11666,32185,10298,18184
+,35289,25464,10646,39839,28557
+,7426,39794,25371,28362,4619
+,4440,574,41448,18096,6639
+,45654,49485,34759,28067,45703
+,49277,13658,24703,30122,25709
+,14895,48858,26563,41709,28784
+,35739,10646,747,36401,7427
+,19109,5374,12120,36927,34380
-,14387,0,0,0,0
+,18797,14595,26114,38978,28678
+,3036,45465,2359,26329,1599
-,7284,0,0,0,0
-,28439,0,0,0,0
-,2102,0,0,0,0
-,24213,0,0,0,0
-,8152,0,0,0,0
+,35366,11543,8403,38637,5888
+,18142,37485,31521,18295,18693
-,16980,0,0,0,0
+,31888,42334,22205,43767,40373
+,42362,22117,43974,35827,9749
-,32524,0,0,0,0
-,34555,0,0,0,0
-,10164,0,0,0,0
-,13377,0,0,0,0
-,30149,0,0,0,0
-,22294,0,0,0,0
-,27439,0,0,0,0
-,29362,0,0,0,0
-,22159,0,0,0,0
-,6156,0,0,0,0
-,699,0,0,0,0
+,24984,14006,33060,28926,1568
+,24273,8080,12645,11014,35619
+,44114,49291,49734,43345,7318
+,43191,11678,12869,8279,27105
+,32095,39887,17308,37130,21703
-,32977,0,0,0,0
+,47891,31363,16633,857,1638
+,12108,15101,48617,39677,11182
+,30097,20485,6502,13607,34271
+,27539,4436,17090,43054,5652
+,33076,12618,29483,30925,32323
+,10387,23837,13808,24561,33674
+,17237,29344,48209,971,2734
-,7350,0,0,0,0
+,41845,16817,3263,20089,42258
+,9316,5530,11517,39340,5973
-,10651,0,0,0,0
+,13793,24482,4595,13091,35650
+,44918,12215,18428,41184,32937
+,9353,13535,17,29856,40727
+,19570,39595,10708,28067,10995
-,8886,0,0,0,0
+,14385,9113,31407,41364,5030
+,41923,23308,16050,46318,23752
-,33968,0,0,0,0
-,32833,0,0,0,0
+,3829,3323,32637,3061,47794
-,660,0,0,0,0
+,8688,10649,31205,25767,18594
+,41044,5972,29489,2227,28833
+,19102,29679,10572,32286,38043
+,40879,13487,12183,25639,48609
-,28613,0,0,0,0
-,11095,0,0,0,0
-,23552,0,0,0,0
+,33312,21662,24066,39520,17480
-,3627,0,0,0,0
-,29950,0,0,0,0
+,29885,34658,40925,30703,265
-,5305,0,0,0,0
+,7578,28889,28790,17731,39872
-,557,0,0,0,0
+,19664,43058,20267,42857,37633
+,2119,26895,46663,34295,36130
+,25253,19070,24183,3117,7816
-,33056,0,0,0,0
-,31749,0,0,0,0
-,28409,0,0,0,0
+,23512,47211,10022,37984,34648
+,48086,44612,36567,40625,19602
-,34110,0,0,0,0
-,3775,0,0,0,0
+,24845,39292,21857,20015,29268
+,25239,36053,34138,28500,16307
+,16227,3559,30949,49679,29926
+,30098,20413,8795,33588,10840
+,10786,33765,49703,1353,7743
+,1866,20085,22540,3518,49056
-,27168,0,0,0,0
-,9232,0,0,0,0
+,31215,37321,34232,29580,161
-,18666,0,0,0,0
+,14249,28758,22428,1407,9248
-,12618,0,0,0,0
-,3806,0,0,0,0
-,33233,0,0,0,0
-,28701,0,0,0,0
+,49794,20407,25995,45526,29373
+,26618,24958,24521,28211,4688
+,37025,25928,27589,1011,30284
+,45400,47090,41361,34408,36351
+,34123,3265,22941,46996,42177
+,1803,14795,18358,21433,40384
+,39372,21408,31965,4165,31601
-,17277,0,0,0,0
-,23452,0,0,0,0
-,12435,0,0,0,0
-,26619,0,0,0,0
-,320,0,0,0,0
+,27059,9390,18440,9252,16462
+,46515,40184,45542,5980,46841
+,19280,12906,35306,15122,16562
-,27789,0,0,0,0
-,33926,0,0,0,0
+,9236,14663,37549,24597,49525
-,32770,0,0,0,0
+,22875,2979,12015,26712,27864
-,34591,0,0,0,0
+,2263,27809,8676,810,22091
+,1393,40482,8280,22482,41003
-,10031,0,0,0,0
+,41857,24151,29883,14207,32302
+,4437,276,4784,48892,31432
+,19045,46408,28561,16104,669
+,15240,36066,43569,49659,37275
-,30979,0,0,0,0
-,25271,0,0,0,0
-,30234,0,0,0,0
-,23814,0,0,0,0
+,3759,27957,23259,42634,31061
+,2355,49546,26706,28194,36738
+,21763,16541,23736,43175,20205
-,23427,0,0,0,0
-,20932,0,0,0,0
+,24970,9150,15344,24667,20277
-,7277,0,0,0,0
+,7253,46565,11201,24830,26054
-,23419,0,0,0,0
+,8632,11225,5581,14031,28272
-,22832,0,0,0,0
+,1542,3131,17690,39456,19875
+,41494,21476,10732,6421,2437
-,16178,0,0,0,0
+,18364,32367,24886,40270,36838
-,12714,0,0,0,0
-,1009,0,0,0,0
+,22521,25649,41951,16143,12335
-,22755,0,0,0,0
+,35215,24747,3111,30999,31954
+,6202,13933,47400,42836,39179
-,18949,0,0,0,0
+,41008,15444,36862,32166,37592
+,40822,4814,16256,17165,3833
+,21159,29534,33075,32025,1807
-,33331,0,0,0,0
+,21335,28294,20712,46524,19631
-,26369,0,0,0,0
-,25943,0,0,0,0
-,25804,0,0,0,0
+,46075,44766,30905,10506,49770
+,42477,49810,41269,42807,48510
-,31240,0,0,0,0
+,22843,26259,10577,13586,18615
-,2986,0,0,0,0
+,37673,10202,38015,23737,42860
+,23261,23778,31628,26019,262
+,442,23108,20845,39901,30773
-,14843,0,0,0,0
+,23291,49240,47928,42829,4667
-,26993,0,0,0,0
-,29613,0,0,0,0
-,8198,0,0,0,0
-,12568,0,0,0,0
+,3608,10060,20134,13525,45196
+,6072,43471,6907,25754,30584
+,2372,17789,27111,47727,40169
+,48111,23887,5928,37201,30468
-,14386,0,0,0,0
+,10733,27392,21557,34824,23361
-,5151,0,0,0,0
+,40776,35280,45303,27099,6206
+,3751,25087,34396,32525,47896
-,10322,0,0,0,0
+,37432,38927,39860,39673,40016
-,23332,0,0,0,0
-,8235,0,0,0,0
+,30755,32266,34534,48429,13331
-,34165,0,0,0,0
-,20045,0,0,0,0
+,21813,28250,9677,10183,14288
+,29919,38607,47794,41521,23706
+,26329,7889,42566,11462,13661
-,26273,0,0,0,0
+,20370,25892,8463,38465,6646
+,2317,33883,9151,39875,16767
-,6303,0,0,0,0
+,23913,19293,35934,31995,24811
-,15261,0,0,0,0
-,7736,0,0,0,0
+,43056,27947,8547,24024,15174
+,45911,40231,12251,17189,33101
-,28959,0,0,0,0
-,12369,0,0,0,0
+,43930,30275,29076,40399,1042
+,3388,42556,32077,38873,39958
+,581,35306,27783,15909,41369
+,10303,31695,31513,17007,12846
-,30836,0,0,0,0
+,42006,34245,36452,10998,22001
+,24901,10015,14929,16974,9049
-,1553,0,0,0,0
+,44371,49468,14616,38718,15247
-,1695,0,0,0,0
-,15024,0,0,0,0
+,32523,26597,20837,43524,44437
+,42648,42103,16,32297,41579
-,11892,0,0,0,0
+,42862,317,41884,15471,19303
-,20867,0,0,0,0
-,30180,0,0,0,0
-,992,0,0,0,0
+,13613,4789,18032,13465,7296
+,19967,19930,40494,5424,132
+,15181,40120,4188,817,17894
+,31249,30215,49525,1730,4754
+,41588,10207,15289,35328,14798
+,12603,29750,4790,13281,35776
+,21304,38637,24200,44840,36375
+,44712,8239,37944,12963,41484
+,19772,47812,10735,12503,18321
+,40307,25325,43209,6735,32417
-,22944,0,0,0,0
+,25128,40932,44677,37403,48262
-,32360,0,0,0,0
+,39699,43362,38794,16961,3217
+,3178,38796,33467,45177,28123
+,44721,416,43030,27479,46509
-,32252,0,0,0,0
-,469,0,0,0,0
+,24111,42533,46407,12407,31111
+,23815,20539,10406,46166,29010
-,1490,0,0,0,0
+,28884,14985,34117,491,16988
+,1319,18742,36886,28005,1789
+,18356,4932,39086,34388,45251
+,31084,46805,2988,46466,22622
+,17412,38912,34616,21954,25812
+,41469,25347,36017,26948,5265
-,12292,0,0,0,0
+,16840,45826,40950,33164,21693
-,26383,0,0,0,0
-,2314,0,0,0,0
+,3196,7610,46267,16163,25212
+,4351,41933,31952,35781,14811
-,19965,0,0,0,0
+,18267,46974,11437,44894,12836
-,26698,0,0,0,0
+,45515,18562,33114,30250,49364
-,22791,0,0,0,0
+,3070,44095,5010,27120,43470
+,725,3911,1863,21076,47530
+,16099,24877,43593,49483,9285
-,17591,0,0,0,0
-,20420,0,0,0,0
+,3842,2965,21386,14224,39613
+,31093,7339,46453,12823,34547
+,27550,25674,47090,36271,42293
+,38689,9055,22319,37861,34352
+,22358,34080,35390,6816,45022
+,15564,37499,42705,20925,3072
+,21334,42234,7258,21379,28115
-,3894,0,0,0,0
+,12112,41694,7207,49323,46954
+,26638,16249,19090,30665,40136
-,26070,0,0,0,0
+,38692,1785,43393,19274,49159
+,3672,20795,43561,26328,33441
+,45483,28986,47638,31821,45415
-,24106,0,0,0,0
+,28589,6255,32717,36695,19492
+,26041,7047,27280,11921,1869
+,27232,18436,21286,12534,19441
-,28513,0,0,0,0
+,31242,36527,32149,6987,2763
+,16303,35232,27352,29797,532
+,48800,19725,9099,14052,1175
+,23490,8578,807,562,20181
+,33310,17580,8446,43284,14393
+,28108,1635,11155,15969,5335
+,11707,49741,3773,18677,7006
+,35636,24739,41921,38200,4296
-,27924,0,0,0,0
-,31097,0,0,0,0
+,12300,40777,13380,22673,13199
-,25719,0,0,0,0
+,11012,47088,12501,38407,13849
-,34635,0,0,0,0
+,25113,45741,37900,38046,31092
+,8270,19018,8298,45866,40447
-,15242,0,0,0,0
+,26745,46234,22444,38141,31821
-,30059,0,0,0,0
+,34770,37579,17032,47866,7424
-,23378,0,0,0,0
-,1298,0,0,0,0
+,42810,30879,470,44286,36204
+,3705,37,34784,9375,49007
-,30439,0,0,0,0
-,33802,0,0,0,0
-,6375,0,0,0,0
+,46514,1073,26623,7098,6366
+,42806,15603,38560,28184,9178
+,6338,25289,25882,1098,42578
+,26637,47061,14539,40690,23441
+,46202,8208,38933,7135,16494
+,2333,11168,29879,3672,29020
-,14191,0,0,0,0
+,8666,40198,39357,13457,2837
-,22545,0,0,0,0
-,4465,0,0,0,0
-,16605,0,0,0,0
+,27955,39046,9804,9651,22163
-,15659,0,0,0,0
+,38186,27950,38569,635,29685
-,27814,0,0,0,0
+,33418,36996,9924,9485,32656
+,39522,21187,32449,24876,3374
+,19653,20285,3702,8617,40240
+,32804,35457,10361,23772,30351
-,23864,0,0,0,0
-,5386,0,0,0,0
-,10657,0,0,0,0
+,4970,34358,49346,42430,23120
-,26936,0,0,0,0
-,16499,0,0,0,0
+,21093,28926,34248,31658,3906
-,17498,0,0,0,0
+,1804,37843,39822,36299,9944
-,34447,0,0,0,0
+,43135,21971,40915,24990,5611
+,48776,25528,32560,31373,45021
-,7955,0,0,0,0
-,2802,0,0,0,0
+,17384,6697,2991,43185,46546
-,338,0,0,0,0
-,33590,0,0,0,0
-,14742,0,0,0,0
-,27013,0,0,0,0
-,28606,0,0,0,0
+,2983,6383,22652,43325,10807
+,41359,14755,45830,11848,34076
+,1115,2580,5308,37205,8806
+,33915,15303,12683,5232,33503
-,26998,0,0,0,0
+,37253,32513,41548,5929,41491
+,733,41236,4822,16673,27735
-,15407,0,0,0,0
+,19343,44570,10942,39353,3917
+,3800,30979,2933,4707,34109
+,42252,23863,12873,3666,42684
+,9253,47986,12870,25923,27483
-,23977,0,0,0,0
+,47352,9049,22861,31311,5287
+,33379,6453,10446,3321,27676
+,756,43060,28038,11982,29853
-,7594,0,0,0,0
-,9898,0,0,0,0
+,25580,16285,33644,46665,26342
-,31942,0,0,0,0
+,16720,12266,2672,13509,48147
-,19198,0,0,0,0
-,11160,0,0,0,0
-,24392,0,0,0,0
+,14112,4308,5517,28000,16950
+,12216,42205,43088,30403,14016
-,8608,0,0,0,0
+,44492,4745,18153,39484,25504
-,29761,0,0,0,0
-,5872,0,0,0,0
+,12204,12501,23469,41712,19211
+,37613,38315,5530,12038,34373
+,7768,33730,26,1187,33048
-,21392,0,0,0,0
+,16934,47956,23276,31663,34164
+,24083,24587,49654,7282,35106
+,18211,29061,39992,11815,35769
+,24931,13011,22425,25560,32700
+,28394,49374,45213,26055,45860
+,7869,14688,8287,40882,20629
+,18041,44833,2602,9000,20110
+,15408,6086,27875,47139,37899
+,16671,49364,19260,30638,3344
-,12591,0,0,0,0
+,47149,9486,96,33591,28339
+,36942,12123,10638,47038,1032
-,4819,0,0,0,0
+,36077,20858,39062,691,17267
-,12213,0,0,0,0
+,2696,30480,45473,8154,3924
+,9546,11368,31947,24281,33478
+,22784,21334,17712,18955,32653
+,11792,41498,31280,17215,46198
+,39644,40753,10850,38937,642
-,27475,0,0,0,0
-,29201,0,0,0,0
+,35205,23891,5482,213,43587
-,10682,0,0,0,0
+,33764,18288,5017,34139,27530
+,47426,29493,10166,1539,21583
+,37463,20591,35054,38435,8014
+,32741,42570,18125,38603,22068
+,27403,43056,22053,3441,27394
+,32618,5197,38999,9836,49757
+,4022,25169,23132,38351,20258
-,20879,0,0,0,0
+,19431,43059,21032,39049,9206
+,25775,24670,1854,22657,49195
+,44334,18510,22193,34799,16707
-,8491,0,0,0,0
+,40366,25775,41938,26692,17977
-,17415,0,0,0,0
+,31899,24875,27491,39146,34578
-,30164,0,0,0,0
+,16210,31368,3789,10879,5685
-,20006,0,0,0,0
-,9452,0,0,0,0
+,19630,5710,48736,9273,29841
+,41463,6440,3487,1334,38972
+,24198,24644,25243,13884,11369
+,2358,45370,210,41256,5434
+,49997,21405,4702,6579,23807
+,37332,23184,17199,26378,39672
+,36594,1090,3303,44035,8014
-,2071,0,0,0,0
-,3742,0,0,0,0
+,2218,26873,22672,3274,29586
-,1853,0,0,0,0
+,47651,23581,20918,34526,3400
-,17739,0,0,0,0
-,30025,0,0,0,0
+,2482,43850,26843,35901,31617
