OP,A1,A2,A3,A4,A5 
-,3186,0,0,0,0
+,36307,31885,36274,7829,18672
+,14529,9269,31059,48933,18943
+,6375,28399,28620,5031,30964
+,46362,3888,3627,38093,25850
+,20703,46832,3088,7008,6459
-,5198,0,0,0,0
+,46717,29489,14457,38048,3052
+,28415,35862,14064,33308,15210
+,29730,37009,41397,20530,10480
+,9214,28620,23200,41313,49984
-,8583,0,0,0,0
+,7598,13356,23581,16916,40557
+,15754,39970,39156,8689,34036
+,37142,28076,17456,15462,38340
+,2927,11040,20118,24778,15169
+,31878,6342,24020,5197,14787
+,48960,32559,5338,49796,44239
-,4366,0,0,0,0
+,3459,46318,43876,21582,7033
+,6174,30485,16126,33689,27724
+,21377,6495,20266,24793,8120
+,27704,23969,22312,37609,23640
+,3654,30789,41570,26327,4877
+,39067,1976,45472,23003,7981
+,41006,3289,1558,33754,4676
+,43020,1128,875,13794,29075
-,4622,0,0,0,0
+,20149,12271,38823,31875,38080
-,400,0,0,0,0
+,42945,5285,22901,8233,31234
-,6679,0,0,0,0
+,6954,2771,12080,18600,16243
+,6710,24619,8486,49967,6330
-,9721,0,0,0,0
+,21484,30091,44955,27717,32243
+,6391,12675,3147,24972,27103
-,8198,0,0,0,0
+,7139,40651,42771,20964,46493
+,20463,25878,47808,31390,43270
-,277,0,0,0,0
+,25477,29610,24888,38778,560
+,46642,23701,4658,21033,46612
+,13544,41609,35560,21137,3707
+,29672,25277,40906,37860,47159
+,30692,10688,47428,10927,25420
+,7762,36257,12303,9000,30413
-,9787,0,0,0,0
-,8082,0,0,0,0
+,41416,11900,6464,33495,43056
+,23598,9186,38283,38304,8148
+,43845,16789,10727,1977,36251
+,39260,24182,44419,44450,1211
+,27795,29526,24599,4011,37823
+,48390,12069,10899,9963,28132
+,13202,45267,15786,14381,4651
+,38603,35764,39220,13878,6301
+,45509,29982,36600,26719,16821
+,49014,15437,29930,34367,49087
+,7269,31141,41952,15188,38061
+,25218,42225,37926,30323,39334
-,6971,0,0,0,0
+,46968,41021,42801,47978,34952
+,18257,10481,21473,37651,30629
+,15086,32561,23510,40552,8679
+,4896,10311,357,38358,8151
+,27804,17463,27434,2236,42732
-,2193,0,0,0,0
+,7010,15444,18060,38636,15356
+,5160,45457,22768,14905,3332
+,24912,34011,29954,29430,25333
+,11515,20842,33511,29308,6728
+,13020,46657,9090,15886,36741
+,45689,38149,44535,36345,32296
-,2317,0,0,0,0
+,14939,8075,35646,41981,23218
+,25479,23825,44603,44381,10760
+,27047,31282,48014,31400,32068
+,14218,20281,26822,5865,824
+,35351,7520,23115,48997,28353
+,44146,32243,32525,47449,7476
+,38849,9776,14767,43152,33972
+,12837,26081,43987,22202,39463
+,28553,46131,15079,49444,19994
+,1968,32398,32753,26548,49198
+,21266,26348,47035,5720,6162
+,40942,9287,12885,43359,25658
+,3489,8383,20571,10998,7544
+,15897,42517,25850,25292,12796
+,36952,5218,4758,44425,6106
+,29831,27675,4098,40573,33865
+,36790,30169,760,7002,16156
+,29200,22763,35525,2235,45427
+,25109,41717,3330,45379,19423
+,2038,47025,3981,11522,46006
+,10874,34676,41248,15689,46545
+,36782,39418,410,22127,39440
+,8253,40109,2545,37278,30808
+,32552,44042,45973,22046,33109
+,48113,24110,3991,11919,6670
+,45025,28358,28801,44235,42536
+,3951,36976,36624,20892,41654
+,22457,49815,30451,27699,12574
+,15990,46902,13043,33057,7254
-,7232,0,0,0,0
+,26947,6733,33523,33,49235
+,7377,45965,17512,22557,27394
+,29829,22123,39189,47670,39783
+,19735,21057,15488,27320,31349
+,47191,21191,11491,11851,41688
+,35647,16597,42452,3598,23338
-,7532,0,0,0,0
+,35232,10460,13756,43679,23702
+,7007,40048,42788,21812,19172
+,34441,46979,27584,1109,41184
+,8816,42552,34964,42179,30679
+,1524,15545,33836,8554,5957
+,42632,20881,31954,20471,42561
+,27275,45466,17879,130,19449
+,27938,15927,23263,21549,39242
+,25590,17241,7128,31807,33870
+,31070,3727,17957,24970,32325
+,6826,22590,41070,15795,49137
+,16274,9427,20077,41100,9325
+,44193,13230,40743,4020,10257
+,23054,14949,42384,34587,14199
+,39075,7272,19977,34667,581
+,21591,3677,45008,33610,9423
+,33980,15072,7494,44941,35278
-,9676,0,0,0,0
+,17499,3810,17930,5327,48345
+,26427,49316,43443,45418,20322
+,1874,29455,46200,39477,30924
+,19479,46777,20055,39552,9089
-,8597,0,0,0,0
+,37452,18192,36005,16145,13034
+,19130,40789,36122,767,13745
+,29634,15768,5697,734,5703
+,46783,1495,33208,48708,12427
+,5562,20537,37060,8477,41411
+,10879,12502,31101,23346,35751
+,32969,30493,16925,27032,39123
+,22515,1161,4206,27863,47181
+,22490,27098,35478,27777,49102
+,8462,46033,40041,16276,43613
+,18520,10515,12602,44768,28445
+,25491,19278,21542,29515,7890
+,42148,49249,9577,21076,24882
+,14178,8362,32871,41434,13376
+,14156,26898,7507,29664,12468
+,190,35849,9086,37728,1627
+,46925,20012,1015,37230,2490
+,42117,9987,8975,21463,13991
+,24600,45879,27986,2117,34126
+,39587,29460,25984,32791,42192
+,3562,13926,25465,13653,41809
+,5548,34207,25284,20843,40286
+,24595,37475,35348,41515,39608
+,49998,44483,40876,23416,3067
+,25379,17022,43171,20048,27010
+,3024,5507,10912,17595,867
+,28492,41562,9381,37135,9333
+,44142,39588,36364,25898,28272
-,7591,0,0,0,0
+,47237,44387,26874,30934,37579
+,9238,47394,17814,28987,33943
+,48195,15576,29241,36426,28374
+,30721,5152,4434,33033,28238
+,43920,10929,28819,23081,32371
-,5574,0,0,0,0
+,48728,21529,41937,4699,2290
+,89,11485,36582,31563,21526
+,5816,19227,13341,31557,15557
+,30428,1523,32960,44862,24726
+,7029,31480,23449,14843,16537
+,40162,11373,41972,7309,7283
+,14722,2199,49570,17432,24615
+,4339,28662,25649,22357,19035
+,17943,47305,13000,44071,14971
+,37330,41818,19299,1064,29290
+,7515,27091,49894,22279,43863
+,4325,11673,28542,21268,39676
+,8814,49575,19417,33586,32832
-,6403,0,0,0,0
+,49693,9295,36527,5446,30492
+,9625,8352,26384,28330,16809
+,27217,47228,47847,10380,39852
+,36248,35477,16096,2240,1544
+,3476,34274,27916,14789,48746
-,9346,0,0,0,0
+,22928,39839,27152,148,45174
+,11864,49006,31062,16016,7262
-,2461,0,0,0,0
+,39743,49038,9379,18909,45074
+,18015,12643,4071,7246,1734
+,48007,2579,24345,7370,42136
+,4954,34355,29878,15549,6292
+,37992,9248,37923,12569,49834
+,7866,40780,11609,1179,29674
+,31233,35869,38603,29176,10957
+,21822,1728,2786,32523,1629
-,2295,0,0,0,0
+,25027,3882,36312,40548,20463
+,24251,37973,20175,27605,26738
+,1564,360,9199,47614,25937
+,33396,24492,6109,827,15501
+,22840,12914,7476,4817,42758
+,30036,15613,34862,40397,27376
+,25812,12615,33948,15728,44772
+,5024,30094,14555,40519,34516
+,9219,326,33900,27864,9474
+,24966,9286,8130,6471,7321
+,43455,20756,34607,29022,42697
+,18922,4157,38958,1870,39196
-,2636,0,0,0,0
+,3176,24249,17824,22451,5686
+,25077,41516,39266,27530,15642
+,23523,30430,11599,39788,4077
+,133,9564,4782,11441,29770
+,20560,11845,18564,24867,43128
+,31105,11777,4646,8454,28883
+,32063,24237,37143,40413,23873
+,19895,36163,30083,36170,34915
+,46153,20129,47155,22787,20675
+,20135,3340,49326,23640,48652
+,20554,20705,364,46189,19427
+,24824,26671,3234,27092,43886
+,1335,38734,39777,5045,31501
+,42839,3846,16419,48591,7878
-,5049,0,0,0,0
+,39846,36737,48038,16980,42037
+,23622,1473,21825,2386,28993
-,2160,0,0,0,0
+,19758,18170,44638,43933,43807
+,29823,18892,34796,16546,2670
+,42630,16459,30046,34494,33261
+,15204,7465,32384,20582,31531
-,4038,0,0,0,0
+,22242,34082,46238,9107,2409
+,44884,24851,6568,25855,7213
+,21194,42453,23052,20974,40955
+,25557,15628,24323,22959,37699
+,32701,5778,32436,30166,31316
+,8426,38562,16009,10858,29845
-,6621,0,0,0,0
+,43623,32583,17474,22101,9052
+,15913,28356,8876,28156,30136
+,23110,2282,14551,31588,45149
+,45810,5472,20972,13886,43689
-,1833,0,0,0,0
-,8406,0,0,0,0
+,740,25098,11811,43725,4568
+,36840,33422,46959,15998,2461
+,26113,14658,48683,4755,3499
+,25083,15483,45901,16312,41730
+,21357,34656,27088,36014,34029
+,19155,48272,30324,42203,1876
-,6141,0,0,0,0
+,9854,41371,20521,39384,43738
+,11824,8359,12868,18891,8640
-,2646,0,0,0,0
+,7503,30807,16464,28491,20713
-,8777,0,0,0,0
+,22133,36568,17396,685,45738
+,2432,15343,2103,44911,9186
+,21557,49979,5165,29620,46080
+,21118,32305,49988,21008,108
+,44871,7677,31993,18175,35230
+,9281,2998,5458,31323,8470
-,5351,0,0,0,0
+,9664,26772,37086,14853,45409
-,6099,0,0,0,0
-,1779,0,0,0,0
+,8675,5991,18665,35542,5877
+,24551,1703,15593,11911,14696
+,25915,38193,6790,41686,11108
+,47996,9880,37687,12776,689
-,1211,0,0,0,0
-,5358,0,0,0,0
+,3720,10090,34550,25488,47566
-,5341,0,0,0,0
-,1754,0,0,0,0
+,4492,26502,34976,22158,6445
+,7680,45028,776,12455,45836
+,12053,39942,222,15145,48479
+,34138,31531,8613,4790,43161
+,13804,24651,5368,7533,13448
+,8837,34131,18088,19896,31544
+,13044,13070,42138,14870,19361
+,21668,16084,11541,41972,8500
+,15444,35391,9862,44028,32731
+,15216,45827,48759,47695,15137
+,35963,20641,45988,35333,43434
+,39517,39359,16117,17021,788
+,26041,29280,2472,31253,19
+,12575,44354,48816,42307,19166
+,47863,14716,17977,31932,14587
+,4581,22355,39254,1908,13806
+,10939,10035,47359,31451,18908
-,1033,0,0,0,0
+,38140,41909,47482,25435,10663
+,27928,12435,5432,10886,15167
+,32813,31555,11055,1607,13747
+,31329,40081,23830,47286,19518
+,16177,46543,15821,47496,49782
-,2321,0,0,0,0
+,18842,2092,38866,19151,18547
+,34907,26930,19893,15468,25211
+,4139,21701,18079,36689,42799
+,30916,9432,14023,7340,38884
+,11692,378,6076,1722,34599
+,17810,31032,2722,29672,19440
+,46288,22386,9583,18298,32160
-,3294,0,0,0,0
-,1430,0,0,0,0
+,31425,18063,27905,36044,1729
+,3936,36861,6321,25186,39505
+,37613,8344,15734,6056,2861
+,26679,22627,15379,26313,398
+,14026,30247,31259,14860,3160
+,21969,17554,41771,39668,256
+,47146,10562,44150,48190,32829
+,10504,41828,6119,43574,19690
+,20056,22966,13857,39909,27319
+,48829,39720,32030,35486,31417
+,16367,1521,18457,41665,10806
-,9358,0,0,0,0
+,16589,25956,33223,10501,21110
+,29991,38532,47817,37681,43329
+,10780,39115,48497,16716,5447
+,36731,31804,29442,5720,11287
-,7653,0,0,0,0
+,37889,17114,44462,47821,40835
+,36616,18835,3572,18434,16628
+,49605,48267,35279,16422,25886
-,4558,0,0,0,0
+,46344,12974,6221,27726,16069
+,25599,1503,4087,368,3066
+,49810,17194,11089,33579,15744
-,4958,0,0,0,0
+,32727,19458,6196,49339,42662
+,22947,5944,31796,43952,12838
+,49377,49742,6020,26309,1595
+,39673,37022,49532,31436,21188
+,20921,36682,16563,16920,44256
+,30910,16271,35832,17552,26915
+,10137,33194,14718,34370,22884
+,43323,5077,48083,39640,21952
+,6757,13483,26913,3925,43139
+,20828,29268,38789,30155,32228
+,40284,19268,5896,9199,13696
+,36874,21521,30981,30362,28027
+,13859,9069,17625,17689,12105
+,23076,44780,5030,18233,10146
+,30304,13049,16522,23390,48905
+,41206,3068,20751,24799,33776
+,9291,21812,42368,26999,30104
+,41513,36925,4019,23263,23470
+,40776,13584,6994,16728,48126
+,17583,11395,34823,49432,1988
+,27117,16513,42571,1848,7536
+,7900,39048,18226,2826,18809
+,26132,7615,48761,23269,23319
+,19458,44950,49494,2684,28519
+,19778,42562,9159,7661,21857
+,17465,25980,11399,19353,20317
+,45622,5822,32322,10407,28096
+,29570,2183,15502,8462,19681
+,45473,41307,8828,14511,23898
-,2519,0,0,0,0
+,40614,22998,27595,1027,45017
+,43583,6836,11197,10465,33655
+,33252,39796,1472,33038,19462
+,29198,42751,29585,38946,11957
+,25363,8015,40700,6905,16567
+,2015,15699,22892,42975,19653
+,7059,27470,2780,5263,3222
-,9253,0,0,0,0
-,9839,0,0,0,0
+,23361,14354,48367,5524,43349
+,12108,41611,36394,1977,19672
+,33375,11847,19876,47179,48623
-,7553,0,0,0,0
-,3843,0,0,0,0
-,5563,0,0,0,0
+,30631,46868,9579,13427,27597
+,11440,41407,29467,34123,35328
+,24136,32239,42124,30950,39175
+,16273,47447,46878,35432,14260
+,31280,24945,9817,18152,26579
+,18249,19649,27944,10230,18531
-,5761,0,0,0,0
+,40559,13651,24371,41370,1049
+,13353,42392,11123,49765,3174
+,7663,2176,37028,35960,28396
+,11352,22606,40719,47203,25854
+,22801,20287,3466,18609,3260
+,5379,39711,6651,47881,35253
+,29547,31870,2796,8545,39318
+,2892,8061,27827,42141,16675
+,1566,35775,22530,33369,46766
+,20711,39415,11751,33806,43252
+,21170,46088,37134,43477,11990
+,37316,39087,13659,14583,46769
+,40462,40559,49220,5453,45924
-,1643,0,0,0,0
+,27731,5026,20755,36282,20833
+,24675,10690,33106,28873,48065
+,23497,48583,17198,46434,16169
+,45803,11874,37941,42361,10139
+,48441,3527,5749,39835,41307
+,1019,37146,41816,36980,32744
+,9082,25366,21919,10199,36191
+,15528,36864,939,10906,38731
+,38305,9497,5451,44888,27520
+,12933,16034,14404,14846,12845
+,49353,84,38329,49406,20854
-,1702,0,0,0,0
+,33434,38126,10263,27777,2662
+,14128,28274,46103,1706,20011
+,38822,713,6629,14431,8433
-,5040,0,0,0,0
+,40641,23413,3484,39897,35546
-,1648,0,0,0,0
-,6192,0,0,0,0
+,24353,39051,39222,21866,39701
+,38996,34512,37784,5134,19422
-,4775,0,0,0,0
+,10139,10493,9277,39981,14797
+,49729,13645,22571,17430,15266
+,31942,6215,10528,42326,36314
+,42122,36462,16000,21678,34810
+,4920,3478,14171,7165,15572
-,8540,0,0,0,0
-,4121,0,0,0,0
+,47969,21635,38551,28088,26023
+,37774,43783,33068,25647,42762
+,28881,32511,26466,44216,3875
+,4096,7380,31917,4443,44857
-,4257,0,0,0,0
+,8200,7886,600,16054,10250
-,2223,0,0,0,0
+,41920,19146,14929,18049,27040
+,37302,16404,27383,36542,49803
+,26460,9728,7512,28726,27243
+,19520,13747,38837,33535,42605
+,37081,9072,20089,44855,6977
+,42484,44710,10707,11353,25996
-,7982,0,0,0,0
+,46091,8527,49183,37397,4493
+,1420,49914,34606,24538,37402
+,22288,48995,11364,11832,20262
-,1362,0,0,0,0
+,40213,19607,39695,12853,19389
+,10834,19551,45223,47680,46593
+,16652,29391,7703,21275,13661
+,7711,9954,27198,46918,11749
+,30102,20021,16065,8691,43986
-,8724,0,0,0,0
+,40762,30206,13780,22280,12229
-,9068,0,0,0,0
-,6032,0,0,0,0
-,4232,0,0,0,0
+,40654,43232,8764,80,30998
+,13977,43374,3746,35882,22485
+,31485,9213,5692,26654,11226
+,19055,21283,27336,12956,10800
+,15934,28122,29635,31564,5738
+,18544,42571,13978,36029,5846
+,20011,20364,18143,27830,5221
+,26417,21143,824,18713,37670
+,4281,19902,23,2394,31563
+,9598,10700,16864,29853,8052
+,43581,6038,5766,37944,16416
-,4244,0,0,0,0
-,7004,0,0,0,0
+,27539,14471,22145,1457,42867
+,15772,1995,41173,27545,269
+,12163,10978,46455,10809,33510
+,25290,19615,33299,39938,3966
+,47317,27891,24738,2885,40086
-,1450,0,0,0,0
-,8530,0,0,0,0
+,49293,41525,6942,14445,17567
+,14482,44068,20546,33826,40100
+,3157,36134,302,48599,48576
-,4076,0,0,0,0
+,37143,15686,19500,17694,37356
+,38647,19509,45978,17666,19882
+,27761,828,22477,8475,29789
+,41321,7193,11449,35513,41865
-,1209,0,0,0,0
+,821,3717,12937,1333,15272
-,79,0,0,0,0
+,44431,3262,29177,40602,6090
+,35996,5561,41352,27522,25836
+,14085,35036,36212,35063,26785
+,22326,37333,3948,8693,41938
+,26705,12171,4138,49476,5625
+,48865,36711,5968,27943,7033
+,46357,1942,21054,42092,16
+,21653,35178,10103,13346,12984
+,43825,32604,44951,46647,28141
+,15174,22215,31099,33465,49021
+,23713,3047,34774,24931,49840
+,17115,31881,1638,2367,23988
+,4622,16811,3137,37549,46185
+,13706,9820,13004,11759,8848
+,30625,42438,29774,35713,36680
+,24766,1226,8009,24403,45360
-,9624,0,0,0,0
+,1350,13228,6583,27620,48520
+,38520,43312,29044,43294,18141
+,45495,6860,47303,24749,20790
+,8764,6818,12743,35746,25133
+,11754,44045,1497,5453,31191
-,3226,0,0,0,0
+,9059,8984,12041,35835,7949
+,36134,36303,42531,45196,37708
+,43570,34669,3159,26325,28810
+,46891,36831,49294,12827,32290
+,49893,14706,10902,15561,5562
+,50,314,16296,33137,16818
+,26542,26630,36730,17668,42304
-,2676,0,0,0,0
+,18471,4524,30638,29216,40176
+,14984,23205,24705,3960,43675
+,41079,32838,38049,18960,48536
+,41991,93,20306,10283,28348
+,49196,31409,43093,16670,33717
+,41285,11642,38855,28046,33018
+,49461,35824,946,4047,7106
+,26647,35087,22550,28974,47369
+,20285,5187,20536,38894,5528
+,5204,22835,12238,46209,6626
+,47532,19801,15870,18786,8371
+,44910,9301,27082,30856,43803
+,30635,3349,21962,48664,7147
+,26811,26007,28716,40355,21886
+,3364,29762,15850,13458,16617
+,21049,33791,30945,29989,7506
+,10658,22841,1806,36668,22795
+,24221,40091,45162,20449,2350
+,20360,35226,39797,25535,45187
+,19881,11299,47853,36824,19284
-,5423,0,0,0,0
+,33703,14882,10359,12219,29077
+,3721,4681,908,13322,45620
+,31124,3071,47748,17210,36469
+,47073,32578,32502,9136,24981
+,41530,6240,32437,29788,5167
+,24639,49415,45119,43808,38652
-,9275,0,0,0,0
+,45123,18202,19629,12448,4870
+,206,23741,24352,28712,29698
+,4699,8903,23473,17749,41168
+,15176,42064,14951,39920,25110
+,36007,8454,26511,13965,28864
-,2283,0,0,0,0
+,32538,21252,45047,48343,36446
+,11024,27405,1690,40728,18453
+,20754,33444,44840,30428,21266
+,44648,5170,48424,6563,31465
-,2034,0,0,0,0
+,46604,44206,18886,46498,4841
+,45099,590,21714,14734,18795
+,14123,31323,47614,20591,14661
+,27361,45022,26491,21725,40418
+,47372,42184,45210,39956,21625
+,31215,26338,10851,4721,35345
+,10776,42824,7142,47770,32134
+,13471,24653,32106,30570,1587
+,33232,41036,22188,33918,1974
+,19542,17107,10333,9262,39518
+,40275,17549,17633,12030,44582
+,32028,5021,31030,47488,20573
+,24841,34187,21369,29014,18537
+,49704,10443,45928,39394,35006
+,20917,34266,46099,25775,38156
+,39425,25451,42469,18650,18055
+,37101,26013,37244,39217,40271
+,49368,41571,44032,38832,345
+,22927,41759,25927,13275,19688
+,25493,8625,24525,10813,10991
+,17428,43445,6812,6864,27222
+,3136,26058,9987,42376,1777
+,39106,32730,29864,45205,3298
+,19547,28964,4896,6478,30575
+,45323,11490,16868,6758,42897
+,11985,15614,980,25289,1452
+,35117,19951,5970,46810,422
+,30287,30944,43061,24348,37910
+,6242,42854,35120,14961,9999
+,7818,7114,8763,8155,9548
+,33495,33616,33085,2585,37818
+,34996,18621,3973,48400,29600
+,18841,23777,29669,6782,19794
+,19284,24725,7433,47561,3198
+,36282,33011,34016,10107,14372
+,31731,28078,34131,39432,22458
+,48255,47995,30846,29454,24714
+,29258,2140,4063,27341,711
+,49773,33026,43627,11137,23915
+,22403,33490,16514,26751,40041
+,13066,21350,1874,42732,1599
+,6313,47739,39467,11110,23638
+,9977,26147,37071,25563,31921
+,2740,16401,27164,16704,47521
+,20679,16145,25972,28551,32795
+,8396,17451,1880,173,25189
+,40464,11663,37190,37468,18829
+,36573,9210,16754,47411,18162
-,984,0,0,0,0
-,540,0,0,0,0
+,1397,10191,43752,27606,39857
+,12358,1927,12950,20809,1457
+,25120,16639,1726,29584,4899
-,4033,0,0,0,0
-,7079,0,0,0,0
+,246,49958,3825,15447,22113
-,5560,0,0,0,0
+,33958,2473,23689,45954,2715
+,42771,12684,22029,2535,10962
+,8697,33789,33174,18110,42873
-,1193,0,0,0,0
+,4302,4627,15965,14891,19204
-,8335,0,0,0,0
+,28849,1998,34208,5708,13448
+,35364,325,47438,49447,23679
+,47282,14585,13395,28957,9765
+,47444,18106,8757,45539,42841
+,33324,39646,15039,15910,12636
+,38223,9428,15258,34056,43390
+,5539,17333,18963,12706,27052
+,48580,34588,46728,2310,5900
-,624,0,0,0,0
+,13704,8959,42299,26321,19518
+,45623,36666,31032,33174,49062
+,30096,5605,34318,14938,38500
-,8329,0,0,0,0
+,42090,31625,38409,8621,30508
-,6971,0,0,0,0
+,28019,10022,3935,3717,13818
+,15080,35684,8272,32304,19021
+,36270,5241,45908,38371,26772
+,30780,33640,27172,20030,13012
+,32138,12200,38228,45238,27695
+,48739,6425,48062,41602,41220
-,8418,0,0,0,0
+,24480,36458,34708,48488,26167
+,17497,25139,7396,46339,34611
+,17247,29339,47021,41438,42113
+,11243,32621,38751,30157,28290
+,21493,25561,33128,38638,33685
+,5433,9687,41863,20816,29886
+,13714,44322,48822,16597,24012
+,11888,18826,10995,14763,5954
+,9170,18867,40895,34639,40541
-,9152,0,0,0,0
+,31825,36341,28681,3070,8134
+,3955,15100,389,6052,32225
-,779,0,0,0,0
+,17512,26341,43005,17136,42396
+,10291,21335,15467,9238,7976
-,6159,0,0,0,0
+,32888,34541,40213,13978,41317
+,34217,1464,12534,29558,7239
+,49150,7751,39340,7492,29740
+,37391,7014,29733,31318,19736
+,30660,22415,15686,32586,8537
+,20485,36812,15306,5061,39599
+,31715,30343,6006,25608,15095
+,41941,3549,23163,36828,5353
-,1057,0,0,0,0
+,42652,47938,43861,46484,33251
+,5812,30689,29740,18832,49116
+,6476,34948,27832,21935,18944
+,16218,317,1253,20914,11605
+,23408,6900,49893,8075,21019
+,22392,45957,36349,45656,28626
-,7808,0,0,0,0
-,3483,0,0,0,0
-,6652,0,0,0,0
+,2050,48575,28111,3396,34596
+,43769,25356,29327,39200,39082
+,10506,33075,11592,38464,23566
+,21618,34787,5408,43715,43712
+,32129,4924,31922,13442,7259
+,4686,39226,33138,31072,14904
+,43075,14425,120,26305,39163
+,33333,48116,44506,33084,16817
+,29803,1070,10717,35556,10760
+,20965,47048,43629,515,33794
+,35131,214,16718,7949,18807
+,35568,2757,18358,14816,43896
+,35330,955,43062,2496,37167
+,14859,24309,38729,37007,40035
-,8687,0,0,0,0
+,38733,12324,6585,7653,39919
-,6485,0,0,0,0
+,10927,26804,7639,22441,21218
+,1268,39088,31821,34812,28964
+,1379,26326,15585,7011,21306
+,39813,6116,3763,48856,48108
+,39640,43664,40554,36463,20743
+,39745,43837,46621,22432,43211
+,7535,12423,6102,41231,18056
+,40486,7651,25519,13953,9749
+,22169,17928,48928,7773,27453
+,26832,5840,6191,14831,33352
+,21443,32319,15993,40441,2457
+,5514,14610,26152,40333,47388
+,23763,9909,23991,42761,11411
+,42404,41890,3190,18457,14067
+,509,16164,24967,21135,6729
+,18552,28989,12691,13710,18340
+,9973,46606,16545,9853,850
+,35591,9637,47953,4057,4598
-,6192,0,0,0,0
+,32448,8170,32002,30468,20775
+,37751,48220,45121,91,9769
+,3954,46612,28237,41810,25358
+,28076,44394,24072,10922,34760
+,37791,22081,35225,5580,29123
+,38984,28353,20477,44346,35500
+,27807,34252,15092,6706,43215
+,19690,39375,2787,34905,15221
+,32614,25481,35927,23352,31901
-,9324,0,0,0,0
+,15581,39918,27126,15221,23254
+,24995,46292,16870,38055,23633
+,27678,44573,38755,14358,9807
+,48499,28444,14452,41160,41191
+,25111,45831,25308,25308,20138
+,38392,29333,43105,36818,45716
+,43297,18445,32390,45685,24001
+,2449,43370,18000,27578,43784
+,28208,11038,43941,25550,2303
+,45033,15981,5347,12969,21574
+,22316,22655,21818,18932,5924
+,29554,45442,43093,6594,48630
+,7211,773,29614,544,34608
+,37649,26834,8917,14025,17256
+,6969,13462,48991,21778,42937
-,3386,0,0,0,0
+,48442,26500,18674,21131,13513
-,6001,0,0,0,0
+,9184,39985,20816,21417,47795
+,28687,22993,26574,28097,22683
+,46454,30577,16207,1947,18768
+,44157,16681,29530,43605,47705
+,31451,3919,8713,2604,15889
+,8871,24327,14654,4282,27776
-,5775,0,0,0,0
+,27243,21953,38381,10740,34262
+,11334,13716,16252,43228,16710
+,40036,32796,139,39185,42244
+,13583,35213,38980,27436,41618
-,6980,0,0,0,0
+,22426,42494,19806,12470,8457
-,7739,0,0,0,0
-,7253,0,0,0,0
+,34960,19110,40121,18122,13089
+,13826,2635,33950,22144,433
+,3273,34455,49861,13689,46249
+,17652,43640,3249,40229,48875
+,23192,1984,48790,46959,8972
+,27223,49986,29265,1080,16353
+,6021,3380,26462,5497,13063
+,24475,36880,10110,13009,5591
+,12120,14528,21959,3479,19215
+,13036,10493,41422,49516,10961
+,20530,30353,47265,20123,11053
+,34855,20726,1038,27452,8009
+,35542,47305,19822,13531,6737
+,47976,11789,383,9677,45861
+,1139,5431,9365,48362,8516
-,6439,0,0,0,0
+,38914,2108,38091,43102,16026
-,7863,0,0,0,0
+,44153,16815,49622,43922,24706
+,45183,625,14003,11250,13706
+,18265,24580,45956,29246,18399
+,7985,8716,21050,29487,22706
+,1936,44859,7397,8212,44725
-,921,0,0,0,0
+,22531,26102,19505,37336,33863
+,19357,21155,30907,42227,17076
+,35472,49375,7757,48309,37922
+,18308,43387,1499,48554,48352
+,2108,5890,25341,38072,16060
+,39173,6849,26065,27843,36798
+,7178,14420,44755,14726,49309
+,7852,17377,8931,9657,14880
+,8774,4403,4893,35347,32847
-,388,0,0,0,0
-,3079,0,0,0,0
+,18670,8539,21245,1865,28710
+,31165,15921,49011,14870,37988
+,32962,15053,21,28610,14109
-,1890,0,0,0,0
+,9162,30663,17388,35090,22429
+,36218,34705,6608,4867,24427
+,14614,17804,901,30847,30043
+,46438,3377,45974,39454,9802
+,20419,26617,35777,32234,46169
+,40805,3371,17358,37519,313
+,26551,370,27298,2560,2860
-,1902,0,0,0,0
+,17418,6398,14130,15876,4651
+,16645,14773,30157,33688,24432
-,3997,0,0,0,0
+,5723,30206,1912,41416,14825
+,29860,36737,42509,13026,44135
+,33535,18945,32285,19718,37064
+,33724,28407,17149,33538,45541
+,31342,33270,15113,20302,7555
+,48231,31417,17899,46312,17611
+,15654,7399,4083,29833,45272
+,44883,47199,36421,30067,21055
+,27647,27509,28732,40347,39156
-,1823,0,0,0,0
+,18,19745,42556,37955,10786
+,12739,34489,2846,19036,23148
+,40652,23545,24083,21594,13705
+,16903,46340,28502,48803,43938
+,44535,19138,39034,4733,22933
+,12376,7328,10673,31680,42784
+,36099,12681,18260,31327,18554
+,49533,14006,42740,30388,30191
+,45206,9958,47730,29140,49335
+,46686,44158,34342,48267,48930
+,14891,20337,42414,14307,1847
+,21513,5703,38287,1951,10384
+,35164,39175,5982,24985,18418
-,7550,0,0,0,0
+,19297,27620,41832,20503,36891
+,1880,19481,26887,1851,7260
+,16422,13916,447,17003,47918
+,38167,28670,48418,2766,35683
+,47169,7380,31885,11771,44503
+,22216,41237,46886,27029,28462
+,9328,48185,2795,32452,2333
+,30604,26374,25371,15474,22700
-,4,0,0,0,0
+,48897,44373,48754,32749,30580
+,47920,26553,7031,35308,17024
+,33721,7698,29843,42200,21161
+,25727,43230,20581,46908,45169
+,6541,46943,45595,36826,11751
-,4551,0,0,0,0
+,7092,42617,15931,22983,44364
+,42926,10304,39150,40352,3460
+,12648,4238,12902,2141,20008
-,4942,0,0,0,0
+,31016,39026,30795,26644,44319
+,39429,10848,21761,27945,11000
-,2619,0,0,0,0
