OP,A1,A2,A3,A4,A5 
+,43275,23001,39886,19541,48616
+,28048,46117,11698,21402,35342
+,14222,4287,48062,8568,17274
+,43669,267,44513,45043,38017
+,796,42393,7958,19551,12163
+,16726,45543,32765,39338,20347
+,48844,16394,38922,31942,14722
+,32508,5255,1339,7779,25714
+,28765,35102,947,21566,31836
+,6568,26927,35332,40752,36861
-,656,0,0,0,0
+,24816,20838,17165,33829,17894
+,21158,3636,27734,35978,11072
+,26068,25585,32189,10846,33298
+,36746,13861,4560,6452,17761
+,12677,10705,328,8772,24281
+,24705,47755,48414,19693,14235
+,21067,37343,13086,38997,18215
+,25518,33302,369,22389,30586
+,11011,17721,47280,27328,18370
+,26203,24842,38485,49747,11653
-,989,0,0,0,0
+,644,8853,27548,25673,2796
+,2614,15953,42671,17165,21036
+,1088,38123,4897,41216,25790
+,29807,29187,20279,49496,31029
+,35986,5413,45324,36747,10171
+,33712,22128,40323,4419,1295
+,26205,19961,45382,45188,28336
+,6339,18230,10658,18793,19314
+,10701,6948,39549,47149,32315
+,14601,40870,22960,21804,1919
+,2446,2014,11881,21884,101
+,21884,20565,25329,34475,47790
+,5626,4871,37407,41686,49281
+,2135,36676,6684,5192,40549
+,35230,16294,41869,22722,951
+,27957,737,795,17509,17517
+,151,5000,26821,39091,36468
+,49284,947,10641,20162,31866
+,28925,49928,12001,15786,2225
+,35528,19034,6311,45225,5139
+,27121,25570,9155,176,3874
+,8570,1705,39992,16046,1465
+,15911,40075,41440,7878,4707
+,22836,18106,9071,16918,39239
-,190,0,0,0,0
+,10409,26212,44679,39577,43230
+,9672,12927,10636,6306,24207
+,1211,5003,709,7927,2589
+,31912,27834,24739,24319,20087
+,45343,46349,27668,37262,27267
+,48166,27035,29910,25623,37540
+,900,6287,23581,18700,3520
+,28771,4733,749,41636,23054
+,18876,40431,8139,1506,1387
+,27039,22079,42486,5538,11529
+,6003,4866,1478,41574,11183
+,6284,21825,20891,17697,33308
+,24043,33545,228,33295,15629
+,46927,34639,41708,6613,28929
+,11379,29202,2883,45323,22276
+,13821,1797,49968,7797,42923
+,48725,18321,28348,21926,8528
-,269,0,0,0,0
+,46856,11085,25137,41811,13688
+,49863,423,24374,28825,41329
+,5717,46685,26581,27170,15875
+,29056,40023,1898,19377,22670
+,22721,12960,24835,6236,24581
+,9143,48114,510,11060,10912
+,34560,41452,29966,27085,27482
+,28045,44699,33349,16897,19843
+,1881,27732,6538,27577,17304
+,21136,17144,2141,12677,34296
+,3023,9283,47341,41751,13898
+,23216,37459,16578,33306,15151
+,21721,34051,40577,38134,26662
+,720,17672,31206,8039,32834
+,19510,15482,42945,22571,11655
+,40120,776,9620,49409,33994
+,42603,36923,7252,15409,6104
+,4585,31454,7304,47820,45057
+,41744,29284,48839,35829,48963
+,6853,3859,16245,5321,40341
+,42085,41047,9344,4614,49976
-,108,0,0,0,0
+,28572,24249,28321,36843,3857
+,13011,10263,6173,14138,6586
+,47719,16264,3094,24911,25508
+,21651,36983,49505,37105,8369
+,5089,19317,40148,13245,42110
+,9123,6563,38315,15946,39833
+,42153,35369,6338,30762,43344
+,39335,18478,19646,1975,44535
+,35763,36815,24198,37220,42646
+,29227,22586,43946,4079,19043
+,28429,28665,20558,37596,34342
+,13319,585,30449,44361,4422
+,46746,37633,24766,9463,5751
+,11524,3877,19698,15829,4115
+,44736,41065,34754,24128,23110
+,13425,22072,40571,7550,46313
+,25801,37570,22329,34453,46694
+,14057,5574,19197,11118,34611
+,23078,36557,23586,15320,42676
+,25326,28755,43180,35467,34465
+,3634,21649,21315,13215,1568
+,13202,20911,23622,18698,11673
+,10750,33037,19549,38302,21264
+,7514,22714,41256,46434,46073
+,37808,40644,49074,36578,20453
+,43083,8025,2248,31188,24871
+,41454,38005,5041,45392,24108
+,12718,37301,6053,40364,38081
+,33721,13408,13741,10265,25213
+,13541,14022,10799,20223,33035
+,43912,14768,43861,38739,4386
+,24800,32907,15857,15344,19230
+,27154,14810,48630,1338,25770
+,9471,29411,873,32628,43702
+,8736,13913,25933,9701,847
+,3496,7710,10186,18165,26360
+,36530,26866,44485,1198,15353
+,28189,16695,7346,15810,44703
+,25045,32422,44911,5357,22824
+,49305,20188,30607,13481,1651
+,46437,26824,10037,24454,43580
+,27104,43974,19344,45749,25783
+,39526,19582,36157,33097,3391
+,7997,23998,8462,17208,39189
+,22717,48091,16200,5462,27459
+,20098,20187,35703,36219,12932
+,2083,6389,26561,9216,41553
+,38786,21,8237,49082,35747
+,8784,1869,12779,43548,21965
+,41959,45221,44402,27799,33498
+,30480,6890,18115,42736,17406
+,34364,22266,42991,43915,4330
+,15411,12015,42847,3961,23387
+,45484,35276,15223,10352,3796
+,42160,33447,1233,32137,44271
+,45328,27902,39229,16868,31619
+,23347,24654,23611,21378,25961
+,41691,37293,33712,43473,23296
-,963,0,0,0,0
+,12786,11287,36638,10220,35470
+,46855,44403,35516,1055,24067
+,23850,46902,20295,23656,30267
+,8153,30387,1950,45910,29327
+,47694,47543,42083,17139,20410
+,30092,10643,2250,48708,34580
+,16568,15544,49166,7195,12117
+,20718,30806,24965,20108,18835
+,24269,49119,40875,20261,44039
+,23442,47132,31001,25659,41055
+,12661,24134,18753,10485,30215
+,4663,29238,7846,34026,37629
+,23975,41270,44767,27982,49211
+,40467,1770,23309,10752,26257
+,28500,21907,6755,28469,18564
+,29028,38360,23917,8946,37081
+,26131,4829,2180,34125,4395
+,39076,47362,23164,6723,44455
+,1675,1072,41717,2047,19088
+,4155,9601,34648,2208,6654
+,33160,10892,14881,30961,34353
+,13169,18949,24771,7943,1979
+,47158,493,29743,29485,22181
+,27970,29055,5713,31006,35979
+,28807,34287,19455,5009,3664
+,31578,6995,35284,1260,47776
+,42452,40478,5399,29775,28284
+,11497,36556,23491,45270,34731
+,16330,32062,25791,39593,48356
+,33664,3773,5509,11462,6341
+,34739,22264,43603,5701,39465
+,3986,19592,42841,2467,41105
-,484,0,0,0,0
+,36104,39383,48284,38195,34092
+,39569,9054,10052,11612,37078
+,32297,38897,36042,27766,43356
+,43806,1268,22951,17819,18205
+,10153,45079,8298,25412,19669
+,40331,18704,12564,34909,48489
+,18754,28120,14095,24946,38592
+,16858,10123,8674,13889,1465
+,36645,14472,41995,44167,5100
+,39960,37323,43840,44860,39984
+,27781,17509,36748,4642,32695
+,14226,46713,37116,40914,14947
+,10337,46930,9333,21521,43126
+,7333,9054,6045,33581,23375
+,45480,40039,11240,45030,1581
+,10478,18533,12123,9842,29286
+,35341,44727,41384,7362,38337
+,706,18650,14405,1333,13095
+,19342,34780,48606,29714,22923
+,40927,6835,7252,25049,12143
+,21677,28372,27587,23520,8993
+,19710,39709,26001,40589,14111
+,44066,35444,5808,263,40267
+,40544,31429,46964,27591,35602
+,29402,30124,49246,9637,36135
+,7347,11126,23149,35767,38558
+,12204,13631,25174,42704,42843
+,16363,27259,25423,47294,29637
+,39975,22345,21834,10349,22644
+,33806,43330,5613,30196,16840
+,798,20654,30784,23440,15945
+,6532,855,1352,26878,30385
+,40521,47853,17926,20680,43990
+,1049,29854,1745,26443,15444
+,2544,3753,27661,1782,3902
+,36561,6077,16779,45678,49297
+,23149,13330,32468,25615,27756
+,17012,42952,30482,33198,48556
+,11453,16422,28405,36100,43103
+,18385,11290,42115,44465,39865
+,10077,46420,9544,27425,2761
+,21596,32473,7576,25915,31380
-,442,0,0,0,0
+,35793,40986,48501,5090,41796
+,28785,29489,42691,48124,22836
+,49366,6990,14476,15791,18422
+,30039,42253,5192,21125,41772
+,18691,39917,47412,48636,38593
+,45995,22797,11628,38851,32707
+,43236,543,48629,42690,15423
+,22546,34372,1682,14866,24779
-,380,0,0,0,0
+,44817,43809,5738,2388,28869
+,1932,43251,26588,4720,43561
+,7014,15767,18106,17409,42661
+,10304,25676,18443,4391,44747
+,20384,10497,166,7141,28453
+,14501,30323,34167,23697,16009
+,3932,26002,21121,23764,32493
+,37251,32472,43969,4660,1008
+,10420,2351,8436,10835,44818
+,43700,16190,12858,2531,33461
+,1677,7801,47455,17685,17530
+,38554,33869,33390,36357,12144
+,43638,46870,32185,43189,21211
+,40763,16404,1404,47019,49334
+,29333,1119,32884,18918,46546
+,9358,2258,35941,19087,26808
+,34404,20104,28905,36037,14189
+,868,36596,4282,46012,25505
+,31901,35782,48513,20355,1005
+,14127,21178,36982,31909,4607
+,6654,9537,32429,23641,34815
+,44095,2691,27895,21377,44707
+,5034,34115,33322,41257,12002
+,7540,44149,49574,3125,41146
+,39,2895,40088,36696,19361
+,22191,21144,12045,16638,12688
+,37536,13813,588,7061,48380
+,36208,17176,49811,18586,39487
+,31036,28465,45291,49473,9373
-,300,0,0,0,0
+,19090,20458,24317,7476,9130
+,11532,30280,21674,32158,23551
+,27517,27928,23667,8466,4943
+,40949,46129,23671,5133,20391
+,46275,7344,18349,45849,40876
+,6922,33135,22500,44661,7144
+,29248,37135,26984,42682,31612
+,22628,21900,23,3327,8342
+,1244,34842,34657,15256,19850
+,12982,39005,29290,12712,28649
+,918,39153,13023,37141,18934
+,4868,29043,716,372,15705
+,40794,510,12760,14076,7447
+,7712,34915,13122,25451,2375
+,48105,14869,9204,22092,44711
+,21072,43267,2801,43192,5143
+,8127,48622,33766,19115,39841
+,15363,47455,28442,26597,3284
+,13367,23843,39449,4411,38326
+,29872,18347,14546,23648,33130
+,40358,22917,38459,17279,25341
+,35397,16536,48283,19790,44141
+,4494,30738,40106,29014,31701
+,13729,43918,44585,18601,32790
+,20955,36203,36488,36784,43177
+,23207,14778,48821,32126,26947
+,7898,35856,13898,26831,41824
+,28127,35909,40587,24637,47111
+,41755,1805,19343,44976,46363
+,23890,26109,42827,8950,11255
+,39262,30246,8102,7420,2535
+,1290,7685,48934,7414,11500
+,16134,17457,49400,28367,9390
+,45108,41277,564,9557,20868
+,17140,45291,11503,19292,19360
+,3302,36381,24571,39515,9601
+,20090,47625,33084,49765,22998
+,5394,36906,30917,33293,14271
+,43923,48479,41766,32055,23431
+,6713,37905,48934,31893,33136
+,1028,32845,16035,11092,5504
+,37838,18033,22960,1894,21195
+,39666,48293,16019,40250,34957
+,41017,32133,14916,32278,29756
+,32375,12841,19219,47433,38945
+,31070,11037,14381,33595,25458
+,45850,19427,9916,43175,18972
+,15099,392,15891,799,46675
+,12360,26668,43521,30770,48544
+,48159,49309,2061,18393,13740
+,43664,38118,7527,22756,9294
+,23413,8619,39494,17993,15127
+,25956,41026,36911,15874,2530
+,14085,44923,19632,15549,18781
-,325,0,0,0,0
+,47742,15324,3093,14295,10835
+,33167,20666,18209,9267,29426
+,48149,7543,42112,14803,9748
+,37835,16339,9119,2766,18626
+,26079,3763,37599,20493,47210
+,33694,5938,14433,13737,2191
+,45591,229,8465,18740,12275
+,11249,12296,24629,8674,22418
+,48966,40252,10058,25455,32138
+,8009,10073,2089,49138,37616
+,41123,42260,39175,29846,19610
+,11457,42504,41590,958,10270
+,44688,12662,36631,16014,587
+,11115,36167,43897,13460,41695
+,22604,3080,34601,18020,8536
+,11138,2731,17106,25524,29718
+,19087,33648,34986,7903,28917
+,41202,3742,25532,42597,16757
+,42419,44618,31695,35767,10897
+,28577,35622,35310,44088,2195
+,23536,23821,33605,5242,32741
+,43294,21770,3550,3024,13765
-,747,0,0,0,0
+,14995,21624,37344,24041,12725
+,23464,46205,24633,49310,7855
+,13272,6067,7017,33245,48480
+,42563,21222,39769,37986,1377
+,49856,4752,24570,7277,3935
+,25637,17544,11556,4869,29286
+,32663,33280,37695,17297,37360
+,27861,24495,5024,39703,14830
+,9144,27306,10165,7382,6712
+,28305,24153,26767,43068,16451
-,482,0,0,0,0
+,33683,4306,47955,11619,45713
+,34210,8677,24969,25506,20583
+,18053,47297,33452,124,38852
+,12624,3532,26544,32369,20723
+,18569,8020,12573,33811,35418
+,12675,49416,32425,26020,34794
+,37592,34481,35806,11502,17137
+,35660,44765,27603,8170,31246
+,11987,34181,47760,9103,46992
+,25418,8835,9804,6105,40961
+,30195,34394,17856,43049,37718
+,26554,15447,15724,31094,46228
+,32820,47456,9376,36420,5957
+,13815,10253,47169,21888,5342
+,36100,10348,24569,26937,7479
+,43055,37134,39028,8984,1916
+,42641,33332,23175,45646,23255
+,26683,46886,10484,21940,39534
+,36041,9602,25258,9518,10416
+,45632,15423,17748,15093,19117
+,49385,19075,7084,36761,22481
+,3006,10437,21403,26790,28096
+,17837,14722,20291,9203,27854
+,45475,23679,41419,43316,16491
+,18073,47779,27517,46434,16796
+,25175,29022,21724,40703,542
+,1061,24194,24209,23819,27052
+,46466,25058,4385,35287,11684
+,34524,22256,39316,11666,19809
+,8935,9638,1634,29427,23845
+,10450,18444,569,25002,45784
+,39608,46754,16945,8878,35466
+,13281,18688,15425,27988,2935
+,6541,16344,5718,9620,35766
+,17555,9652,44915,29762,28426
+,40447,24421,24702,10548,22068
+,29535,8289,39935,45611,12824
+,33525,49920,1204,34855,47467
+,20774,43800,11571,14689,13339
+,7854,25668,8284,13376,9899
+,33601,18007,45354,43426,10456
+,10574,42706,33947,20728,17867
+,40126,31177,0,27024,18692
+,2447,21674,37773,23590,25884
+,45718,28697,26785,37214,49494
+,8659,25460,38696,33454,49521
+,13381,36344,449,31517,47524
+,33785,40626,13511,5741,23545
+,5853,46870,3077,39962,27960
+,15412,47899,21384,4034,35804
+,33713,10498,12661,30219,43180
+,24465,33338,46635,46625,7427
+,4803,36644,10663,24302,5884
+,20603,39438,33869,48916,27345
+,5048,45729,4544,3803,11771
+,28397,37880,46627,10197,21621
+,25425,4514,49984,25648,16987
+,26143,35514,49662,1033,29183
+,1509,46523,19672,14446,17246
+,31694,22426,23464,49867,11077
+,35649,47141,3208,27564,37560
+,5798,42041,2208,42416,12109
+,1828,47898,14896,32922,23421
+,22542,49279,7463,37754,41005
+,39470,38916,31651,41063,31084
+,41230,17197,4816,39050,1105
+,5769,43798,35691,15121,23167
+,23428,40579,13068,10921,46934
+,34371,23472,41866,9871,41608
+,42223,2961,44933,47779,27043
+,28684,32855,22181,33772,17303
+,15515,18093,15707,357,44733
+,41252,45875,25300,17984,17112
+,27972,13127,9321,7687,8721
+,46678,27326,22551,2530,48692
+,26451,2590,45544,25745,27976
+,41615,7324,16891,15671,20709
+,45646,16873,5941,33003,4484
+,994,34401,39640,46370,16321
+,32159,9486,30601,30339,14101
+,39741,20489,21614,46644,8428
+,12164,36165,41834,485,35618
+,40057,7464,38549,33410,40670
+,12124,29200,15308,29104,40584
+,37788,33503,5858,42121,33960
+,9047,35851,34212,27937,32894
+,12079,8669,28750,21199,45240
+,34588,24140,17866,45412,38144
+,44742,14425,33712,28162,7740
+,18894,41792,31712,38740,15058
+,10593,44375,25301,9887,17101
+,40326,29636,34725,9389,30430
+,46092,8910,23941,34778,1518
+,23942,15974,48922,41546,47805
+,21569,36085,28480,40038,8239
+,1439,19625,40927,15954,19209
+,24224,31731,37125,16302,36287
+,43481,19428,34859,7659,24156
+,30966,38496,22040,12747,24078
+,14863,44060,30167,24116,7423
+,20678,10238,44136,40873,14109
+,47359,27656,29688,23580,3194
+,41790,40385,15526,6693,12264
+,46469,33663,10626,17673,18494
+,32790,17604,6010,22087,20718
+,32909,35394,9017,43175,40840
+,20889,12461,862,3255,27659
+,44637,35185,48370,19954,32387
+,17153,2980,32340,46736,13036
+,15836,9507,36511,41384,11800
+,21731,20602,12959,44707,3923
+,29216,34223,1407,39672,39386
+,29698,49961,26229,32002,21886
+,47540,18595,11235,32195,37176
+,46108,7121,11494,25230,13579
+,32011,24996,22942,8141,21312
+,2843,30138,14851,9716,10361
+,14911,41373,9528,34949,44773
+,24671,3088,30756,46994,27403
+,27240,8590,1693,14235,32357
+,10676,25988,7534,23856,27724
+,17720,25731,5845,1686,48841
+,31517,1862,48772,25954,15381
+,21353,33905,17803,37160,49807
+,22755,12897,23100,2507,21929
+,28376,24266,40445,7582,8386
+,28862,2070,9062,8984,598
+,39937,13093,5959,9883,42690
+,4243,22133,32735,28520,17786
+,49117,13674,15847,35694,29912
+,24898,30583,46848,30427,4696
+,34114,44046,24250,16209,9960
+,26632,8020,16922,32811,22316
+,18554,32180,11223,24,4572
+,19793,46462,19248,39978,38746
+,36059,23175,45497,46240,3106
+,26217,44768,3393,42939,22067
+,17880,30226,12248,31283,34145
+,13008,49582,33163,48628,47866
+,19955,3475,38569,25866,21571
+,20130,47722,43238,33106,41576
+,30743,40996,18255,44153,5330
+,47323,21286,7969,12471,16644
+,18193,23232,42904,41561,28621
-,95,0,0,0,0
+,27821,32737,7861,35645,6781
+,18162,25911,9454,35093,22734
+,5926,30875,23650,23139,4021
+,42220,12444,23084,48877,10787
+,28517,39910,10672,49862,33655
+,49055,18911,15707,639,48051
+,30854,2940,37088,44808,10954
+,42837,23751,34202,25708,39289
+,43736,6735,732,42352,32330
+,34088,18724,29383,9807,6745
+,39059,32061,11729,47070,13282
+,32155,24614,33617,33374,4716
+,31830,42706,20671,2064,2777
+,37136,45812,551,41307,10375
+,964,22532,3746,30932,20693
+,20389,30733,3917,39467,36109
+,45032,4236,19817,8625,17634
+,35655,13385,33551,19143,34325
+,4391,3026,23521,12179,45581
+,12696,3599,45818,49675,20652
+,26045,10267,41294,3249,3538
+,45035,8247,37910,35261,33453
+,42539,12727,14931,44489,38157
+,7268,42969,2075,42145,15071
+,24613,41728,29015,35148,6079
+,25900,9869,37966,23086,18644
+,49362,39951,8399,38762,35365
+,46098,48617,35960,13588,16200
+,9294,47344,49895,6172,28240
+,25461,12084,35532,37362,15677
+,37812,43179,3234,15463,48464
+,41507,13988,9640,47309,13132
+,15344,2032,27331,21622,48347
+,22706,36432,5436,32048,43400
+,34095,13602,48810,15619,10562
+,39242,41431,49155,24831,37888
+,7389,7883,23646,1510,17290
+,24444,46492,14607,35167,39085
+,17175,24931,7674,47696,48020
+,44502,1909,48,23272,4182
+,22114,17093,9047,15519,5199
+,20552,5973,18160,342,15721
+,8217,46677,4256,47300,48469
+,35137,37184,8041,37706,6008
+,7708,19043,807,35671,36651
+,3042,9195,16507,42102,6643
+,4951,38969,41460,7423,44309
+,31252,47654,18922,33363,20756
+,24040,13541,21335,7409,24063
+,41538,18946,20686,27823,32126
+,39236,5795,2540,20099,43167
+,17476,21978,36222,19370,12928
+,37820,36740,34509,14023,4828
+,24080,30760,10397,5640,31256
+,26878,27399,34484,45855,32807
+,7196,40019,36927,6004,27106
+,1767,48117,17860,44159,20118
+,25000,4871,43511,7605,39324
+,8151,31247,34299,29691,19026
+,44584,41637,36860,26652,23898
+,15658,6291,8176,18547,11816
+,48175,47691,10495,31716,44786
+,22624,14876,14078,31544,39904
+,531,41469,47992,5115,34821
+,372,15669,30517,10451,26014
+,3654,42805,30569,29404,10638
+,14553,5838,49826,12305,48761
+,24420,39423,30631,3634,20974
+,22676,43210,48780,17641,42441
+,9039,32057,37847,5163,32032
+,31524,26747,14583,20851,24829
+,7741,14125,34380,45326,43133
+,15187,32659,34803,11636,15367
+,14498,43792,17550,45532,13683
+,46328,14751,38417,47252,47748
+,36467,9331,40277,3992,45191
+,49905,18800,7705,7200,9449
+,34695,25505,20177,39988,30842
+,29734,22602,19065,20080,8459
+,3202,15148,33165,12586,49815
+,34640,25166,24881,26664,14185
+,48353,34483,28593,3129,22268
+,43927,48003,37275,26376,23259
+,45714,37609,3054,36918,23048
+,4642,31848,44309,11176,31984
+,8646,7140,29333,23902,43604
+,3359,33181,18302,13885,11113
+,30317,31408,21334,47401,48477
+,33897,41585,1577,44736,10943
+,36944,34006,21147,20942,9827
+,12528,27244,12636,20634,21696
+,1862,9716,21061,40116,5296
+,38262,34363,12056,17667,12431
-,266,0,0,0,0
+,41114,19127,42193,49765,10261
+,25456,18846,42442,19088,47084
+,4611,33314,4858,30934,29069
+,5010,46644,27965,32845,42953
+,3282,23871,35669,38309,41560
+,12693,17004,21069,18940,49836
+,16705,47609,41228,47014,10925
+,18252,14583,3178,17686,1812
+,3164,29904,33667,45144,12846
+,20123,49674,27286,3727,2318
+,16967,31995,6980,25755,17767
+,18217,12504,17696,49962,46807
+,24206,5907,12708,29188,19888
+,35087,30785,5305,6767,27470
+,44984,5395,4074,25690,49515
+,47756,6492,8793,37134,38132
+,19031,45191,37161,20498,12165
+,11137,46088,25177,47121,32959
+,2887,27592,33025,1363,37036
+,8979,36434,44380,2713,41365
+,21501,7849,30170,5321,27029
+,7902,30496,36275,5818,48548
+,34789,21210,24544,26482,6090
+,20253,5843,26658,8071,11980
+,5237,26725,2171,39477,44394
+,21418,10011,39564,42173,9338
+,3021,26486,44825,8660,29191
+,23684,43520,27378,27935,24154
+,49785,47055,16344,9003,44637
+,35384,7542,15022,29601,11256
+,39923,12056,30678,28535,30651
+,4359,38887,21927,32021,18805
+,8960,1860,44206,21186,10885
+,29092,36214,18006,40684,23347
+,286,39683,3730,15518,40605
+,22662,23276,9528,24637,45685
+,7513,34062,7206,37867,30103
+,6296,34369,31584,32901,17955
+,15828,21582,36554,15419,19341
+,43765,11709,19891,26467,27271
+,15723,42318,30700,25013,27070
+,43880,47579,2635,31059,22188
+,9549,4002,48492,46291,2934
+,16042,16003,32852,10539,39968
+,20027,13384,23541,2334,4775
+,32131,18127,28375,48089,21243
+,3924,14728,21957,34534,34310
-,534,0,0,0,0
+,46866,21941,32911,7178,12263
+,33662,21243,8320,2765,18001
+,21788,13846,30463,21646,27752
+,12233,38590,13073,17620,19390
+,26162,24151,365,16623,48644
+,16972,8495,30827,8540,4868
+,47770,30802,5156,16570,33549
+,17437,23826,11564,30794,8578
+,36369,27899,3810,31530,20729
+,21758,39280,44112,1241,38868
+,12093,32197,32180,19102,11557
+,11577,29526,41579,16999,45101
+,33903,39638,19148,7543,20337
+,33045,25466,405,3022,96
+,35601,11149,26152,19148,18626
+,42960,25075,12857,40515,41002
+,8430,29931,15694,14836,44259
+,25229,42374,44274,23884,20976
+,26354,47775,1688,40891,1783
+,36835,18399,20746,38165,12513
+,47293,24796,41615,16169,20663
+,18194,19533,16677,15682,28659
+,39775,15308,37005,6804,5474
+,11994,6932,3867,15882,2160
+,45703,36216,26859,30526,19037
+,4537,29094,45524,12456,41679
+,11762,38300,24666,29893,5044
+,40941,23899,1146,47638,9527
+,1367,12533,43368,39220,35554
+,29543,7519,15021,17646,29711
+,12869,24933,45933,36875,43609
+,25556,27802,27949,27466,3402
+,13174,5345,23,28666,48242
+,21937,43078,33287,43271,13066
+,10844,24910,33078,35897,10031
+,40860,39562,49823,28704,13087
+,7504,4087,29910,33935,22054
+,17387,26981,45089,19158,27736
+,7368,33042,623,41656,29895
+,32315,31772,3170,17723,32720
+,37376,33501,45658,12119,28024
+,38933,9146,12243,28449,3760
+,44160,38492,34537,45712,3688
+,29210,29495,36207,30387,45789
+,22455,37499,16322,4468,28805
+,30482,1313,9196,1676,37048
+,33777,15175,44984,28201,18974
+,45806,29460,16128,13434,10946
+,2945,1001,41454,27583,28247
+,26465,34010,6837,28099,11674
+,3003,24791,26154,7620,19654
+,27637,34525,38060,14897,34243
+,927,33058,4965,9793,18226
+,39035,19327,5827,8159,48775
+,22327,8714,49657,45388,17409
+,18445,45563,41944,15654,8265
+,36257,7348,32607,9940,40596
-,408,0,0,0,0
-,287,0,0,0,0
+,49464,11200,49247,40651,49337
+,35921,3270,11510,25824,14449
+,21534,19469,49695,4749,26093
+,29213,38175,35745,12609,165
+,27751,34164,45878,3274,32508
+,41227,47720,28127,5137,330
+,19057,35265,40888,38393,29136
+,45715,27092,11218,16570,20393
+,24634,49612,36090,13924,41522
+,44415,34352,22209,18029,36533
+,43849,34738,39555,3099,42944
+,27417,12844,7818,6040,45433
+,13778,6046,32459,11566,46241
+,7030,17270,39112,29829,19810
+,47262,10109,14992,29029,14118
+,33844,42279,26037,31026,42329
+,32102,31073,35033,19973,23553
+,1988,46009,7783,30672,40010
+,22935,6966,18543,14524,41369
+,48752,22673,44481,41140,27964
+,27791,2055,30027,42035,45176
+,23994,38016,19690,10426,33057
+,37203,1211,33072,33629,45612
+,22176,6435,35611,12602,1003
+,22278,20975,33916,38967,6392
+,71,2227,32740,40782,11182
+,4355,30257,37242,26359,17130
+,6628,49175,20516,883,28169
+,31513,7753,22941,25814,43495
-,462,0,0,0,0
+,34632,159,33052,45572,3944
+,43337,20757,19368,42466,39853
+,28824,10955,10893,6043,23830
+,17046,36690,41473,11495,36784
+,37649,37663,26090,32972,4270
+,16593,32710,44626,46062,14711
+,8330,15249,4655,44379,32843
+,29203,46320,35941,22000,32324
+,43724,46714,34401,1690,45102
+,7615,20068,27318,5976,7416
+,922,16952,41169,31898,2109
+,18238,9204,27265,24040,14527
+,1914,10128,4723,4397,46564
+,14157,13415,28265,40839,7830
+,46789,37324,46639,33046,12576
+,9310,16499,40740,14434,47677
+,23787,29687,8260,22763,39562
+,10380,40222,6223,49062,49488
+,29629,47151,9759,11546,7516
+,44312,11006,46402,17511,5407
+,25149,46960,14069,7606,14046
+,652,213,20037,20638,8479
+,20563,23579,12263,21275,20483
+,25590,27126,37604,16201,5791
+,38062,27228,8686,19114,40745
+,32772,26391,32486,18304,9769
-,567,0,0,0,0
+,29551,43837,18057,23006,49522
+,37298,43721,10952,42043,20622
+,27152,41569,32977,45489,23517
+,41140,19183,36025,43083,22744
-,607,0,0,0,0
+,13232,47461,28281,23542,44265
+,28899,31441,42321,37904,49971
+,19387,23068,21396,45237,47311
+,31106,30781,20092,8202,11058
+,20446,47886,41118,41854,4401
+,39656,26124,26366,45714,25526
+,40234,44689,45023,12527,28479
+,3804,20270,47458,49956,21088
+,40152,41170,40517,23144,20226
-,572,0,0,0,0
+,44132,28229,17911,10015,15210
+,46769,33458,15543,48761,43179
+,10278,19146,23709,35539,46296
+,12853,1008,25527,36173,17034
+,43942,28130,46086,46138,8920
+,45099,47634,12363,33000,36917
+,2250,49869,3691,20569,9833
+,28380,19704,18391,13565,28119
+,28821,39307,24929,21975,4625
+,40456,8968,38713,29681,26419
+,6443,38570,30073,41580,35267
+,33800,44255,24215,36717,39971
+,35590,18151,19358,39331,1382
+,34024,11142,31649,48759,41957
+,26831,36839,13084,15633,37083
+,25986,8051,1804,23621,6211
+,1933,42759,23850,48131,15608
+,23332,7455,23915,24132,31977
+,38091,42512,28119,2101,42900
+,46832,14347,17271,46271,28283
+,7645,22657,36154,7379,16591
+,18673,19793,45002,24712,19287
+,48759,25395,42546,19210,24535
+,10440,1898,5855,41371,2491
+,7530,18691,11959,33458,25813
+,41950,47905,49127,44866,25599
+,44284,45146,234,19164,39481
+,34485,21666,33042,24354,22118
+,37115,15049,47328,29803,20977
+,31208,38965,45796,36992,4310
+,36920,46877,36731,31426,7153
+,14477,40626,45890,11923,48178
+,35190,2326,44302,18484,12560
+,25884,39878,35285,38277,29707
+,11648,19696,22557,4699,25870
+,11669,9419,2715,26552,3425
+,45226,38312,34201,25297,48057
+,30928,49866,25875,18316,7449
+,43115,26730,8152,41689,30154
+,36937,44418,506,22003,11911
+,34574,25829,24549,20338,7898
+,176,16198,1355,34072,16418
+,43033,40235,19947,29742,37761
+,31098,46932,31063,11918,15523
+,33313,15458,26144,46507,16686
+,39233,35694,14534,14265,20803
+,40422,27488,37562,25333,47843
+,31701,37950,7461,33556,48430
+,30465,30388,5884,25920,7656
+,2351,28784,39778,29523,39960
+,29432,16803,4392,15449,1734
+,15130,38380,19829,49385,41532
+,45971,39729,49778,13392,12475
+,11764,36297,47830,13012,5395
+,20283,12262,41653,32838,21585
+,30921,19393,44069,6097,3791
+,5067,5306,183,16811,14509
+,4644,7321,48,22632,35807
+,32528,27838,47709,38636,42402
+,7371,32438,27951,42496,14068
+,16000,45869,7973,11104,23371
+,20252,35559,17469,14116,19838
+,25887,43521,5600,37537,49137
+,34164,11695,43883,43748,64
+,43415,43572,34458,979,5988
+,7401,19882,41142,6046,14387
