OP,A1,A2,A3,A4,A5 
+,13840,40227,36816,19024,13131
+,8146,4138,9197,12377,21330
+,9875,17427,8399,33660,11166
+,48371,35770,47864,37535,6081
+,41446,1491,28013,10970,14372
+,38064,14796,24923,2112,12259
-,1568,0,0,0,0
+,258,11821,9145,34502,37267
-,4817,0,0,0,0
+,10451,39994,40497,27704,36230
+,14464,39503,40273,24744,40546
-,4720,0,0,0,0
+,46253,26049,33637,2977,39005
+,44675,6354,2366,24291,31049
-,17591,0,0,0,0
-,12450,0,0,0,0
+,21261,6937,41637,48313,13461
+,1390,3758,10913,19408,8013
-,14250,0,0,0,0
+,4952,24492,45927,31749,45310
+,40952,1608,1980,47949,1230
+,39731,30829,32483,5321,31279
+,47835,22613,24726,30666,34712
-,2212,0,0,0,0
+,34874,14411,49209,23334,16721
+,45043,33663,42026,41565,3666
-,4847,0,0,0,0
+,6400,43957,39883,15052,13309
+,25839,37282,38297,6270,43067
-,3436,0,0,0,0
+,33541,17583,16777,6591,5030
+,7268,49308,32524,9702,34078
+,13526,42316,33039,41284,28385
+,20438,2842,40452,39161,25815
+,18179,37629,48851,3837,19872
+,4736,41485,21580,26027,37309
+,31146,30642,5370,15002,41886
+,18571,43642,30241,657,30514
-,19526,0,0,0,0
-,11146,0,0,0,0
+,24663,43421,38235,23314,7579
+,33721,29180,40227,22030,20138
-,7069,0,0,0,0
+,47178,18859,30479,48585,1939
-,17883,0,0,0,0
+,24995,18519,40233,29280,36109
+,49342,9912,47197,28980,13152
-,4454,0,0,0,0
-,7364,0,0,0,0
-,17710,0,0,0,0
-,6631,0,0,0,0
+,39468,9961,28143,32922,34829
+,46100,25305,31937,48570,2239
-,14383,0,0,0,0
-,693,0,0,0,0
+,24801,39491,9715,8149,813
+,22921,4437,35128,10620,17084
-,4204,0,0,0,0
-,12133,0,0,0,0
-,3513,0,0,0,0
+,41779,6811,12060,11022,7705
-,4399,0,0,0,0
+,35421,23656,21956,26051,1136
+,35798,46683,8253,32351,1431
+,12966,32875,24328,13833,12930
+,21946,49985,45362,27956,39860
+,19967,23865,30464,23039,32066
-,2963,0,0,0,0
-,1200,0,0,0,0
+,12811,31594,42972,15862,21159
+,38867,33803,25138,23464,11468
+,13850,32693,49769,5424,3647
-,3543,0,0,0,0
-,12055,0,0,0,0
+,21796,21155,1237,22245,23638
+,40158,43942,8901,7545,35948
-,543,0,0,0,0
+,17056,27312,49624,26589,12363
-,16317,0,0,0,0
+,26314,41306,5472,12503,8424
+,41663,25716,28835,32122,4176
+,47092,5188,45519,7962,33230
+,7650,21087,17215,43626,510
+,41404,19787,28393,19862,46935
-,14645,0,0,0,0
-,19098,0,0,0,0
+,27614,7850,2455,6850,18406
+,7990,19074,7474,41522,16035
-,1453,0,0,0,0
+,1918,33431,38757,48060,48792
-,2892,0,0,0,0
+,28416,38309,43199,35595,31039
+,16168,13203,4468,20374,6348
-,14629,0,0,0,0
-,17116,0,0,0,0
-,7810,0,0,0,0
-,12715,0,0,0,0
+,25018,36031,47027,31403,32730
+,15529,1639,17652,17297,44634
+,32357,27528,12953,3965,24285
+,18545,9409,31194,24063,40581
+,12882,5100,13992,14720,13726
+,36852,31516,43093,46894,26895
+,12281,802,20307,32708,32047
+,45920,16145,3044,40398,13963
+,5116,30779,14066,27397,45008
+,18187,48410,25867,29027,49970
+,3852,19088,1545,38363,11218
+,16075,21831,25107,45716,40809
+,17187,43651,38747,1758,17751
+,27007,24653,31529,7753,49556
+,17068,19921,28562,36063,16287
-,806,0,0,0,0
+,14703,13598,13649,26490,3005
+,4769,30151,28093,8705,41474
+,30496,15744,10691,37075,10628
+,8145,31846,3597,44154,8367
-,9218,0,0,0,0
-,3387,0,0,0,0
+,2665,22194,6485,34165,32584
+,26983,14267,49427,7646,37174
+,22503,42622,21441,27679,4487
+,7573,6492,832,46927,22203
+,1103,29787,40847,48751,2738
+,30812,4837,16560,21580,41177
+,104,16171,40821,37856,2950
+,8812,24731,39101,41522,48016
+,28488,18102,9531,15561,18323
-,6021,0,0,0,0
+,43500,23400,45486,7304,43400
-,4738,0,0,0,0
-,10655,0,0,0,0
+,2310,46748,18216,9675,39666
+,13589,34018,21026,45080,8757
+,19054,42545,36639,6081,4877
-,9575,0,0,0,0
+,12680,33052,38313,26173,12422
+,45448,49067,18332,28399,34358
+,3556,31100,25086,45565,21305
-,735,0,0,0,0
+,49893,11351,2488,37068,18078
-,18208,0,0,0,0
+,29501,47806,35858,23429,2173
+,2876,35673,8085,26979,45185
-,14630,0,0,0,0
+,46938,2374,12803,49696,17515
+,8946,48065,1580,48818,23990
+,36163,24199,47460,44841,28446
+,26052,37591,17395,4510,20540
+,47232,43075,26792,49260,6265
+,38293,14477,27115,28760,31461
+,28384,34704,29868,11823,780
+,38558,21703,23148,12770,26908
-,2131,0,0,0,0
-,14556,0,0,0,0
+,35816,20349,15439,32707,12907
+,2637,10560,40015,9800,21547
-,18037,0,0,0,0
+,16441,32324,18055,20233,44081
+,2679,33845,1594,2487,14536
+,27278,35223,11284,43399,14330
+,41305,30358,13996,18796,7789
+,20255,14590,9276,13109,44572
-,12983,0,0,0,0
+,7431,29113,29541,27099,23739
+,14419,27701,2811,34238,35665
-,15026,0,0,0,0
+,43997,29481,10256,17580,33184
-,8239,0,0,0,0
+,30756,10496,27161,41667,48884
+,42989,48108,46423,43161,24774
-,3030,0,0,0,0
-,19202,0,0,0,0
+,16474,9455,6867,23605,42653
+,8721,7496,49756,7768,26544
+,28295,26826,11559,44585,30447
+,32807,22765,28602,15036,75
+,23888,15977,45045,47503,33268
-,181,0,0,0,0
+,49119,13476,23515,968,24511
-,3753,0,0,0,0
+,29158,48520,22517,30398,34126
+,40733,1596,34910,25700,45527
+,670,49184,10528,23714,27783
-,1714,0,0,0,0
-,2674,0,0,0,0
-,15700,0,0,0,0
-,667,0,0,0,0
+,9102,29881,8886,32705,16851
+,2201,24546,27415,5576,35159
+,6403,18597,17228,44323,43573
+,37143,12418,32941,49677,25062
-,3856,0,0,0,0
+,17447,36561,44697,11135,49298
+,9731,34438,38075,43849,19979
+,11574,5118,21768,18104,9599
+,35386,2782,22287,12972,18353
-,13614,0,0,0,0
-,1075,0,0,0,0
+,26580,41193,45154,18128,29157
-,728,0,0,0,0
+,43351,31413,21116,34393,37516
-,18250,0,0,0,0
+,912,1742,28825,46001,12902
-,19465,0,0,0,0
-,61,0,0,0,0
+,22048,45897,39664,19966,5215
+,26147,33047,13567,41047,39432
+,24236,30920,17924,24327,866
-,7369,0,0,0,0
+,47518,40338,30591,35104,9329
+,40276,42419,10713,8189,30139
+,34828,32506,39006,36115,20645
+,41906,28287,27136,1734,40671
+,11069,30187,19810,45203,40233
+,9483,25808,49883,34474,4613
+,41434,44732,3163,28610,27655
+,21241,34273,13467,35705,12278
-,19195,0,0,0,0
+,14962,46479,1262,19835,23266
+,46420,18409,4596,48117,8167
+,5485,23073,18099,49628,32676
+,15481,10431,22250,39111,43737
-,12709,0,0,0,0
-,8747,0,0,0,0
+,45575,23650,15113,30147,32442
+,22063,20619,30838,19128,13468
+,20115,16108,15896,4451,45833
+,48300,18262,7915,34240,40645
+,21563,9818,1735,16844,44893
+,31863,34378,19764,20226,49133
+,25950,3512,11004,16264,36375
+,24543,47401,33366,31955,29317
-,19424,0,0,0,0
+,28239,26023,9528,31723,9077
+,22087,13066,5254,23252,10686
+,43855,32256,22823,41061,40728
+,8983,11694,26963,45046,17290
+,31852,15703,40568,3895,7186
-,6955,0,0,0,0
-,8745,0,0,0,0
+,23559,39745,33559,34238,39546
+,27008,30631,3304,1904,37696
+,29885,40287,12654,18694,34848
-,3286,0,0,0,0
+,5128,32547,48793,39450,26647
+,8322,17955,25722,2569,14426
-,9609,0,0,0,0
+,38903,3004,2068,45767,5237
-,152,0,0,0,0
-,8484,0,0,0,0
-,9108,0,0,0,0
+,607,18281,31201,45699,49809
+,20228,4133,35143,27957,23168
+,21785,39465,25517,32196,43758
+,18058,2570,33962,16772,47987
+,31060,46576,14125,21390,43364
+,21332,17076,8364,23730,18316
+,49696,22285,18922,12,24849
-,10765,0,0,0,0
+,11939,14858,23601,23016,14742
+,36592,29348,13789,32356,21715
+,18968,12223,41267,20009,10057
+,16802,12082,47364,36943,24781
+,36501,38033,41989,26614,11393
-,19655,0,0,0,0
+,45471,4726,3175,44383,11106
-,11781,0,0,0,0
+,15300,27793,33959,45044,15711
-,2821,0,0,0,0
-,16501,0,0,0,0
+,10774,45889,9017,10101,4292
-,11431,0,0,0,0
-,13211,0,0,0,0
+,28365,12441,28550,1065,43103
-,1317,0,0,0,0
+,26303,42492,8983,37963,38171
-,19067,0,0,0,0
+,30021,6061,16522,14140,49935
+,8461,6767,33613,10183,25176
+,14891,49757,36791,10288,49745
+,38113,4859,32613,9769,29731
+,12796,13757,37235,34322,35701
+,11110,3896,32581,10436,38271
+,34541,42797,24858,9478,43323
+,4031,14113,45150,26531,39751
+,4522,20066,25457,4452,7972
+,11302,46168,26072,20283,29972
+,30868,24447,2713,11303,22167
+,24781,35084,7614,24052,21186
+,24832,38926,43606,15730,31807
-,6250,0,0,0,0
+,2892,20790,5291,27672,20828
+,45818,1338,44351,44459,9635
+,41276,27337,24034,1468,45996
+,21107,23677,29206,29381,7070
+,45555,11253,19152,29926,29072
+,16373,14099,45373,23054,31107
+,1476,10670,26197,34948,22761
+,46259,33786,19908,44475,21095
-,1238,0,0,0,0
+,37836,29359,43920,28510,14545
+,38060,48568,21125,873,25155
+,7485,5133,46118,17779,42807
+,22165,31686,8688,32021,4559
+,24092,43014,47476,1034,39651
+,6754,19659,30203,40269,20793
-,5472,0,0,0,0
-,2373,0,0,0,0
-,1612,0,0,0,0
+,44905,40849,18461,26218,20772
+,22509,12117,44880,18076,41365
+,9827,26196,1932,36618,5910
-,6805,0,0,0,0
+,32705,20287,34815,15565,41697
+,26383,47726,1406,13198,16176
+,20041,28583,2118,1660,14696
+,29039,37836,27812,30662,30458
+,26287,15368,45907,12948,39051
+,1984,9045,9865,13833,2536
+,47233,41816,30674,29311,27317
+,31666,20299,28679,47724,19847
+,19414,41147,32565,48545,39687
+,40607,2953,2344,27198,30524
+,10054,23144,15668,28404,33460
+,31728,48702,25851,11172,47592
+,24381,38758,35970,10617,47976
+,28840,13867,6495,5193,369
+,14370,40697,38771,48975,30317
+,21103,47349,32767,10061,21708
+,45152,13431,4967,17883,12126
+,39766,2457,4067,15977,2663
+,35398,26248,17227,21553,18320
+,9268,36213,32786,29917,3430
+,18677,17664,18138,16889,39088
+,13626,14588,41033,18565,21820
+,35308,37285,7443,17201,909
+,25267,48128,40604,36348,9871
+,36477,38477,27271,5343,38850
-,16850,0,0,0,0
+,5065,43846,20776,37636,29883
-,7179,0,0,0,0
+,22733,47622,3137,13197,27533
-,7644,0,0,0,0
+,27877,31288,26996,34718,47729
+,21513,27628,31116,49950,2496
-,3670,0,0,0,0
+,1868,48362,7413,4134,34583
+,47722,6653,5628,14520,36770
-,15569,0,0,0,0
-,14354,0,0,0,0
+,4137,12111,10823,34508,7522
+,8628,43796,5864,37242,31404
+,32185,3226,20773,16452,31463
+,27438,3608,3355,15382,15307
+,48854,45849,44608,38361,4340
+,22837,2528,25307,11422,23127
-,12954,0,0,0,0
+,17636,24178,14850,23287,385
+,9710,22577,12554,36615,31269
-,19722,0,0,0,0
+,40822,5224,43354,9864,17039
+,35249,9195,16949,2940,14809
+,48098,40881,49756,26372,5130
+,38075,37514,6117,48358,21987
+,34070,23529,41039,15830,14904
-,19354,0,0,0,0
-,6117,0,0,0,0
+,27281,9083,3025,35946,5471
-,11339,0,0,0,0
-,12812,0,0,0,0
-,7205,0,0,0,0
-,3441,0,0,0,0
+,44028,27720,41813,11557,35335
-,15006,0,0,0,0
+,34966,37467,26408,43667,14598
-,6392,0,0,0,0
-,3336,0,0,0,0
-,14632,0,0,0,0
-,7648,0,0,0,0
-,2423,0,0,0,0
+,46832,29070,13385,44040,5085
-,15761,0,0,0,0
-,9190,0,0,0,0
+,5495,346,4408,24452,10803
+,13007,41476,48558,29694,29871
+,24114,42392,33512,4678,26045
-,15745,0,0,0,0
+,29580,34461,2695,5903,10767
+,35290,34991,1417,12851,4713
-,13489,0,0,0,0
+,11606,44592,6735,46442,40967
+,30843,37457,6368,38805,31668
-,17077,0,0,0,0
+,12341,1670,32205,19062,36169
-,3834,0,0,0,0
-,11449,0,0,0,0
+,21743,376,30036,15142,13484
+,559,12834,36884,15691,40724
-,16227,0,0,0,0
+,2849,34584,16557,13737,19333
+,46590,35426,27940,14083,49319
+,1304,40597,32670,28256,20189
+,5331,46934,44676,6348,1690
+,15310,45686,2,49589,38303
-,6231,0,0,0,0
+,28306,34589,26588,23086,46468
-,15189,0,0,0,0
+,6143,39120,27505,39514,45380
-,15915,0,0,0,0
+,24149,18762,18811,20809,25586
+,47482,10067,28198,10314,29528
+,30073,48670,27594,23573,28928
+,41878,3056,11375,29918,13830
-,3051,0,0,0,0
-,1277,0,0,0,0
+,22519,25363,37214,14933,36415
+,42364,1076,17303,20441,26372
+,40630,4027,46387,759,4173
-,8770,0,0,0,0
-,3699,0,0,0,0
+,18645,28218,40285,15675,14282
+,570,10908,18211,39470,46566
+,48933,5588,28394,19525,7963
+,12106,31769,43743,46354,24795
+,31407,18925,36588,36182,1563
+,22562,11693,49322,3231,19467
+,9154,20658,5935,29851,41511
+,28624,14240,34260,48479,49018
+,9040,28141,32637,48648,34426
+,30060,39290,40253,23273,49304
+,47933,32790,17393,33069,9259
+,12720,5498,14335,8569,11695
-,11825,0,0,0,0
-,17248,0,0,0,0
+,35011,36182,48247,49857,48684
-,2200,0,0,0,0
+,47207,2175,26775,43880,18379
-,12010,0,0,0,0
+,26329,42841,19207,37991,5100
+,5517,14610,28002,44797,7535
+,47778,37140,10937,12253,12384
+,4798,4562,47479,22152,42392
+,41565,11418,12349,34049,40542
+,23816,15536,16524,32172,49465
+,15657,32337,17251,33814,5030
+,26016,20036,25959,18026,42821
-,11418,0,0,0,0
-,5270,0,0,0,0
-,2703,0,0,0,0
+,38434,30640,9492,28700,16616
-,6955,0,0,0,0
+,31833,17511,19508,22760,11705
+,39846,10376,47801,1759,20016
-,798,0,0,0,0
+,15648,35990,21345,20528,1969
+,32317,6820,49830,37195,24872
+,38296,25426,49530,48229,1904
+,18841,30430,24505,8420,29229
+,49405,36286,30546,47566,2851
+,43229,26278,42944,29579,43063
+,34277,14404,8938,22089,16272
+,1190,20543,36621,49774,24178
-,15136,0,0,0,0
+,22716,31370,3237,3443,18442
+,111,16617,34989,12273,15409
+,95,34434,5190,14416,40199
+,17020,43482,16380,3305,26279
+,7399,16191,5770,34988,16078
+,48593,1099,38946,38601,48467
+,47219,33749,43112,4920,2758
+,6444,18996,45225,17996,37667
+,9187,46403,35399,12009,26425
+,31289,30526,40880,17762,39820
+,10836,1561,43627,42532,25350
+,11025,15506,7825,35516,43893
-,6153,0,0,0,0
+,14228,35729,31071,42493,24005
-,15312,0,0,0,0
-,15745,0,0,0,0
+,8904,33289,39561,27458,272
-,1856,0,0,0,0
+,44304,36841,40025,41368,4627
+,14119,42520,39875,21552,41472
+,5768,49031,9371,29406,18078
+,14055,33467,3610,10021,5134
+,17263,42697,6286,18876,249
-,9423,0,0,0,0
+,14295,4622,47233,42751,18610
+,31634,37484,31596,34262,4827
-,14112,0,0,0,0
+,42066,16109,38497,19257,12952
+,48718,7507,3114,29668,25088
+,39749,19940,5172,40925,9312
-,3674,0,0,0,0
-,18288,0,0,0,0
+,30533,26288,27098,20603,40263
+,3815,22042,24724,49142,2207
+,29874,25016,11295,12699,12129
+,39100,3579,39254,14624,38535
+,26399,30927,46088,46563,30845
+,42267,5080,21397,1493,36285
+,19599,48421,36212,48502,17727
+,5963,45386,4289,24491,35062
+,35749,25806,43879,23387,9816
+,2827,45950,49492,9618,46067
-,5144,0,0,0,0
-,16036,0,0,0,0
+,40165,10307,1372,45667,681
+,2258,26637,29075,12128,17062
+,36867,40145,18162,4335,14401
+,31040,49619,32020,40957,11389
+,14808,2117,29609,31710,10023
+,24902,25681,14402,34446,22289
+,20604,20801,12,45204,12603
+,42790,15183,8466,2993,8954
+,12489,25982,21811,46721,1261
+,1972,40036,25875,20812,15345
-,11249,0,0,0,0
+,50,39579,7834,10538,44915
-,1198,0,0,0,0
-,19267,0,0,0,0
+,42419,17797,9605,21842,25615
-,349,0,0,0,0
-,6620,0,0,0,0
+,11960,32694,8136,36922,12775
+,22612,23428,3679,42475,40267
+,19063,26972,1185,22584,47163
+,25127,10081,14847,44142,24562
+,7488,38201,1034,39387,30121
-,5578,0,0,0,0
+,34818,34547,38411,9032,46047
-,4642,0,0,0,0
+,11354,30309,445,39365,43966
+,46934,3513,894,8422,38927
+,11077,29545,3434,35645,22808
+,41831,34875,31158,6338,39964
+,27326,29654,35052,33661,28462
-,15605,0,0,0,0
+,7328,5342,17821,9471,19784
+,1134,39135,28817,30255,35554
+,25311,24703,31246,20792,48188
+,18888,37827,16790,22286,31749
-,18358,0,0,0,0
+,33014,26703,8477,14486,46555
-,325,0,0,0,0
+,6897,42122,188,48146,30229
-,1719,0,0,0,0
-,17598,0,0,0,0
+,23340,29856,21480,27224,27952
+,6634,28706,798,13257,3207
+,1479,28266,29242,18476,44421
-,7850,0,0,0,0
-,1358,0,0,0,0
+,37303,31635,28432,3125,42999
+,46079,37020,23405,46009,26392
+,36755,44131,32608,7136,15710
+,2088,38485,359,22079,527
-,16646,0,0,0,0
-,832,0,0,0,0
+,12360,47180,1692,32454,34971
+,14526,22009,37975,30217,30580
+,10891,8522,43555,45128,8869
+,15986,22328,13432,24729,11455
+,44803,5060,13889,37089,1314
+,11397,321,45546,29438,22740
+,4707,28259,27306,43932,24775
+,3366,748,30057,9813,34236
+,46213,34147,17267,7989,7411
-,4105,0,0,0,0
-,4688,0,0,0,0
+,22510,45082,32223,35033,46973
-,18401,0,0,0,0
+,22964,42576,1105,5217,48917
+,4594,10511,21662,14762,27514
+,36744,35716,39001,2678,29129
+,30844,10561,37265,1658,7745
+,49203,46504,43861,43850,47956
+,9726,16010,47596,13942,36950
-,10920,0,0,0,0
+,45358,6377,36596,35629,13302
+,4602,34745,37078,22424,17748
-,2238,0,0,0,0
-,5681,0,0,0,0
+,22878,46336,776,9088,27776
-,8892,0,0,0,0
+,44211,43754,43357,16079,19563
+,42303,4575,49528,26217,46675
+,16292,11646,41780,42266,21070
+,7772,27524,41289,17910,44788
+,7196,34746,17852,36398,47619
-,11725,0,0,0,0
+,37028,26611,5178,22588,48277
+,46772,26896,27756,22228,30581
+,35012,22282,11313,21757,3808
+,26796,9110,40406,33331,5994
+,44962,30631,1248,42316,35713
-,6708,0,0,0,0
-,12307,0,0,0,0
+,10649,41653,18318,9594,32588
-,7095,0,0,0,0
+,39051,38873,36792,8731,27588
+,48886,7700,46232,49286,48751
+,5648,31471,14548,2221,4799
-,2954,0,0,0,0
+,20422,22651,5320,25839,1494
+,46160,14596,38028,44471,400
+,7132,14938,20881,37432,16615
+,36088,14063,17717,48406,19335
+,21887,44690,24821,7317,38567
+,3361,23728,10030,41486,42834
+,4820,49235,48119,13666,19982
+,24204,47942,30342,1504,10185
+,33222,31413,20463,25813,35329
-,19795,0,0,0,0
-,15217,0,0,0,0
-,3056,0,0,0,0
-,17100,0,0,0,0
+,37423,26657,34098,34090,49097
+,26930,13778,41245,5416,8917
+,32607,506,39632,49508,16109
+,12323,31701,6011,26680,7586
+,6717,6102,22673,15316,49232
+,469,4263,4597,19067,47386
+,40119,11063,23767,25108,16278
+,17546,259,7853,16347,21986
+,25925,38006,5389,15338,49428
-,9904,0,0,0,0
-,10477,0,0,0,0
-,10418,0,0,0,0
+,28015,5528,18785,10078,48515
+,24960,49970,6044,24383,12500
-,3663,0,0,0,0
-,16386,0,0,0,0
+,39443,46572,9597,43271,18037
+,2822,10498,7272,10558,17276
-,4323,0,0,0,0
+,25467,22741,13292,12978,606
+,13443,20383,47657,10161,21717
+,20065,26916,47499,6814,46633
+,29477,11885,24753,37410,2971
-,4873,0,0,0,0
+,47433,4362,16209,37396,32847
+,1446,36495,24832,26696,23994
+,32482,33546,7442,12818,31749
+,26449,21551,43150,35829,36515
-,11257,0,0,0,0
+,26746,21495,2429,20846,26143
+,4833,47071,23388,4413,25631
+,22204,35136,26451,45153,11237
+,45521,20975,16395,46950,13083
-,7091,0,0,0,0
+,21051,29366,49929,12251,610
+,49648,35324,7823,28450,16835
+,15884,48427,20329,31928,5499
+,36720,34933,29501,16272,44318
+,37341,19308,23684,15985,40201
+,28603,36100,31644,44183,14392
+,20637,49010,41585,14143,48214
+,46302,14931,1814,40837,48868
+,43429,46478,12529,9411,26225
-,11892,0,0,0,0
-,10328,0,0,0,0
+,20874,12495,42359,40290,16749
-,13658,0,0,0,0
-,6612,0,0,0,0
-,18137,0,0,0,0
-,12065,0,0,0,0
+,26661,49176,2378,28614,22206
-,11825,0,0,0,0
-,6271,0,0,0,0
+,37767,21924,24393,28876,20070
-,17193,0,0,0,0
-,2904,0,0,0,0
+,47450,39295,4320,22741,12267
+,37132,1201,28151,44876,31074
+,26564,13325,23004,21023,13959
-,7038,0,0,0,0
+,2791,48848,937,12654,7632
+,4275,32608,19210,21054,35655
-,1917,0,0,0,0
+,39401,42468,25762,39792,9873
-,5924,0,0,0,0
+,1492,6448,23098,44935,19057
+,32888,17300,21683,40180,4531
-,1817,0,0,0,0
-,3598,0,0,0,0
+,47985,10368,443,22376,21644
+,35998,27886,49702,16557,32295
+,588,1560,38954,37724,27047
+,13938,21048,950,8699,42835
-,12320,0,0,0,0
-,1838,0,0,0,0
+,23434,13940,19401,47153,19865
-,9357,0,0,0,0
+,26777,40012,40936,42518,37257
+,43961,28967,9851,19313,39711
+,5487,17441,44978,46979,42172
-,17094,0,0,0,0
+,30184,5053,21146,49735,49008
-,19285,0,0,0,0
+,44401,3593,8908,33650,16166
-,368,0,0,0,0
-,4336,0,0,0,0
+,30578,19421,34395,49149,46250
+,10862,4559,40921,27954,9435
+,23162,21358,5175,11451,44102
+,4665,13576,10471,1102,33418
-,9578,0,0,0,0
+,2491,42206,25713,22881,15705
+,40387,39544,1327,39764,32660
+,391,13194,24691,47930,16071
+,7848,38368,35008,34393,46925
-,8689,0,0,0,0
-,15204,0,0,0,0
+,11060,45865,8164,49544,43836
+,36181,46795,48366,26202,38870
-,638,0,0,0,0
+,35887,17300,28787,38887,29680
-,2115,0,0,0,0
-,17598,0,0,0,0
-,6380,0,0,0,0
+,10978,48860,37624,49865,16849
+,19911,45738,11997,24425,34420
+,12692,18030,47307,40732,21592
+,46931,18751,41552,23844,36034
+,21118,47776,28956,31873,47369
+,17237,39393,47620,45910,315
+,31103,29559,21307,6259,49532
+,31681,11099,41424,46928,1026
+,46078,49417,31977,43400,29070
+,31830,29154,30252,30148,8673
+,20476,36545,46440,31615,14042
+,24510,44957,28352,23751,29067
+,16306,45660,13485,35229,45182
-,9478,0,0,0,0
-,17506,0,0,0,0
+,22152,13419,46902,13911,42147
+,15677,37512,11775,11663,960
+,27931,684,40259,30323,8176
+,33823,4554,22872,31727,45322
+,44649,45525,4169,49519,47506
+,44369,25011,21992,46834,44075
-,5098,0,0,0,0
-,1646,0,0,0,0
+,10149,6480,28342,6387,16757
-,9813,0,0,0,0
-,13303,0,0,0,0
+,18941,44004,40401,24246,4624
+,23349,5169,16369,29509,16475
+,5721,38481,21419,21726,5742
+,20658,26460,28106,8870,18721
-,1663,0,0,0,0
+,27738,3008,1663,4822,11149
-,15824,0,0,0,0
-,7641,0,0,0,0
-,11516,0,0,0,0
+,24295,33274,42036,38675,6626
+,14760,5179,4819,22654,23904
-,18025,0,0,0,0
+,7771,10924,15317,22981,33157
+,36976,36462,41846,43841,3305
+,1565,27651,13374,37920,11819
+,32066,40390,10861,2812,31198
+,40284,205,17320,49718,40759
-,3629,0,0,0,0
-,5060,0,0,0,0
+,40350,36258,10867,9287,30966
+,19109,32326,41286,30101,17685
-,872,0,0,0,0
+,35858,30855,40528,1260,2626
+,18694,22472,8017,18618,33821
+,35653,20983,26946,47872,37623
-,4006,0,0,0,0
+,32700,43349,22836,1592,24177
+,19443,3716,43226,25311,3879
+,30878,15914,30719,979,15015
+,23233,39202,43572,41506,29431
+,5830,40776,12534,32030,43934
+,4368,11249,14507,43854,20630
+,35441,17047,8795,38045,25227
-,7207,0,0,0,0
+,8788,30961,17579,45507,47111
-,18990,0,0,0,0
+,22552,42171,8189,25838,40093
+,17682,44063,6918,43021,31616
+,39479,13443,12100,30516,25468
+,16181,34175,44872,27721,48824
+,46411,5364,37332,30039,26174
+,9305,15438,102,31302,6844
+,27751,17960,21289,11819,24970
+,45397,49911,4194,24602,25157
-,14914,0,0,0,0
-,2620,0,0,0,0
+,10690,33763,26294,9389,35209
+,43965,9377,46935,40076,3612
+,24144,3559,48094,11901,8038
+,15578,23583,40132,42449,24965
-,17739,0,0,0,0
+,31549,35395,22220,25423,35462
+,36350,22158,14090,44694,43547
+,44680,23097,12313,2441,38395
+,16683,18574,29196,24061,49016
-,7436,0,0,0,0
-,14238,0,0,0,0
-,18845,0,0,0,0
+,11927,3521,45115,30412,26993
+,32911,3913,99,41855,33453
+,8737,7527,37356,43637,30405
+,12482,8757,25771,43994,3617
-,3477,0,0,0,0
+,16325,41546,33550,28086,38212
+,33161,12359,9586,37590,37927
+,23654,6964,21533,24685,49902
-,18214,0,0,0,0
+,49455,27264,37992,8269,5176
+,16663,4315,3139,44679,45895
+,20878,30381,24286,9047,35720
-,5599,0,0,0,0
+,14970,2245,38128,44240,49663
+,3013,43100,20235,29579,37324
+,23927,39734,25425,17575,27884
-,7164,0,0,0,0
+,23148,10694,8045,42053,36484
+,17356,13102,34739,30869,45950
-,2340,0,0,0,0
-,3059,0,0,0,0
+,37869,46592,25678,26892,24191
+,42117,31922,496,45458,49983
+,38665,559,30962,31202,28061
-,12555,0,0,0,0
+,43956,42420,40762,22931,5549
+,14189,45200,6255,25587,32061
-,15718,0,0,0,0
+,30894,29211,12964,20122,27549
-,11331,0,0,0,0
-,10998,0,0,0,0
+,31840,33322,39980,33100,18864
+,25795,38180,9928,20142,5656
+,49942,45355,32305,41699,12310
-,11564,0,0,0,0
+,32562,28702,10633,16951,22265
+,41040,36512,16704,35533,3249
+,1030,26283,28347,39669,7684
+,33053,43806,33147,4761,17685
-,6182,0,0,0,0
+,44023,18847,17384,12585,46240
-,964,0,0,0,0
+,11614,27255,7471,15908,8198
+,34371,28429,38063,22574,3354
-,2406,0,0,0,0
+,41115,17518,28138,41201,19528
-,4531,0,0,0,0
+,6483,46962,20980,25688,5005
-,14407,0,0,0,0
-,12175,0,0,0,0
+,12695,46088,26314,30193,30181
-,2658,0,0,0,0
-,5231,0,0,0,0
+,38521,44486,25615,11286,513
+,38012,5266,43589,43652,34644
+,33747,13497,12093,46472,41771
+,14730,44523,20958,25015,8511
-,18253,0,0,0,0
+,42270,30409,30820,2106,47442
+,45137,842,1937,2109,9319
-,7335,0,0,0,0
+,34529,10295,9132,7412,18564
+,39694,5907,11155,17597,21506
-,12311,0,0,0,0
-,16145,0,0,0,0
+,51,46464,19728,47599,17093
+,10524,19148,16006,7057,1518
+,38116,24098,46334,26670,42284
+,49680,10815,9753,5575,29888
+,37093,35790,9554,25222,338
-,4932,0,0,0,0
-,8022,0,0,0,0
+,37492,45271,20819,18537,29143
+,44272,6752,41061,34994,34713
+,27613,23299,45953,39270,19660
+,30428,14166,44355,35777,3850
+,43885,24231,20970,45294,40398
+,28806,6155,23722,702,10077
+,45300,10211,8151,2337,32095
-,921,0,0,0,0
-,19101,0,0,0,0
+,47958,31414,9998,21070,33487
+,29921,8722,39693,34507,35261
-,1028,0,0,0,0
+,5120,20174,10952,44796,34383
