OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,7852,4586,3818,1567,2261,6340,3075,4369,7866,9342
+,5215,1681,3207,1501,982,5384,8268,7295,6474,9769
+,4293,2468,113,7988,1467,495,4131,6344,3175,1044
-,490,0,0,0,0,0,0,0,0,0
+,3709,1960,9413,1201,3123,156,838,3411,520,2245
+,2949,4899,7125,8397,2547,2189,6755,103,4740,6251
+,6937,972,4769,5259,9070,7197,5072,9685,5170,4253
+,8356,3724,7395,926,7107,9721,4273,8781,4850,7589
+,7262,5032,1850,7497,3378,3460,6372,8613,3345,2591
+,2637,4929,8102,4047,4994,4489,4631,5323,7320,3659
+,4201,4318,4728,2801,7531,9178,3492,1057,7287,3459
-,586,0,0,0,0,0,0,0,0,0
+,7355,2959,660,7488,6977,7630,3937,1522,8231,8449
+,6058,5280,194,9313,7845,7822,6113,2421,2027,4189
+,9325,9655,4274,500,8924,8673,6232,5147,8080,4178
-,562,0,0,0,0,0,0,0,0,0
+,7117,6955,5104,2256,5530,4814,2874,6483,1463,9113
+,4631,9209,1118,7350,7879,3386,6980,2967,8006,1242
+,1747,4341,7871,3665,604,2122,986,9319,4153,5768
+,3792,4290,9370,3636,4435,4281,3629,39,8549,5383
+,4042,6855,9404,6377,6068,7989,3690,6318,676,1213
+,6397,2866,6496,2083,9505,5823,7530,8774,3086,8208
+,5448,8722,7185,7591,5267,317,8874,3443,804,5699
+,4260,8527,8070,6234,6157,9384,9102,4835,6370,7990
+,6180,6533,9997,812,1048,7294,6003,8870,7435,9478
+,9840,9178,6346,9564,7984,7071,1471,9509,2487,8531
+,5865,2408,2434,8735,8375,4318,1149,3817,4977,7249
+,2899,4750,4688,7374,3914,5457,5691,5838,5584,2946
+,1785,4553,7856,1049,9201,1890,4494,1982,1490,6546
+,3654,7816,7007,3569,9761,956,505,1696,204,9264
+,2963,7660,1603,868,9537,8585,9928,7551,7579,4926
+,7514,2678,8665,1355,2010,127,4064,2391,2505,4027
-,273,0,0,0,0,0,0,0,0,0
+,1943,9876,8312,3960,114,5509,4278,1851,8063,5756
+,9433,7196,1460,3402,8609,4530,5608,6796,8249,8056
+,4086,9974,8274,634,3040,7328,723,4500,9257,789
+,4503,2321,3751,9363,1108,3353,2063,7253,6230,1383
+,4752,7711,6958,2545,1161,7262,5877,7643,9312,9284
-,85,0,0,0,0,0,0,0,0,0
-,88,0,0,0,0,0,0,0,0,0
+,7825,2331,9909,7030,6742,1429,3170,776,4148,4892
-,334,0,0,0,0,0,0,0,0,0
-,986,0,0,0,0,0,0,0,0,0
+,1470,4969,7182,66,9793,5502,5893,9910,980,8815
+,4819,936,9989,1185,974,5606,3117,6557,8123,6744
+,8923,7532,6305,4765,6819,5550,1567,7999,6761,8807
+,5958,4810,353,608,4325,7712,3709,5965,7661,6261
+,7141,6989,852,2175,3886,9056,6541,1427,9432,2307
+,564,6115,6502,7475,9757,466,5569,3828,7549,6534
+,8234,2291,6411,7305,2630,3713,1201,6126,5147,6689
+,1791,1966,545,5262,9459,7490,6287,3182,1649,8176
+,6084,76,4470,6105,8448,1938,7839,8767,4824,3547
+,5490,8784,860,7497,3289,9746,3082,6763,3620,4913
-,727,0,0,0,0,0,0,0,0,0
+,9952,8328,3086,5253,9869,314,2377,8955,8228,3025
+,1679,5805,684,1842,9290,1505,7491,6778,8506,5659
+,8203,4751,5857,8893,8061,6524,7533,5034,8723,548
+,2041,1231,5964,3560,4223,9910,8333,5273,3852,83
+,4785,7087,1111,5639,4538,285,7243,9370,5062,2232
+,7753,9994,5320,541,8193,4688,423,3411,5616,6339
+,3730,6040,4097,7640,8208,6245,1365,3788,8581,7694
+,549,5161,1492,8476,6685,3539,3911,4892,3808,9395
+,8934,1030,3990,2359,4813,312,2657,5786,6432,8314
+,6141,9927,4029,4246,1117,1328,2736,6221,8818,586
+,643,4005,606,8010,4777,633,7680,7221,4213,1937
+,1925,4344,4564,6066,7915,535,6093,1472,8280,5759
+,7655,2515,7591,4910,5600,4954,8773,4136,6431,6588
-,458,0,0,0,0,0,0,0,0,0
+,9309,1651,2317,984,3131,468,6106,4431,2154,1427
+,8474,3985,6039,4977,1040,8751,237,1351,6755,9619
-,986,0,0,0,0,0,0,0,0,0
+,6858,5628,4887,4631,6676,8305,5742,7562,2455,5232
+,8920,9404,742,7596,7805,2602,9810,4128,9375,9333
+,5545,1516,4946,5853,9052,6229,3750,8497,7250,2188
+,2340,327,5529,7378,5061,236,2575,3328,5085,394
+,553,8759,2553,3874,4260,2198,6836,3709,103,8662
+,177,4716,2110,9616,8019,9008,9899,8489,1020,9650
+,8690,2513,4044,4745,2720,9525,7251,4055,6920,1154
-,47,0,0,0,0,0,0,0,0,0
+,3734,6223,3847,3982,6063,1815,8318,1490,4658,9475
+,672,7875,1004,2994,3682,7667,6367,3886,5520,9710
+,6815,8028,5632,2968,7253,207,464,9253,3707,1437
+,3416,9168,1623,4550,9725,7407,4495,5271,7362,6825
+,3945,8853,5761,7776,3043,4395,3475,8246,1313,4714
+,6021,2210,7650,3,6239,5699,4954,8606,617,495
+,5142,3455,9242,8279,7629,8502,5577,8922,3583,1789
+,7450,5496,3847,5102,7142,6299,8421,7570,3619,5003
+,855,312,7978,9960,6107,80,5239,7997,322,7350
+,345,8976,9667,8741,6045,441,4818,1561,3755,3051
-,178,0,0,0,0,0,0,0,0,0
+,9582,9210,6513,9577,6017,6340,8837,5872,3571,5018
+,8682,9070,6663,8746,9926,7137,2057,3210,544,7658
+,3163,6538,2557,5120,286,2634,6352,7852,1828,6054
+,690,6897,6688,7509,7276,1154,8465,1649,2325,592
+,9857,9395,7755,4759,8617,5965,1479,6014,1864,7251
+,1241,2209,1807,2403,4093,1238,4508,7668,9576,3731
+,3608,6496,4260,4712,6906,9379,4951,883,7129,6500
+,5486,9992,4003,7861,6447,8923,1191,9864,6216,3291
+,9343,9239,7595,3990,8892,9498,5426,7448,8086,1443
+,3025,109,1755,6125,5456,5080,839,8100,8009,4875
+,6939,1793,703,6210,2126,8355,3858,120,5074,6042
+,4076,2308,9965,503,4832,3025,9733,7930,4064,8540
+,51,6893,9445,9515,8402,6877,9797,4053,4915,9089
+,2359,2299,5465,5072,3727,9057,7972,5030,2842,692
+,2825,1885,4506,4176,3702,1576,5277,473,1750,7323
+,6814,5095,802,2872,7118,6977,4309,7660,3657,490
+,5331,5476,4741,9781,4234,4908,3529,482,1450,7536
+,7948,8447,631,2845,3927,791,8726,1974,1915,7713
+,3032,2093,8978,9733,5505,2040,8472,3882,7755,6803
+,2189,970,3442,3254,5658,7638,8639,7798,8729,4762
+,6252,4685,4714,4308,3916,6497,9342,8120,2360,7374
+,5307,3799,2198,842,9387,9050,3786,2007,6027,3744
-,6,0,0,0,0,0,0,0,0,0
+,5515,8943,7972,4735,3663,643,7119,68,3708,4961
+,2848,8105,7092,5189,5989,8261,5379,9313,4844,7034
+,7104,8522,5191,8919,3854,5371,8129,1802,213,6934
+,3521,4455,8243,2266,5581,879,4739,8352,1003,3063
+,244,9004,3729,7797,8093,1700,8598,7402,8902,871
+,3732,9471,6855,2372,3245,7106,4107,3326,5720,982
-,516,0,0,0,0,0,0,0,0,0
+,4353,7566,3042,49,4186,7612,4517,9802,9392,3871
+,3227,1465,1741,5343,3892,770,5862,6749,7650,2787
+,236,9970,5096,9493,1466,4806,6419,7007,6819,5461
+,1037,4794,6125,7263,1169,6748,783,5143,6328,4116
+,2389,3085,8351,8763,6052,9682,4847,8179,1489,2647
+,9067,6653,6752,4698,9100,6648,5275,4500,6722,7226
+,8258,9454,4732,4780,9739,8076,7672,1019,5333,4877
+,9844,1047,9238,3438,3262,5541,2098,5850,4035,8988
+,921,4779,5725,8613,4355,9152,2213,2309,1161,2533
+,5591,2945,3247,9958,1960,8900,5317,2118,446,8647
+,6525,6409,6613,4296,6143,878,2012,6592,3807,3834
+,7529,6918,3574,985,5985,3706,2809,4604,1152,9989
+,6854,6675,5834,6200,6896,5430,5731,446,409,2080
+,9329,9882,1058,8309,3918,536,4509,8504,6575,3298
+,2444,7286,4922,4066,6889,986,9494,3025,4961,5868
+,3686,1186,4286,679,3095,6912,9699,8367,3429,5889
+,9906,2093,1082,5521,5772,5899,5411,9198,8419,8811
+,2190,3901,5799,5602,847,1989,69,1900,7258,3706
+,9606,540,6646,8673,7610,9320,1041,8478,4952,794
+,7097,3722,9700,2655,5546,9039,3522,9891,5297,1952
+,732,8210,9266,1858,2558,6486,305,3884,791,1093
+,1092,408,4930,3518,6019,3088,8845,5166,8941,362
+,3436,2910,9745,6739,4739,2357,9661,7720,8663,1589
+,5376,4258,2662,7528,6310,2036,8401,4244,8566,2408
+,5094,4555,2520,3328,5941,297,8322,7906,3313,1560
+,6325,6278,7427,2038,7793,4413,6148,6659,1361,8902
+,826,2070,4084,8380,201,7150,2733,4811,6541,3385
-,463,0,0,0,0,0,0,0,0,0
+,6040,8269,5375,9539,4583,8130,3456,5127,2865,614
+,7173,6777,7700,4171,552,337,3916,9021,5169,8800
+,4798,175,9305,4332,8192,7222,5647,9949,5586,5174
+,3805,7230,3298,648,2239,9144,2758,4961,9653,2828
+,1642,1976,9756,9037,9430,4108,5656,8343,8327,6871
+,9636,3329,3990,6483,8725,5549,6113,1210,8355,3766
+,2076,4251,6675,1072,1340,5852,5565,7697,95,6753
+,3826,9592,9218,1353,7957,2706,5372,7541,4512,8552
+,3066,9677,2812,3030,2768,4897,8289,4381,8428,7477
+,9949,5916,8833,8111,9622,9646,4081,9880,9144,7160
+,7871,8904,4977,1420,6280,482,7698,8628,6760,6928
+,9147,8824,9988,4557,8136,516,7041,5445,716,6417
+,8916,6222,8451,4979,5250,6949,1346,5456,8666,2178
+,1451,4400,2588,9181,7339,8854,4646,1148,3798,5869
+,8529,537,3050,2836,2886,998,6444,9474,4323,2764
+,1902,723,336,117,2952,4342,6020,2456,8941,1885
+,7672,5370,396,1991,2340,8788,5496,1000,7299,8354
+,3658,7054,4619,7448,6851,6450,2411,3138,7402,8110
-,217,0,0,0,0,0,0,0,0,0
+,9829,4018,792,5428,1468,1102,8274,2045,357,3628
+,3529,5335,2958,6067,2451,7354,4829,3091,3657,3097
+,7736,4478,4282,9238,9748,4122,350,6101,4882,9178
+,4590,1831,4993,8271,9364,1639,8661,5253,4550,3089
+,8486,1262,9744,2640,7092,3890,3230,9624,9363,620
+,7778,1960,4176,6286,6562,2758,1305,1560,1750,2932
+,8731,1239,2543,5308,6850,879,494,7644,8512,4374
+,2037,8552,3579,2744,7334,1529,478,1553,7811,5483
+,8214,4908,3057,6991,7000,5730,8498,1089,9478,3869
+,6691,4367,59,6985,8239,7785,4347,6434,7960,9237
-,789,0,0,0,0,0,0,0,0,0
+,2608,6656,9304,9240,1523,8084,8305,2712,434,5311
+,7406,2406,9152,7646,6447,6435,646,6166,6310,4967
+,2143,4269,7673,2729,7654,9342,4180,1299,189,3127
-,777,0,0,0,0,0,0,0,0,0
+,6703,1246,1590,4154,504,240,4432,4423,5595,4006
-,755,0,0,0,0,0,0,0,0,0
+,5393,6264,1247,9909,5415,7388,7417,2707,2298,9404
-,719,0,0,0,0,0,0,0,0,0
+,3199,7814,2264,4340,6478,6061,1161,6388,6537,7204
+,5413,6967,7177,2555,9416,9283,4435,5718,7586,3307
+,1285,8799,3004,6374,726,7757,5138,3401,3874,6547
+,8542,895,1833,2543,5196,4696,2195,2171,8102,7549
+,7175,9057,2459,1708,3607,5174,4540,3319,1576,6937
+,5401,4250,3853,6762,9765,5471,1326,2803,9708,1039
+,4022,1635,7550,4731,533,2945,3151,9642,7865,7157
+,532,4118,8902,7998,898,5472,3133,3660,9669,5686
+,8628,9053,2357,4453,8722,2700,2911,1412,5867,9590
+,8723,1285,7255,1205,9698,1239,6149,7633,1477,4944
+,205,1842,5116,2211,7192,4195,1275,1391,3094,4872
+,1584,8396,6772,2201,1993,3353,1613,3602,4376,4219
+,1259,7736,5677,2354,2366,1489,5118,4021,4067,5862
+,3798,9219,69,1623,8007,9692,2062,6944,9708,3778
+,8108,2681,6256,2672,1499,6292,3350,8577,4107,6542
+,6088,2596,1777,8494,8613,8800,5100,4658,8654,2043
+,4252,2117,1229,5414,1090,6031,2708,6461,4573,891
+,2857,2143,6826,5709,781,8150,2567,1940,9855,2327
+,4655,2585,5851,2992,7987,4802,6903,8325,5589,181
+,4791,4867,5967,2857,8302,5107,8903,4983,5067,398
+,5778,7247,9292,4590,2595,2951,8702,744,4553,366
-,127,0,0,0,0,0,0,0,0,0
+,8089,4193,3676,7335,7304,8247,1091,6950,6491,4556
+,4176,2205,8604,7843,5855,1062,5697,7097,7759,511
+,6477,6388,1400,8752,1176,3322,88,1535,4308,732
+,4814,5454,6836,7017,374,5739,2063,1905,1853,5559
+,8168,1893,3662,9937,7464,618,2336,1406,3268,8246
+,6581,2263,3476,4915,3761,8117,8906,8098,3566,2508
+,11,1759,5511,2202,962,468,3215,2208,7331,6704
+,6890,4297,7460,8885,1926,2360,2816,9203,4783,3542
+,9750,6838,5580,6216,2859,3868,5849,9781,132,578
+,9652,5894,6218,7636,4258,9465,1757,219,6076,9863
+,7468,6292,514,189,3569,4473,6503,1159,3661,6914
+,7495,3863,6055,6287,5521,8579,3024,3217,2801,1591
+,3738,7149,2623,6116,7974,3277,3468,2451,6420,7519
+,5885,9331,2881,3938,2147,4676,8499,476,2561,5209
+,6403,8578,1475,5412,4938,3886,7128,828,3402,9764
+,3336,9353,9759,7050,8553,4467,115,2261,460,1348
+,7710,6239,3641,5563,2458,3065,2344,8742,7003,4251
+,9724,5604,4340,8762,2928,8526,4023,1372,878,9055
+,6367,8333,2235,5424,677,3418,4698,5786,6910,437
+,8380,3756,2552,8001,8410,3276,4660,871,876,4551
+,9465,9994,5739,7432,4008,2852,6123,3573,8358,6258
+,257,1363,3690,3615,6661,7143,3641,2805,5660,9849
-,193,0,0,0,0,0,0,0,0,0
+,150,7537,6392,1960,1333,2095,4719,1689,9237,2560
+,3760,2754,8633,4904,4462,8574,4906,4629,2967,5112
+,3474,4407,1780,258,4466,1400,8621,4509,8580,7366
-,328,0,0,0,0,0,0,0,0,0
+,1864,574,6445,27,6905,8871,6613,364,1586,9034
+,9680,981,8766,4554,2549,5008,9464,2638,7878,7850
-,891,0,0,0,0,0,0,0,0,0
+,7382,3777,5340,4917,7833,7788,1877,6681,5840,6173
+,9716,3787,693,7182,4563,5958,5193,153,4480,8915
+,9491,1544,3458,8072,2120,5538,4623,1152,9283,6366
-,160,0,0,0,0,0,0,0,0,0
+,8412,323,6824,3050,9462,7778,5157,8365,1371,9052
+,3962,8468,3347,66,6549,3443,3468,4959,5760,5923
+,1411,7193,9175,1712,5846,3475,3499,6398,962,179
+,2902,4900,7680,7963,9269,883,6289,7394,8099,6495
+,6543,8490,9580,9284,1136,9815,9617,6609,9661,6282
+,5154,8139,4664,2536,4595,828,6929,2746,1335,3818
+,1404,4574,723,5026,8463,2850,7236,5655,1068,1035
+,9782,9569,6017,884,4275,5043,4820,3319,6276,971
+,3337,3927,5925,2691,8749,2517,7303,1820,9284,1251
+,965,5488,7914,896,7667,9451,1660,5821,9677,5252
+,2090,9570,6018,763,3561,6883,1822,8666,10,7966
+,3984,4638,5165,4882,9326,4506,1419,9777,1206,7481
+,9150,6670,4947,8917,4971,2341,308,8887,898,8855
+,4280,9284,1713,3190,4743,3679,8603,6183,529,4953
+,1701,9552,9682,1301,944,7203,8336,2954,9059,1636
+,7461,3145,368,448,1044,8512,9462,2571,2436,4407
+,8106,4214,982,9566,6292,8074,6874,9773,4776,3153
+,1286,6973,8352,8549,6965,3398,9846,6332,6170,8697
+,6076,8499,8747,8630,5501,5696,6283,5452,6690,4425
+,4840,9026,3091,8805,6488,589,9421,1270,8934,9773
+,7091,5601,6289,208,4877,2465,6521,5831,7831,1387
+,5841,8433,5603,9266,916,6119,1320,8804,2250,4161
+,8295,3989,9744,7068,859,6681,4779,4010,7320,9413
+,9865,3416,4494,7811,5778,61,6542,9521,3115,2580
+,1361,9208,267,7700,8332,1677,2590,6868,2810,3298
-,714,0,0,0,0,0,0,0,0,0
+,7929,2581,6971,1750,1136,8919,7704,642,2477,96
+,4447,5260,150,9288,741,3349,8155,6108,6313,3627
+,2654,9827,8692,119,8041,6896,3519,6490,8686,2070
+,1877,6433,7493,1227,726,3091,3192,8037,1623,4251
+,9268,9111,8425,6445,8152,2999,6669,115,4392,3493
+,3069,3200,4812,3126,169,6165,2578,8173,4116,2992
+,9024,2373,6367,2849,3359,9193,9212,3816,2856,7575
+,9206,1215,4753,1780,9337,9992,3216,9307,6115,5956
+,6451,308,2258,7041,5494,6954,7644,6327,2997,5532
+,5280,5795,5215,5188,9003,4118,5261,891,9399,3926
+,4968,1756,3443,8569,1636,4516,6769,1525,874,2656
+,9156,4239,9117,8436,5937,2439,3672,4508,1636,1496
-,88,0,0,0,0,0,0,0,0,0
+,2506,3644,5000,3540,5319,6330,773,1113,6404,5243
+,9404,2631,759,5793,9443,3205,789,5206,723,6869
+,1533,3411,8891,509,777,8227,3565,8678,7100,1016
+,5247,7654,4097,9417,6791,1794,1377,5569,3368,5950
+,6102,3647,3638,1120,982,8084,7523,5629,35,4516
+,6267,9702,3350,7079,6728,2549,4155,386,6005,5137
+,1602,3038,5855,2632,1776,9959,4316,7481,522,3698
-,979,0,0,0,0,0,0,0,0,0
+,1106,9714,5175,1352,5269,539,8559,1112,7966,9874
+,880,3722,5191,2390,5564,5704,5872,5532,399,2480
+,7057,9596,623,9769,1465,9533,6462,8712,6990,8409
+,6503,9837,5499,2414,9480,68,1933,2987,5050,9712
+,7183,8340,4003,9803,1771,5158,8585,4621,3355,7100
+,1663,2239,4764,9254,6833,502,3739,249,2490,613
+,2411,7366,4264,5569,6589,127,43,7400,843,4481
+,258,3471,5943,6549,8486,218,9306,129,3467,6729
+,4919,492,9933,2027,997,460,4379,6242,7513,5657
+,9470,9400,3546,8420,9115,4598,2478,3967,8788,2131
+,6967,6219,5276,6428,5898,3960,3051,1430,8549,9368
+,4490,6292,9251,7639,4099,1874,8931,6940,1536,1194
+,4593,1792,6044,70,7222,9892,8199,3261,3749,9614
+,9056,7316,6959,4038,9674,6795,6048,9023,8137,9299
+,8342,291,4175,8894,6366,8333,177,5911,7956,3546
+,5800,8450,6052,2339,7178,9819,2858,4738,8280,5953
+,4614,7606,1961,3746,4210,8524,1426,4114,2824,7324
+,2134,4433,9714,1074,3487,6177,3440,396,3236,3739
+,4757,6627,2320,4499,9067,986,7577,4258,2287,5575
+,7600,2818,2874,4211,2159,1380,5733,239,4182,7072
+,4824,4559,4253,25,7609,887,2072,5853,4195,590
+,2625,445,6166,7945,5008,7547,7487,4158,3754,8193
+,3313,5965,4993,3878,5324,5099,5388,8373,7546,9226
+,5484,1226,5867,3053,2775,2720,8516,888,7277,3644
+,8143,839,4024,1215,9497,7756,1841,7329,4759,5060
+,1676,2094,7753,768,2940,120,5087,5472,6791,8642
-,942,0,0,0,0,0,0,0,0,0
+,3890,6917,7101,7172,5272,6048,8040,4588,62,8536
-,775,0,0,0,0,0,0,0,0,0
+,7558,1990,2598,8165,7524,2102,4597,7157,5023,8883
+,1428,4232,3333,1457,1813,3860,2970,1883,7233,9566
+,2824,3705,6651,483,5830,26,4666,2742,9908,6815
+,567,9456,6660,5860,4624,8970,9298,925,5847,985
+,983,7735,1850,3248,5242,6097,5270,8715,2858,548
+,1223,9224,6627,7985,1853,4072,5078,9555,7221,3883
+,3861,8344,919,6031,3179,3345,8987,978,2255,7288
+,2236,9730,7255,7025,3196,9122,1697,6809,3548,3655
+,663,562,4012,8267,4642,1035,4562,2045,5223,4087
+,460,7423,4155,4349,3640,6468,9554,8784,5682,6475
+,7132,7438,9442,4812,1816,9761,3935,2833,2681,2895
+,9337,5518,6515,9917,9059,6333,8752,6597,3315,7834
+,7828,5172,2524,852,4791,5746,5349,1968,6796,3456
+,8757,1713,6705,2094,1177,2366,3230,2977,5050,8630
+,2755,3001,1190,6417,4500,8596,1747,2373,7130,8879
+,968,4870,6620,5196,785,8342,5432,8122,2394,2343
+,8149,1855,2375,8861,4030,3573,8403,6861,6230,1718
+,4924,4909,6806,8969,1031,3233,5511,2396,6662,9164
+,1432,8196,9937,5449,4490,2064,2358,3870,3200,8322
+,5148,3470,2316,811,3590,1400,8937,9017,38,7663
+,4270,5913,8042,3622,346,5350,4386,5533,7330,2660
-,964,0,0,0,0,0,0,0,0,0
+,4152,7205,3979,8535,5121,5425,7687,7080,9265,8998
+,679,2321,3704,5866,8895,7278,4343,7734,3496,6381
+,8430,3216,9210,1862,588,3604,9572,3084,1379,4177
+,8018,9318,2716,8452,628,163,4785,114,3539,2798
+,8764,702,6922,4991,1257,4070,3451,6381,2637,7710
+,1938,3541,2258,1321,9672,8776,1424,4655,1307,8123
+,7000,5151,4852,1329,2800,4225,6426,6136,5702,9777
+,8098,6773,7686,9902,1403,2822,6540,7353,1938,582
+,6904,3677,5144,458,839,7061,2102,4743,1160,2835
+,4413,4425,3105,9838,3063,9262,5171,4951,6898,2788
+,3478,2303,8605,1059,7653,4329,4264,3805,251,3566
+,9540,5625,3495,4881,7100,9606,3061,9589,6700,6712
+,4477,8153,7469,3571,9221,4984,6270,8175,7022,6523
+,777,9971,7311,571,6143,5414,7594,2235,8876,4007
-,359,0,0,0,0,0,0,0,0,0
+,3026,3355,9501,5244,8317,398,6215,2932,9338,6236
+,947,2638,5143,2576,2228,1495,6636,7410,8704,9990
+,6578,1416,8227,8725,2147,995,9312,8206,9347,5806
+,4052,1256,438,9993,2838,3844,7,1961,8801,1530
+,935,2800,79,4604,8138,3974,1269,3356,3103,2959
+,7905,3829,5272,8850,2078,1080,3225,3092,3495,543
+,4797,9788,4154,4145,4152,2703,4908,2908,9936,712
+,7594,9368,676,2222,4416,9046,7687,5496,5529,491
+,5907,4003,3608,4151,7196,3613,9628,9422,9598,925
+,8804,2440,5621,9216,6604,7056,51,6829,3433,1135
+,7688,7764,5565,408,2555,9601,9182,872,364,6523
+,2648,6154,7548,6037,3472,1074,2726,7372,1386,5023
+,694,1013,2895,6726,3086,8610,4366,4558,9821,4257
+,6825,4268,9088,4599,4228,2959,2425,7943,3637,4230
+,8485,2670,2434,8174,4456,9669,2713,4372,846,2536
+,8087,5726,7238,4738,8109,238,5964,1204,1188,1073
+,6288,6478,2960,1560,5619,2285,3962,3017,7357,7074
-,935,0,0,0,0,0,0,0,0,0
+,3044,5743,6988,3875,9205,8783,5170,2108,8810,6731
+,9459,7922,7374,3047,7052,796,933,6893,9890,8080
+,114,4334,5335,2287,5621,3024,4713,2119,8566,7362
+,3230,9245,5161,8613,6694,1394,9638,1786,3556,3652
+,5212,3208,9050,6821,9131,6265,2022,8081,4817,1972
+,1305,2241,4005,5078,8347,960,4199,7105,7395,1439
+,5200,459,3591,7800,492,9851,6236,2334,2271,9626
+,7035,7230,4188,7181,2835,7855,47,406,3818,321
+,9988,6618,6697,2559,5780,8326,4813,3392,5320,6640
+,8070,5644,5438,4936,3088,4680,6255,1697,4833,9905
+,7673,5050,7325,7605,1718,3599,2179,9801,9765,3741
+,9401,710,3870,8707,2860,1350,8535,1907,4220,1211
+,6495,6702,5634,9436,7881,2214,3120,452,3166,5044
+,3642,910,1781,8557,8806,6521,1415,3090,5423,9329
+,7013,4726,3131,912,2958,2005,6226,4086,1001,5482
+,1462,866,7538,1580,7520,3433,1681,2896,6045,9670
+,6003,815,460,6990,3863,1034,7889,477,3150,1910
+,5922,6893,8989,4970,224,1204,7337,5667,8614,3361
-,798,0,0,0,0,0,0,0,0,0
+,9515,7963,340,9704,7888,5819,2449,8959,1544,7106
+,8294,1564,8921,8017,3796,1255,6755,4878,3759,2626
+,7735,3724,3986,377,5225,4781,792,5030,3153,1470
+,8659,2922,5711,5075,4242,2738,3709,9580,8307,497
+,1327,7571,7356,7397,7923,8422,4053,8540,1577,6935
+,1292,2289,1773,6636,4159,1108,46,7054,3064,9885
+,4926,9004,9232,7020,9839,4288,4813,6252,7785,8068
+,5687,5261,7725,8380,6588,8112,8748,2711,9018,6391
+,808,7195,4032,7821,6417,953,8081,1722,9256,8471
+,1715,7654,6569,7663,1746,1620,1347,4551,7111,7803
+,3452,7126,7323,4060,2718,5765,1117,64,1062,4351
+,3224,7679,1730,8013,5662,2264,876,9616,6199,5351
+,8855,4075,2256,1134,1840,7297,3704,4104,2206,6052
-,747,0,0,0,0,0,0,0,0,0
+,6557,518,4021,7518,9313,4591,3791,4594,6173,6121
+,2759,3717,2807,7966,6073,4772,7717,9291,3734,9688
+,1240,8400,6811,4038,9591,9348,9170,5039,7646,6918
+,6456,9259,5438,2111,4792,5519,2525,2653,5562,7572
+,436,4336,1952,3113,313,6133,3428,1687,4439,4641
+,3911,5716,9922,3355,4582,410,7672,7871,4441,7801
+,7788,1236,7613,4900,2042,6110,7998,9171,689,1810
+,165,7680,9487,7474,2225,4210,3603,428,7883,5469
+,1460,822,5722,8594,961,2774,8966,4936,4258,5892
+,5844,553,908,223,7591,9206,2214,3104,1211,2746
+,4488,4091,8399,8226,2932,6015,7323,8677,5685,6381
+,3401,8679,7628,4803,4552,544,1637,914,8079,3260
+,8350,976,8242,4533,9082,1017,7305,1123,2546,9960
+,2735,4003,2487,6766,3552,3104,4715,4046,271,3766
+,972,8499,7576,8999,1804,7389,7177,3155,7335,2454
+,6804,9079,321,2483,5707,2549,7730,1332,4941,3746
+,6523,2188,1878,8250,8433,717,5778,7923,4872,4375
+,8511,7947,5844,3455,443,7870,3953,4455,6790,9580
+,8471,6111,1248,3839,3416,4964,2733,6566,7167,4983
-,335,0,0,0,0,0,0,0,0,0
+,1954,7137,3014,9306,5091,3272,5063,5357,9616,9980
+,3517,1714,8022,5505,3290,6820,4385,9466,5425,7788
+,6993,4196,1576,3994,8103,6253,6212,1345,8452,8360
+,1887,3031,9415,2419,2166,6740,3860,9407,6001,2653
+,9409,7457,7666,9278,5595,7774,1871,511,3863,6725
+,502,882,8055,4271,2768,1449,6443,8746,6506,8762
+,1387,6192,6949,1506,4251,56,8709,6883,8883,7684
+,7292,5569,2650,3591,9496,1921,4343,7997,1327,8476
+,9241,9108,2655,8543,1877,2172,6201,4362,4014,1484
+,4608,7088,5452,4883,7278,5056,3322,8647,882,720
+,4231,7471,9630,2303,2120,4050,2493,3326,4871,4098
+,2765,6088,8001,5032,2647,2016,7658,1615,5485,1949
+,9440,9258,3872,2850,5636,428,433,5885,6594,4985
+,8299,6412,9284,8043,9871,2051,5927,6129,3696,9803
-,654,0,0,0,0,0,0,0,0,0
+,1844,3491,7436,5421,7138,4991,7518,5173,9611,9758
+,7837,3348,5221,8145,179,2024,9819,3215,6615,6041
+,1935,7704,3031,4772,7653,7583,9399,2393,1839,51
+,1761,5802,6113,2924,1949,8881,1339,8426,5853,7852
+,2017,934,9774,6525,849,2332,2902,8499,893,9729
+,5500,3896,3269,4570,9977,7390,124,3794,5676,6276
+,2052,9590,9175,9955,7488,7596,3932,7871,4307,7553
+,3952,1174,6593,9781,9336,3001,6258,2418,622,5445
+,350,9031,5020,2018,6493,1083,8430,748,9346,5439
+,9611,7185,7413,5787,451,1849,5095,4352,6847,7093
+,2262,6388,4404,1258,5347,889,3669,6588,2791,1370
+,8833,2776,2134,5285,8104,8565,7511,2438,1264,8835
+,50,5711,2766,9937,9537,2192,3220,784,3213,9834
+,8946,5793,474,8404,8096,2062,2039,5624,6249,2026
+,872,292,4584,2698,8137,8039,701,1368,942,3452
+,767,7032,7296,9935,7932,2106,2937,6797,5447,3971
+,3236,8025,1391,5908,7826,7394,8105,1911,9416,5542
+,5934,1256,3573,8843,2773,4990,5729,9001,5509,6471
+,3766,9194,3061,2529,9499,1070,2641,769,5647,5085
+,430,2097,5673,1320,7204,5099,5107,276,9766,4773
