OP,A1,A2,A3,A4,A5 
+,6789,4175,15870,18804,13482
+,2043,7538,16845,16141,7431
+,13755,12586,12313,7096,11829
+,13179,4177,6452,18309,1830
+,10872,16975,13830,12830,16557
+,9164,16005,7153,16118,18633
+,19742,8054,2332,6012,8797
+,18899,13892,18760,14038,7025
+,7242,8717,6115,14294,19159
+,1370,19110,5755,8004,18292
+,8189,6747,7096,5861,8238
+,2836,4465,7118,15417,16229
+,12629,12090,5489,15407,14091
+,11803,15578,3876,17484,2606
+,12770,5996,17294,10230,9305
+,15763,12729,1445,19619,13215
+,11380,10869,5120,17057,11055
+,15865,18333,1505,12799,14752
+,114,18224,5440,4284,18449
+,6907,16072,14639,12930,5077
+,19249,4033,16989,12,2384
+,8023,10849,6252,7659,10060
+,7226,19928,9540,3640,5817
+,6376,16858,10823,11123,9029
+,14310,5926,11784,840,14472
+,7930,10444,4800,15917,11873
+,8030,18030,930,7969,1676
+,14183,12628,4625,13687,5684
+,546,7692,6706,12042,5600
+,6325,6902,646,13437,9810
+,12482,5460,14353,7176,19726
+,6635,12132,7594,5037,9316
+,16445,5570,1400,10341,8175
+,15048,8303,18596,15828,363
+,4655,307,18088,9303,6104
+,1491,685,448,7712,19307
+,12301,2272,14758,3533,4365
+,17552,2522,556,582,14544
+,619,2879,18088,19240,7499
+,5079,6796,1482,13436,18638
+,6563,10288,18201,3397,12618
+,7282,19476,4137,18958,2914
+,5203,10396,10705,2557,12686
+,881,628,13394,4291,2954
+,1060,251,600,19422,13406
+,9269,6721,16912,11895,3427
+,3724,3851,9285,5797,5271
+,12566,3845,9119,14289,18015
+,3805,2125,14723,13532,15687
+,7636,936,7567,15563,14515
+,3630,1157,13202,1506,6828
+,19658,6017,16522,7472,1259
+,8752,13903,14742,13348,10120
+,12039,17559,7620,18853,17820
+,4886,15953,3808,11805,12921
+,6714,9055,3253,4969,6509
+,11636,12292,13066,663,4783
+,14027,9799,1530,1765,291
+,800,18712,10049,2348,4602
+,8628,6489,1432,7531,410
+,8885,16095,5079,7507,16531
+,3166,17526,5170,17734,10013
+,15827,18663,16015,17820,16852
+,16560,1188,10250,18102,14236
+,1601,10419,12902,5674,19152
+,13836,17450,13526,6252,6401
+,11376,19665,3745,14680,12490
+,9870,326,744,19410,15900
+,12920,12630,9440,8880,18139
+,1263,9863,604,7883,6560
+,6972,11647,17028,13987,2233
+,12362,15990,13958,16677,14852
+,13375,16324,17322,10459,10991
+,16056,13545,399,2008,4598
+,15979,6059,1399,11034,17818
+,16573,7922,14958,5920,4757
+,1183,12158,14067,5095,757
+,7275,13729,1837,11262,3471
+,14106,6563,17907,15298,19426
+,6847,12362,12552,14009,9354
+,734,1355,18697,7516,7797
+,6743,13778,17050,13982,2663
+,11856,13034,17137,14471,15579
+,17331,3161,4275,1728,12539
+,13891,17876,19253,4383,6041
+,10328,17806,17387,1496,11054
+,6478,11625,9107,14945,6087
+,6353,3324,10580,19528,14320
+,7447,6900,5457,3365,8700
+,12192,3558,3070,355,7316
+,3973,11685,4692,13035,659
+,755,19185,19287,14106,15561
+,12232,13593,19514,13686,9157
+,8898,12406,18153,4420,14427
+,1551,8698,16944,832,10686
+,3168,9190,9566,12517,13335
+,3735,17521,13654,6575,6142
+,7506,12124,7837,6730,5648
+,6466,6988,14065,5762,11050
+,1304,14894,3574,12570,10161
+,15041,6685,320,4504,5206
+,11111,8989,19720,14810,3592
+,2124,19747,10938,1954,19525
+,9118,7511,16902,13549,13497
+,18627,15349,5953,1540,13735
+,7719,7633,11447,14270,11624
+,1158,17298,3607,2620,11150
+,3666,15967,9171,13388,17029
+,8313,766,11922,15130,19274
+,16277,14375,1707,8610,7122
+,12325,5385,5234,1778,5493
+,9300,14615,9772,16269,7999
+,11044,18327,3363,19407,5496
+,4039,19545,7893,8795,17696
+,17761,444,9716,13454,7690
+,2878,16482,8644,7163,1674
+,16748,15827,15217,592,14045
+,18335,5606,8389,18331,10404
+,15038,16152,1709,399,3693
+,17079,13710,18546,19000,16409
+,18153,5416,9874,16561,4496
+,14263,6344,12686,10496,11619
+,13491,13509,11502,7702,16145
+,14468,7369,10309,14674,9965
+,6599,13578,6526,6056,3982
+,7951,18519,11455,8732,17747
+,9515,18562,8615,865,3639
+,5092,11477,5289,19013,11294
+,8408,5971,1113,3312,2080
+,19492,12901,6231,3157,10472
+,11583,14401,4473,11981,6195
+,17286,59,17901,12159,12867
+,12019,3139,4344,5014,6107
+,9166,14630,4533,15761,4658
+,5446,619,16822,2617,11763
+,10533,17187,13590,6264,2992
+,11600,15356,19539,13716,15737
+,15480,7369,18356,5248,16392
+,7807,15806,19468,10042,8969
+,1533,18214,19912,2510,6648
+,19318,7889,2381,8364,8644
+,18654,12849,16608,6247,8822
+,13681,19039,14112,8925,7944
+,2565,9026,3063,18522,9966
+,6816,13891,2575,16251,700
+,11820,15762,280,4542,18065
+,4246,6932,14768,14565,12140
+,17067,7054,15101,19197,19447
+,6919,9016,5752,1756,4153
+,14707,2570,11194,15288,15348
+,16590,9815,12823,6503,14966
+,13416,350,9060,6900,16969
+,6157,4484,15718,2759,8208
+,1644,17541,7826,16711,16572
+,18170,17603,16407,4537,14729
+,10120,10611,3350,942,9982
+,12798,15166,17996,19423,9469
+,1442,19180,10487,10841,14437
+,3211,9044,15223,18717,11701
+,19053,19690,19926,2850,8428
+,9192,12417,292,18182,10961
+,7560,14820,19369,6235,16519
+,14019,2798,271,4681,3707
+,17800,5514,16662,7061,6197
+,6072,17127,16205,15548,18352
+,13826,19506,9493,9298,886
+,17859,5407,15339,1013,6847
+,17467,18832,17357,17254,2429
+,9470,14683,11588,8396,10427
+,458,11679,7549,13160,5351
+,254,6225,7513,1711,7335
+,19058,12396,5583,14712,15651
+,6319,2124,1648,4721,2090
+,18531,10130,19274,9629,14175
+,15718,3965,5272,12417,4076
+,7590,674,15948,9890,7833
+,2369,11246,1160,2837,18613
+,4859,6980,10917,11875,11025
+,10500,615,12519,19756,4537
+,15307,10849,12905,11607,8834
+,8046,7234,11120,16394,8647
+,5879,7830,16089,2903,9251
+,9360,8140,9172,1139,8144
+,8471,12975,9750,13808,2154
+,707,10031,11849,1552,10390
+,5451,9834,14545,2758,11994
+,12902,10447,607,12473,17085
+,10706,11000,3386,19343,9959
+,13714,9140,11760,8717,11786
+,5133,6173,8855,17884,19955
+,532,15853,4531,3259,7605
+,1059,1029,14819,14933,6287
+,6914,2269,7876,10481,637
+,2978,616,3784,17575,7753
+,1678,13764,7480,15905,5937
+,4751,16828,15517,11788,13907
+,860,12902,4032,1561,4613
+,7548,322,2919,17120,14405
+,8671,12530,17001,707,14309
+,12417,15235,14997,11027,5068
+,7965,6609,10690,6808,10568
+,13995,3227,7721,5920,3191
+,18777,7723,5748,2372,2575
+,2503,9347,3657,4379,13332
+,11652,12280,2148,4209,16005
+,13996,8182,8338,12016,18196
+,857,19391,9231,5561,9125
+,16837,9881,19822,9469,442
+,10616,7524,10465,8367,11734
+,7096,19983,2590,16412,9824
+,4392,2473,2706,7380,18921
+,12410,8041,10630,9711,14451
+,8531,4477,6073,4095,18457
+,19207,16860,19011,4334,641
+,6722,16390,14224,16512,4501
+,4143,1703,3695,12154,1791
+,4196,17213,11801,12023,1121
+,1923,8052,10132,2656,3444
+,8932,4453,3075,18338,8853
+,17528,6097,19633,6811,18014
+,8372,13122,16108,1501,1531
+,432,17185,13329,5069,13145
+,11224,15897,12337,9525,6082
+,14878,16813,3258,9795,5523
+,5131,5037,3523,17313,2800
+,414,4503,15248,1089,3532
+,13490,11021,18360,17966,3893
+,10700,11289,8648,4072,8573
+,1487,9365,7077,3462,2424
+,18978,5158,5628,898,19107
+,10134,19707,11672,9668,18226
+,9017,3503,12903,10507,7773
+,8792,6143,17726,3408,12043
+,10045,3505,836,17626,4299
+,4961,5811,2470,6,12519
+,359,14347,5032,19831,17217
+,9121,10552,12492,11647,8721
+,2419,4921,11121,13589,12257
+,1609,8348,12477,13327,9010
+,19588,11065,16001,12989,3520
+,8889,3266,2517,15345,19571
+,9380,12292,7437,14980,2920
+,1353,18447,4947,1954,7222
+,7465,15824,7583,10226,19156
+,2761,6852,6790,19014,3754
+,10209,13168,14827,18959,39
+,15926,19592,8135,3908,9055
+,9605,9419,9155,10210,12424
+,6040,2556,17774,17984,15015
+,3713,54,11595,15333,280
+,11041,15225,10944,19834,6837
+,13069,9971,18305,12407,12996
+,10028,3749,4353,15180,3719
+,5667,6906,19225,4061,7595
+,7662,15190,11563,3797,16013
+,10998,16157,12230,11851,11937
+,953,13183,2450,7002,10833
+,19376,17431,8083,1607,1141
+,867,8787,19737,1055,13177
+,2190,13806,19934,18240,432
+,6184,8441,11519,6679,8966
+,18881,12874,1339,9262,1746
+,18034,10973,18602,12126,9923
+,17491,4083,963,16223,17088
+,5510,5105,4215,3490,16435
+,18214,19299,9210,9060,4114
+,15617,10373,13824,1176,12135
+,11640,8845,8561,13654,4341
+,1155,2943,8361,13046,15062
+,1052,9849,1333,1319,9504
+,12317,15853,9261,13798,2669
+,3674,17657,7220,1890,19064
+,6675,1527,17457,6277,1984
+,3879,19355,1256,15826,19738
+,19664,13297,8287,16623,14933
+,5480,7010,939,63,1324
+,1232,14160,10117,16701,15497
+,12913,19024,18627,17760,8535
+,3165,4222,13989,14017,7013
+,7678,5063,8965,17552,12841
+,2997,17214,15792,5296,12736
+,3887,6643,17252,17503,4090
+,2082,16406,5379,4545,1286
+,17947,523,16120,3338,3604
+,15906,14451,6484,13604,36
+,15004,8336,12434,7513,13095
+,9390,5527,17118,30,3071
+,11713,7495,9081,12159,8274
+,16775,6970,1770,5177,4227
+,17216,13742,10714,12578,3030
+,4311,8766,17902,14969,14176
+,14250,9092,14619,15765,7424
+,17955,5,17457,19329,11015
+,8209,11181,11309,5935,12914
+,11648,2721,3424,6579,8264
+,2539,9363,14623,8172,10494
+,9502,18778,12739,3997,11748
+,19848,14688,11790,3850,9133
+,19209,1796,17194,771,18661
+,4067,6639,11379,12396,8596
+,17221,5583,14525,7523,18346
+,12213,8064,14540,1007,7204
+,932,5189,5560,8118,5865
+,3056,18401,9777,5236,2883
+,10670,14315,6385,19389,16297
+,13703,19166,16102,18838,19951
+,4720,8687,8319,3984,3805
+,2187,16132,16694,2967,19629
+,13517,4840,8141,9634,7791
+,15678,18752,16115,15906,11442
+,14880,1554,1415,4680,10545
+,10795,5576,17735,3920,12638
+,3540,10381,16018,17107,10027
+,2707,17159,7540,8052,1268
+,5550,7643,935,12377,11208
+,14409,15959,13238,16371,19168
+,19272,19037,9480,3119,4548
+,8554,1577,3340,9236,17920
+,7204,13869,2798,5533,5955
+,13510,12467,8528,13022,11254
+,8510,6557,18588,4401,7816
+,15477,16783,7236,1757,6827
+,6170,3713,10309,5639,15002
+,14223,19393,11719,1724,13244
+,11043,16617,3248,5048,3995
+,13181,19548,1558,7862,11460
+,11714,3375,9296,12191,4789
+,4403,1433,12579,10311,7943
+,2246,2093,2581,18910,8648
+,10498,11420,12642,1955,6125
+,4030,7078,15820,16102,12082
+,14254,8523,16872,10398,5319
+,12312,1084,14197,15486,2747
+,277,19314,12392,5456,18191
+,16785,18302,7202,16168,7571
+,9636,3234,9393,14567,16572
+,8836,15352,1489,2826,15105
+,19793,3418,5390,6435,19935
+,18538,16680,647,2107,7776
+,9069,13695,6916,10558,842
+,19546,5863,19318,14713,3976
+,9653,234,13444,7012,15905
+,12341,18894,16612,18822,6593
+,17931,9621,7911,12462,2048
+,15555,7032,16961,16064,11937
+,6562,3325,13098,6522,9569
+,6765,15846,5403,106,11856
+,17591,3039,16156,3654,5320
+,380,4277,13239,12937,15541
+,15828,3377,19084,1251,10330
+,2818,12072,17862,2964,7616
+,8122,9514,200,14337,18066
+,5011,18749,221,15770,16636
+,16932,4861,14704,656,8358
+,19404,11759,9684,17069,5856
+,2873,9085,2913,10755,13676
+,10561,18252,732,17683,6814
+,12199,3946,9127,19338,5079
+,14216,8933,13974,2776,2718
+,3781,51,13123,17075,18677
+,3955,19646,4161,11934,1149
+,2926,18792,16503,19886,16120
+,4852,16730,10161,5905,5689
+,10142,13092,17832,18732,13777
+,17592,4108,12306,16316,8882
+,3364,11102,9134,14633,3770
+,2200,1524,7882,15735,19717
+,11517,1124,8427,6389,10636
+,8767,13747,6989,17416,17990
+,14549,19153,3590,8587,8961
+,14138,16903,10404,19360,12343
+,10623,1592,11672,18549,14525
+,18748,9984,2153,11747,11066
+,3933,19688,7137,4248,18719
+,9688,15949,13539,3723,1760
+,10528,9767,2901,2285,435
+,10504,4323,243,3437,4085
+,5562,18848,19455,19703,2557
+,5813,4408,11383,17571,11252
+,14501,3014,14669,12474,16442
+,9961,13224,1195,1708,6629
+,3937,13639,14808,19737,19967
+,11524,14744,9377,16012,12126
+,618,16974,5743,17063,1371
+,3030,2298,12047,6301,12842
+,7487,15331,6860,14009,1440
+,7428,6940,17650,12994,19245
+,370,19273,10894,5879,5995
+,10476,14194,11405,849,12811
+,18560,18545,18743,2397,18746
+,1139,12500,18706,2511,9710
+,15829,10550,6701,4707,11259
+,3379,10403,4582,15513,17492
+,13079,16175,10796,2623,3335
+,74,14207,15486,10902,12403
+,5827,4907,18064,5768,12367
+,17995,11930,13589,9780,107
+,6513,18945,12350,5389,10022
+,15428,19825,14184,9945,13881
+,5953,1605,3971,12562,5087
+,5756,5707,10910,7379,8085
+,15701,18587,5668,4306,858
+,6312,5784,2382,16179,5980
+,4168,10305,14261,5965,16989
+,15731,3788,7114,804,6709
+,12045,4584,15575,14595,3674
+,19800,8708,19648,8402,19610
+,7423,18153,9482,6749,15193
+,6276,19465,12529,10055,3686
+,11057,19208,8086,1779,6866
+,11490,12025,1871,18895,7272
+,6750,17579,2355,18250,5512
+,9194,1261,1856,6862,3130
+,9476,8498,7483,10744,6825
+,12209,4680,13330,3800,8050
+,15036,2057,12450,12070,19107
+,10592,9126,421,11986,9507
+,6583,17045,16692,5367,18571
+,7854,16200,16499,8907,11681
+,5354,8377,11233,12416,17000
+,16567,19191,19513,13452,2487
+,11077,10136,11533,7699,436
+,10515,17012,10787,5516,889
+,14539,18104,7396,18697,1301
+,12468,12615,410,8668,13820
+,17801,2334,5217,8486,1946
+,9291,18756,13638,9083,15182
+,15513,15940,15843,17468,3724
+,2182,15222,13850,3209,2565
+,3856,17039,7698,15041,8221
+,11411,4022,16663,11197,9373
+,19110,10138,13280,6392,16678
+,669,6273,1549,6031,16287
+,16551,17448,7043,6224,4255
+,6430,2036,12981,15062,19366
+,16165,291,13042,2110,5636
+,13063,3055,5162,136,1508
+,16319,18291,8175,14361,4982
+,7859,18570,5078,9745,12755
+,462,10257,10926,6651,15538
+,19770,18668,11265,17948,5023
+,3174,17113,14210,6614,1286
+,13935,13202,18562,8085,13687
+,6144,13161,11149,1875,2582
+,5693,9362,2260,18693,14284
+,15550,13176,15109,3120,8643
+,774,3388,6332,5209,3985
+,14767,15181,4583,19604,13621
+,6968,1403,12246,13891,5427
+,5608,7875,9142,1274,6904
+,14889,2983,3980,2223,9597
+,16030,12625,1841,8520,10363
+,17284,19865,5775,9039,7993
+,17936,3704,19282,7673,12139
+,9677,17931,2110,5903,6559
+,14300,10182,19601,19652,8215
+,8333,8094,13975,11775,9860
+,8091,14518,777,19467,7287
+,14916,10711,12988,16516,5047
+,18014,14220,11432,14802,1234
+,18455,18622,18858,16667,6079
+,14544,12432,19420,1643,18407
+,17362,16871,4400,7567,19216
+,6089,13213,11629,9261,18145
+,19241,9511,6272,3000,8712
+,15879,17201,6382,1673,9572
+,11,8191,16757,3718,712
+,15412,7057,3356,17046,16230
+,6987,6205,3865,13680,11169
+,4400,5943,16232,983,2966
+,12334,5504,11244,16592,4255
+,8295,2190,5031,18891,16651
+,13680,553,6963,7466,3212
+,11978,14501,17636,14265,8214
+,18197,7937,14076,3793,13092
+,5188,9830,1696,12275,16818
+,13894,17959,10866,14796,3158
+,13028,13584,10082,13922,9628
+,12606,4913,7718,14678,17612
+,12415,17048,14604,16467,19415
+,10443,15118,1584,5149,2295
+,17951,9251,5408,11070,10103
+,6104,17814,16011,4934,10418
+,17194,16167,16828,3166,12119
+,9056,14793,626,591,16477
+,14577,3066,10864,14385,8174
+,18093,16708,1979,1585,8510
+,9846,10357,6103,7733,10004
+,16910,17397,14966,12856,1598
+,15387,8510,18224,6637,1402
+,8629,11542,15395,15843,6282
+,12407,5218,2552,3229,13697
+,12265,19487,8032,18083,12011
+,14912,11063,8582,3581,13102
+,12885,6835,13611,19381,4832
+,4386,5221,3075,12867,1636
+,10375,15785,8505,17504,12374
+,1584,16370,2324,11870,12151
+,16929,1477,17405,3778,18344
+,16732,15749,15045,19950,1699
+,6915,1340,17051,6383,9841
+,7863,4310,19251,10941,18472
+,5372,4449,1975,4059,11841
+,12977,15953,9826,11348,16747
+,13114,12453,17731,2341,1392
+,11584,18743,4209,15034,18519
+,18876,14179,12777,18415,7961
+,18500,738,19492,19840,4243
+,16599,6337,3985,19481,1336
+,5962,16505,3280,16467,5240
+,1274,9253,14947,5475,528
+,8587,3476,3094,19359,924
+,11397,18752,16336,7241,4609
+,3148,12982,11161,3709,12791
+,9480,18442,973,12219,9908
+,16498,3634,14652,14383,14704
+,584,14596,719,2101,101
+,5472,370,9156,8038,16930
+,4473,7159,13911,11494,812
+,4578,9982,5736,18322,19711
+,12333,10914,13798,12747,1010
+,3506,111,14828,14049,4334
+,15264,15570,18480,17307,9502
+,7187,14264,14912,923,12636
+,13096,11965,17948,6471,9720
+,4155,4286,16765,2146,4166
+,1120,18074,1530,12187,16226
+,9165,12092,4638,2782,12523
+,4631,19975,3490,13466,4737
+,14596,3277,4490,9300,10313
+,7503,5303,19042,2219,4642
+,18617,4525,10890,9520,3704
+,115,13832,17944,9829,11215
+,18824,11931,8870,5243,13858
+,14407,19391,5864,960,7539
+,13903,16678,381,14004,915
+,13722,12525,15904,1946,743
+,19149,10699,1319,19509,6790
+,17643,7127,18915,6504,10012
+,14007,19210,13816,11371,18603
+,19410,7579,15260,3066,11353
+,1749,2905,1305,12163,517
+,10981,6200,18212,173,4778
+,12006,5142,9650,18833,3106
+,10119,16468,3461,19302,9849
+,5674,16133,17492,6930,9294
+,16258,11210,16713,4193,3313
+,15996,2023,14394,9820,16580
+,7607,14778,8270,6011,15111
+,13269,9477,11709,6887,14552
+,358,4099,8990,15956,12924
+,18727,719,3471,13295,19727
+,12041,12609,3038,13089,2765
+,8512,11379,5111,11637,16307
+,3466,12196,3624,16988,275
+,17232,2774,8040,1821,9423
+,16043,1764,15702,13309,17371
+,6225,2697,5869,447,1776
+,2212,8090,18224,15946,12252
+,16417,18768,19298,3573,1436
+,18529,14327,11717,17550,4398
+,5742,7679,9024,15266,8952
+,19132,6268,2549,7631,15353
+,8902,19673,19396,4325,19338
+,14003,10629,4345,17712,10557
+,16388,11575,13806,2931,3991
+,19756,3844,14804,18558,10263
+,16306,2084,17835,4946,11316
+,893,4850,6130,16699,9311
+,16181,11727,10364,15109,7966
+,3086,6622,18797,8202,12617
+,1039,7082,7582,5540,1261
+,917,1463,10886,11172,437
+,19323,7915,7351,329,5065
+,2243,19841,18690,1334,17135
+,18866,18549,14365,2371,5458
+,19542,1043,11359,10627,11816
+,5660,16887,8057,7331,9061
+,13039,10588,4867,12827,11240
+,8111,6496,6887,3207,9935
+,13598,3651,11250,11022,8746
+,18921,505,7221,11926,4796
+,3905,4165,15497,10650,13998
+,2786,19608,19993,2622,18775
+,2282,12584,1998,7131,12953
+,1937,4654,9829,18530,4824
+,5636,5479,9569,9885,13461
+,8346,131,8176,4560,10520
+,11597,8017,2226,15921,5720
+,7101,1859,15467,14610,19981
+,6506,5392,7802,6202,4826
+,11408,9416,13633,14599,7297
+,10416,13808,1130,8339,7827
+,10783,7479,2475,593,7263
+,7104,7739,1632,6691,10290
+,1134,16106,12412,6861,7124
+,16791,2937,3859,1465,729
+,17820,4681,11556,8021,15541
+,3562,6083,6945,2364,16638
+,8711,2471,3095,8730,1123
+,9258,1856,407,9229,18758
+,13428,15104,16241,604,17152
+,5155,5490,17332,15451,9111
+,6329,13771,8896,5606,4646
+,9298,18908,39,4999,5189
+,8834,4915,11712,10762,12392
+,13177,14328,4635,1458,675
+,13968,5846,11892,2532,3185
+,12100,17107,15144,17804,9168
+,8015,15153,9074,19289,10506
+,14071,60,1077,17743,5200
+,4959,9818,772,14642,19410
+,4715,10136,8654,19057,6361
+,8068,16019,15414,13866,15702
+,5575,19972,6748,15236,15516
+,525,19982,327,1119,7028
+,4377,1640,7510,58,6779
+,21,18203,8217,11754,2878
+,9249,17161,66,8483,108
+,16121,6612,778,1129,13369
+,1684,9096,5667,1391,12352
+,5014,16748,1949,16819,12470
+,18110,6369,19181,2972,3845
+,6813,6019,890,9578,11161
+,12174,19717,16075,12597,7018
+,18408,19596,3888,10734,15537
+,156,16967,15073,5145,18281
+,14967,16766,3269,10292,4065
+,13280,9165,17861,18888,19426
+,17615,6993,7964,2469,14148
+,10634,2155,18733,13639,10752
+,19074,16201,602,4729,11936
+,17632,548,1903,10030,1357
+,2922,9600,4899,8734,7676
+,15974,11300,18083,6230,2244
+,13160,7945,17216,14591,2368
+,17971,1498,2079,835,19437
+,19765,13117,19278,13095,17103
+,7475,14271,1090,18891,3473
+,10013,5569,19969,4537,14297
+,3210,446,3754,19599,7650
+,12656,19587,9412,4007,2575
+,8223,8534,1448,9380,11980
+,12690,5173,5246,18548,16198
+,11661,4043,4056,12334,13672
+,11029,19837,16448,19866,610
+,8439,14002,15779,1727,15988
+,2985,3399,8160,1689,3510
+,16669,15421,14862,17418,9683
+,5233,18334,10919,1936,9702
+,11000,2009,1282,4023,3554
+,695,18826,3352,13251,16313
+,2702,12882,18378,6722,12427
+,7402,12774,9719,19125,15256
+,4463,7736,12248,9514,3659
+,19819,10487,10002,7485,18953
+,9557,10747,10566,16413,1088
+,16568,17021,6280,9288,9633
+,7406,19385,13878,5517,13872
+,1779,6700,15178,924,9879
+,11802,2471,2167,2442,2413
+,11568,7723,6991,1181,10330
+,15054,18322,4428,1107,7236
+,19988,1705,18260,10037,5747
+,6872,16535,10431,14545,19782
+,16041,11496,3780,9851,13237
+,6851,6989,13635,17325,6403
+,15812,3373,3572,18619,7544
+,11267,14061,12434,6724,12049
+,6835,17491,18524,15505,6282
+,8287,2840,6967,18630,3094
+,8464,4615,16859,8587,3390
+,12110,12417,1551,6475,16702
+,3003,8267,10027,3027,6781
+,11741,4007,16002,4828,16976
+,17407,16112,6897,12964,5564
+,16971,8152,16000,6277,9502
+,7908,12826,8968,11365,11926
+,3614,7656,9085,13019,1508
+,6343,5787,4215,4218,4586
+,13235,6838,16903,17670,18273
+,7868,205,15153,12691,17693
+,12556,8417,6986,12501,375
+,17691,17234,12657,6566,8330
+,1216,14540,8678,7431,4912
+,3961,4559,8836,15839,13339
+,8440,19717,18847,14548,11112
+,18171,19706,6044,12908,5856
+,15208,15556,13984,7983,8195
+,447,17523,15964,96,17802
+,2561,14386,7077,1525,15988
+,4437,9563,14163,14745,17279
+,19028,1202,14023,4412,17202
+,1751,3328,2537,12127,9153
+,4306,18920,9816,19984,4794
+,20,5057,12457,17136,5009
+,3058,14983,10356,19177,12711
+,2338,3628,4390,7342,10580
+,12933,5663,2213,3780,17632
+,11048,8551,12797,9052,7889
+,12900,15164,7526,3396,3776
+,8309,1759,39,2790,15934
+,3553,16845,7435,5671,8598
+,15068,16521,11377,13386,7432
+,18445,11206,15548,1690,15917
+,5183,7076,10770,18068,11735
+,19227,12984,12555,1785,14892
+,12057,16618,7392,3110,12062
+,13689,10107,19711,6142,8621
+,145,9214,18179,1089,7848
+,8900,11388,11713,4638,12007
+,12532,5372,19475,12195,19172
+,6167,18763,5,13885,17149
+,19627,11619,10086,12755,12183
+,1992,1201,2155,565,11128
+,15616,2440,15036,1298,631
+,5696,2483,826,5660,19065
+,14022,18534,5024,3073,19222
+,8164,8069,7569,19444,337
+,19956,9382,4016,14424,14416
+,10023,3766,641,11436,14493
+,3227,18987,13157,2760,15024
+,13497,15790,7767,18566,6219
+,19423,4049,18257,2977,6812
+,15712,17740,4276,18088,13405
+,6747,19164,18895,18611,8508
+,4456,1635,5540,5665,18984
+,6458,10420,14026,17204,7339
+,5922,3361,1467,5922,202
+,8896,3188,4630,4173,13795
+,16330,16406,11585,1135,15309
+,10333,19241,10520,19053,14769
+,8532,11805,7652,18183,4380
+,5399,17069,18682,3382,7036
+,12953,12423,3776,185,4216
+,7571,16777,19116,2435,19941
+,14868,4728,19819,3394,11917
+,7174,11368,18363,7301,14074
+,6197,19023,10700,3797,9961
+,17002,5474,8552,14020,10976
+,86,4960,4942,3406,16399
+,19640,18306,15677,2817,2077
+,9845,5851,3011,5183,11195
+,14648,10024,8208,19142,15313
+,17619,2287,265,8257,16498
+,6840,17393,17460,8791,13689
+,16006,10450,11634,17158,2405
+,1416,15780,15889,11648,17242
+,6586,18906,7659,12453,235
+,975,16557,8749,12264,12497
+,783,4616,17851,14801,1722
+,17426,10107,14347,4123,18868
+,19444,7853,3023,221,9382
+,12058,10807,2546,12672,6222
+,988,9641,13988,2536,15959
+,5067,3519,1280,8134,4020
+,5662,6424,8075,19031,12301
+,10865,8379,6371,12350,17064
+,268,18448,15880,10817,16867
+,5039,2887,16269,2441,1037
+,16491,18692,3149,6028,9264
+,19965,16353,9020,5864,9493
+,19696,4140,7142,11302,15022
+,8689,11923,5157,16804,17123
+,12626,9467,8148,3500,16175
+,13183,16921,11732,3925,19430
+,11914,12147,10204,12744,2320
+,2717,5650,16418,11835,7551
+,17906,12496,5979,3456,10356
+,18106,7082,11879,9344,3990
+,14440,3432,19653,15732,14093
+,10693,3983,5092,6066,6279
+,12429,11345,16201,12034,222
+,17695,2346,5397,17173,4126
+,15170,11052,11395,14631,127
+,18012,10604,12395,13831,8728
+,15901,3206,10471,1694,838
+,6202,16192,1206,9648,12546
+,10775,11693,4891,962,564
+,3462,5253,10014,1742,10786
+,4225,10817,796,14026,4357
+,15857,3054,3173,14784,17454
+,7515,2896,449,11610,18104
+,14507,6911,7679,2186,6382
+,14094,5414,14519,12300,11394
+,7393,18577,9466,9267,18162
+,4608,8238,6113,3459,17712
+,18929,3856,14075,3231,10707
+,11486,18148,3134,10283,16535
+,9779,14585,8345,11799,15172
+,6699,2013,7087,4192,9864
+,14885,9734,11801,11830,17009
+,5036,2251,1494,14653,15832
+,15376,14136,11461,5320,11833
+,14018,4339,10437,8904,4101
+,10310,10302,18222,8971,17306
+,15637,4182,18040,1224,6178
+,13339,19705,2061,2114,18126
+,9945,1749,1008,9214,5044
+,6716,11707,14069,11079,6016
+,12203,2807,974,16204,625
+,7058,8460,15464,16194,17058
+,1480,498,8692,6281,16828
+,9768,2628,14431,7507,121
+,4461,10053,14919,8679,14336
+,13476,11658,13295,10496,7393
+,2071,4877,756,18573,7825
+,14092,2820,11322,19915,400
+,16363,13061,13896,11949,16162
+,7797,13802,9068,14972,4412
+,2690,18960,14143,16298,10738
+,6795,17962,18863,7120,10570
+,8684,12972,14961,14922,3145
+,4177,19070,19077,3716,4632
+,19507,8873,18604,12285,12631
+,2599,13799,19126,3112,15170
+,18709,3651,14686,4131,6510
+,16728,5148,14347,4495,12847
+,16035,3218,4124,7487,4319
+,13898,12608,4566,3677,10494
+,14032,6930,12174,4709,13729
+,8057,3039,10367,1059,12642
+,13716,1088,19661,997,19730
+,5146,18778,6184,8359,9072
+,7278,11991,1378,3534,3721
+,18088,15779,2826,556,7988
+,8344,8102,2293,19951,16661
+,7688,10244,9340,17198,1198
+,17926,17716,9903,16199,4133
+,18308,5181,10729,11556,17066
+,15194,18758,12693,18761,10545
+,7073,15951,4202,11131,17022
+,7375,18877,19287,1396,12738
+,9941,698,15432,13505,18265
