OP,A1,A2,A3,A4,A5 
+,28408,22108,29766,34454,8162
+,29598,4753,49,1382,62
+,29738,13232,39754,36904,2913
+,12677,38680,33580,33219,33566
+,32166,18518,35625,9931,44417
+,44016,39111,43809,15895,44181
+,9834,42512,11109,15272,30865
+,22496,13519,42083,13878,1799
+,27849,34869,47328,7385,12195
+,26098,6347,32197,48936,39861
+,37924,13703,30907,42936,36903
+,36539,42570,39269,48360,37046
+,32359,10874,21230,48374,40929
+,31007,45382,45642,32859,40758
+,486,49448,2122,6661,35125
+,43962,25760,32945,10026,16261
+,9236,13432,9330,29330,36491
+,13523,14302,38760,17975,35092
+,34246,32498,49233,5949,16230
+,43152,9185,25751,15429,12961
+,22567,1003,31421,10264,31089
+,12633,2728,36279,7868,6782
+,16037,11431,49533,8834,39860
+,1153,22641,33091,37742,2921
+,31493,8505,32433,20256,40450
+,12720,12070,34183,23371,12435
+,22443,33385,15304,45239,38683
+,4810,30160,33542,28921,40485
+,18926,5341,39812,7104,33636
+,15216,26452,15805,46072,21459
+,45271,11810,709,23401,17874
+,33393,12327,26091,33929,14641
+,34755,19551,49588,30255,42159
+,39320,29813,2791,18202,8931
+,17385,39994,5892,26307,46388
+,45752,21216,19907,22144,49579
+,2646,43014,6644,13048,21111
+,15301,24979,38703,21376,22426
+,40539,37516,15200,7354,29745
+,6195,10359,45078,24730,39028
+,3862,25838,18367,17683,2558
+,32610,40271,20383,14208,23785
+,34949,40456,12238,32159,15539
+,39945,15362,11506,12443,24259
+,262,23052,29794,34258,5030
+,30562,9179,4007,21496,11604
+,18490,41297,4759,9314,3267
+,38321,48971,41039,506,46066
+,41921,31821,45534,11639,8523
+,29621,13767,32578,16268,20000
+,26144,3314,30752,4448,46891
+,27159,47441,31908,2597,3330
+,43086,3407,13210,21943,40086
+,48007,39598,34975,44593,33456
+,15983,38027,43408,30089,28310
+,48464,27331,39634,26327,2948
+,1082,9730,28008,41789,12629
+,32,10588,42815,45050,23603
+,11397,1375,25688,28259,37807
+,37721,31761,10094,29763,28466
+,17124,48983,19376,33269,14310
+,20228,13146,15278,2275,18779
+,11183,9240,19757,47216,7403
+,22731,39416,23631,16183,43734
+,34193,49216,33334,18901,39588
+,14961,24287,46959,42565,4750
+,22565,35995,42822,4819,10397
+,16271,48112,48617,47599,40132
+,42229,29064,26970,12520,25529
+,15845,3588,29060,46286,6682
+,13637,11673,8747,39295,22007
+,21388,39646,2779,7352,20655
+,14886,27994,36129,11200,17280
+,48488,8019,11028,47629,38037
+,23201,39478,28364,4914,6921
+,38646,2218,27296,43266,11167
+,15425,28178,42421,13082,12618
+,31480,20251,34116,27143,35357
+,607,7307,4148,37791,33231
+,34874,29243,17222,5828,25369
+,44334,6789,11427,15441,31945
+,3805,27843,45712,44157,35797
+,34715,10151,1823,22701,28160
+,2717,47445,48522,5353,8833
+,36810,44652,15945,15556,24911
+,37465,3481,30296,9466,1991
+,29570,2358,5127,2551,22959
+,48042,38750,12230,37039,14102
+,16183,38233,32317,42571,20064
+,7478,32214,23748,28871,21265
+,24413,41419,25579,17179,32457
+,7382,13604,35633,15360,8678
+,30909,20487,36088,8603,13964
+,16409,17271,32380,38580,27215
+,21173,31289,30516,24069,6485
+,1631,41968,12969,6126,7137
+,41412,24424,35926,18132,9479
+,6135,15840,6423,4614,39947
+,25861,25689,46898,35869,22704
+,38138,30353,20446,21834,2425
+,9133,7848,31399,47134,35498
+,11675,42119,29807,39742,9162
+,37340,43517,11012,34728,14498
+,23743,5752,34597,38537,8360
+,27744,15200,18638,10571,22259
+,14389,21870,9132,42960,38818
+,28461,20230,24746,14182,37859
+,23832,41708,13343,33119,43046
+,39329,38380,21368,28374,14014
+,42657,25567,12997,21401,31435
+,34375,38441,5754,29058,42041
+,32910,21233,207,49120,14649
+,17166,32777,26902,32515,14350
+,29124,20087,47423,4944,43432
+,16091,26221,38014,26718,39151
+,20628,39138,26248,30748,42366
+,9867,30709,33757,1975,959
+,43260,17304,23953,43688,43635
+,38659,22010,8872,18786,22125
+,17463,25535,5863,29141,23319
+,45248,33282,30455,46280,49512
+,43028,23742,46985,22570,2576
+,32609,3244,46729,31084,32573
+,33875,7932,21180,15146,44158
+,28958,49933,47829,881,31097
+,40151,48177,9887,7641,27386
+,24586,43393,970,8165,17705
+,24395,35555,14804,12164,44446
+,41106,48167,11174,16954,40316
+,16781,49040,46620,27164,9547
+,28060,37661,27401,36760,22117
+,10383,7328,7126,45382,47467
+,42443,20465,40799,7638,30958
+,29702,33029,49686,17541,39668
+,6289,310,43492,1488,47244
+,20865,12052,12836,2331,30269
+,18740,32350,16640,8586,13626
+,15097,46708,43868,39097,10583
+,37601,24989,48519,2449,35353
+,29445,8397,4628,9573,11450
+,10475,5962,43791,42449,3939
+,32879,47927,3856,24713,29714
+,13960,43110,30456,43355,21765
+,10083,11915,32898,8910,15007
+,39014,5938,11952,45967,47315
+,38390,11210,19407,18431,49295
+,38532,28394,46003,24543,14831
+,37883,4884,5094,30518,1293
+,30843,47267,12024,15012,27206
+,13141,33011,29374,2972,2832
+,43293,1088,10650,14519,35967
+,1086,27214,35043,14239,1425
+,23568,5296,13191,36727,22872
+,9828,31351,36522,19217,38627
+,17235,27430,29882,27979,36680
+,6237,10256,10681,19292,20412
+,37460,13535,9270,27480,23163
+,10837,31326,34528,18891,46953
+,13807,38029,28907,26233,12740
+,41404,9656,8997,3944,33227
+,19576,33520,22073,24248,35597
+,38807,37367,49974,39360,18478
+,37784,33523,2405,34505,14463
+,43177,44890,46749,6835,42266
+,42251,7878,21247,31259,15803
+,37817,43008,46286,9613,1744
+,25612,6425,17565,18841,45814
+,11428,2447,17110,23437,36621
+,18968,8701,14574,26399,15788
+,46760,18375,42444,45781,24209
+,15217,19232,49347,30642,21628
+,25147,4725,23839,44727,36434
+,11622,33775,21742,27249,651
+,45523,24180,21923,7430,7505
+,1289,11013,33987,26988,37446
+,18377,1220,9891,11134,9526
+,8700,26124,49054,42212,2178
+,37037,23790,6442,3387,24410
+,36442,36470,35139,28115,22371
+,3001,20548,9165,4262,3553
+,46122,38533,39487,1507,12746
+,39237,29715,39287,24144,11922
+,1493,39959,39887,4950,42292
+,40209,31688,31333,45931,31357
+,37593,27586,47859,1551,4145
+,3506,5328,47690,543,792
+,34702,35082,2556,13010,2383
+,41419,39815,17946,35308,31519
+,34490,31795,7510,43937,39111
+,27004,34150,47157,24288,28176
+,21257,35567,40839,29659,20370
+,7702,20379,17570,10307,36956
+,49442,23401,44406,5679,31828
+,26008,1276,27843,21591,46237
+,23266,2601,5227,20134,23395
+,14249,16397,49462,9987,22004
+,21460,46247,44124,25331,39435
+,40409,25332,43240,41490,12465
+,26952,41568,44419,18605,35730
+,34813,18943,1218,44070,34469
+,1108,10353,19001,8092,35306
+,41701,1863,7388,15317,6982
+,30773,15597,14038,20068,22046
+,12721,33871,14615,46886,12121
+,18786,27498,22072,15912,17870
+,3589,3182,43444,15294,48090
+,22870,10115,2345,7902,17103
+,41391,14880,387,29055,25877
+,13010,28718,31619,38318,12760
+,25742,22589,36339,21345,27679
+,40952,15333,3711,36257,8340
+,910,31777,6490,24271,7746
+,26745,40257,31857,17335,20756
+,24281,43775,40445,21969,36298
+,28457,2111,44932,44984,18872
+,29582,30668,41178,33335,36228
+,42100,25744,1251,4232,23265
+,14177,17568,20206,2783,32720
+,28258,29859,18428,43596,12389
+,41554,21908,19720,17660,49878
+,42637,41604,20878,28498,44026
+,46884,36923,11811,26501,49210
+,16896,37094,44038,21498,13801
+,24909,26014,9969,5361,14858
+,10871,29808,18354,26984,19639
+,37898,9847,2371,30519,32480
+,3566,45451,8932,48033,32059
+,40463,49286,15869,37222,25126
+,28597,22828,35597,29384,15961
+,38789,47242,944,32320,2962
+,35894,40492,29775,8513,41316
+,29464,3632,34333,28369,47068
+,34736,9751,46020,24317,23860
+,1561,8572,6086,27691,32548
+,12229,2463,19900,18746,5561
+,7010,48097,27157,6522,47563
+,4020,38142,24467,23535,31063
+,24387,39354,21425,14211,41932
+,24308,34279,47200,47714,3048
+,17334,47870,9360,40343,36769
+,39533,45220,10101,6261,18589
+,21150,15914,38405,49837,14522
+,14566,6125,18295,24194,30899
+,31111,37645,14757,21582,10539
+,31327,10490,35688,30054,38781
+,1155,7619,46294,21372,1484
+,34000,36765,1919,631,22700
+,13880,28541,17531,378,27049
+,28698,4742,25654,3881,9493
+,10048,35123,44136,28092,7915
+,41547,41275,33982,16474,30632
+,35608,25271,9059,8446,35235
+,42732,35231,49145,24711,43824
+,10055,12323,36282,7464,20279
+,45119,35224,22208,12205,10797
+,16441,8483,28200,41782,13318
+,7576,27351,11512,39379,28146
+,32738,614,42358,36663,42694
+,9282,16246,45290,51,35469
+,18584,4205,4772,18227,14238
+,46481,22497,28605,46634,27943
+,14841,12003,25514,48123,33885
+,34280,33008,20523,24264,49035
+,36287,43238,13293,31063,7277
+,47104,11581,34152,3187,17244
+,11468,36725,11121,39970,29409
+,29443,49357,3976,39763,30122
+,43003,2293,10018,21044,9491
+,3461,33347,41074,1218,42412
+,38223,38988,18656,5883,24433
+,29217,9268,19909,22239,8226
+,10385,33887,43203,28123,25429
+,49967,30712,21280,2853,10671
+,45799,21166,44383,30149,28038
+,47959,27229,7899,33335,14649
+,19199,26658,22743,16689,19781
+,31942,33650,24025,46077,44743
+,19876,39385,27027,10951,36667
+,38234,4718,31474,10045,27131
+,35142,43225,20043,43103,17630
+,45237,28333,47151,6358,1422
+,26063,39439,34295,5340,18390
+,45979,1826,19316,558,40745
+,20553,28330,13131,20320,24996
+,9921,35439,38059,31393,31108
+,33092,40175,25489,46896,3983
+,25122,33115,15356,46118,5191
+,27067,5234,7310,36698,15088
+,36086,9941,30113,33537,17074
+,26660,41999,40395,29912,15884
+,34894,5567,42075,24840,16654
+,17408,8151,12575,15952,8843
+,14202,14730,18187,10372,26465
+,39542,18619,28489,11596,1771
+,41471,20329,49949,39134,23676
+,28567,42133,10137,8005,18203
+,48186,27407,41238,46152,36840
+,17054,44163,16020,37546,18842
+,42153,39679,43632,22210,964
+,29336,21591,28024,19488,42754
+,2570,36937,12481,29940,41483
+,40878,31337,11413,26313,4571
+,46658,14067,1044,21194,19433
+,46828,46673,5113,49612,16154
+,37257,37587,45858,37034,10247
+,11271,46122,6833,45723,39016
+,43278,13308,10030,6118,19885
+,48681,35418,17529,29029,12863
+,10404,2183,24779,42793,32769
+,14528,24171,4501,36069,35198
+,23790,8073,35626,30561,40046
+,36421,37901,45884,20870,21373
+,8491,14569,8640,19454,20
+,4473,7746,7655,21901,46384
+,47269,31733,30709,34007,36695
+,8376,23854,37850,1407,39583
+,37899,36979,21309,43758,26622
+,16869,22534,45573,40877,21643
+,47741,11207,25642,9165,20144
+,4369,20787,35368,25787,26865
+,37057,10137,21979,25398,42806
+,11143,6350,3270,14575,16186
+,11,14131,44162,22603,25691
+,49161,36393,40960,33095,31248
+,45520,10094,34094,16382,13674
+,37343,10989,26456,6044,11332
+,6862,45805,3328,13164,2365
+,580,34758,18989,4885,18838
+,26516,26375,30178,34529,680
+,33274,4039,48952,6733,17004
+,25408,23459,46188,8465,475
+,24903,2606,37811,12020,5810
+,9099,48277,35858,49436,22637
+,20004,2934,6871,29654,35757
+,25379,45473,3006,48276,24450
+,13751,7131,1051,13163,44973
+,19675,6433,15060,22950,10107
+,26009,5299,7637,45401,32610
+,10995,25009,40343,27754,19688
+,32993,33700,25817,46110,22710
+,21356,7636,36633,29492,38494
+,20155,14043,16980,23590,45698
+,13261,41057,8140,27559,22600
+,31229,13450,6247,28724,8002
+,48925,32900,4337,26040,37516
+,13957,4284,33869,1025,2934
+,27213,41301,37202,9860,360
+,18429,32182,49359,13161,32150
+,7851,42938,20768,48960,21572
+,21048,9346,12364,8766,18866
+,25630,3345,40616,7110,49608
+,4929,9905,23575,34324,3293
+,12887,2904,44282,5019,40725
+,37840,27547,39367,6115,23343
+,46262,23182,46424,36890,9667
+,16523,8129,5137,47017,26163
+,44942,33765,4760,6468,8531
+,44035,17096,34924,1078,32152
+,8366,46585,12873,22182,44946
+,22847,27302,44976,41240,22086
+,18363,34217,11591,24297,19554
+,23321,50,9076,31336,36989
+,10413,38866,10258,45661,29058
+,45522,34028,29866,40697,20864
+,32453,9325,20405,26101,37980
+,41778,21315,37362,37031,35440
+,48247,15993,21020,19161,37913
+,2237,40625,37777,26862,27888
+,1660,43928,11469,22800,41223
+,18231,45538,33422,25938,33110
+,47448,21373,41285,49815,24481
+,7370,42814,41940,10765,2924
+,42007,15952,17299,47389,21627
+,7047,7898,11269,42973,3819
+,11905,6258,10822,7467,35373
+,1290,31779,7955,20452,44849
+,19033,20743,20220,25943,7158
+,8413,3021,26494,34808,6992
+,28884,1227,26861,9587,10750
+,32812,23379,43855,10418,14072
+,1433,9438,280,13739,21129
+,49873,13952,4626,27526,28075
+,30757,30676,9505,3135,28719
+,12357,11507,1133,12609,3591
+,155,4277,33973,6718,49012
+,6068,49213,370,37550,12180
+,6604,41188,27852,33269,47221
+,19378,26792,34719,1641,41939
+,15145,36344,15386,37057,25913
+,37208,34403,28132,31814,19480
+,21433,31820,41046,43477,20626
+,49968,34681,24491,18827,39625
+,41108,6228,27423,38690,40727
+,32111,42061,31776,44570,30644
+,38932,22670,25718,36344,8394
+,5229,44918,652,35101,22630
+,10418,17603,48571,42416,562
+,26729,32411,30819,6309,19657
+,38005,36450,32102,35315,40929
+,49115,23650,38343,7505,12909
+,37805,30123,31910,25598,37606
+,26514,27338,12855,42359,13455
+,12494,13712,42965,29277,35547
+,20638,42281,33824,24363,22119
+,28499,3601,48651,31614,20711
+,44437,12473,7086,198,28263
+,14327,4226,30117,19563,6659
+,10640,16033,24958,41792,22551
+,16380,16517,40191,14835,45912
+,14504,24109,4038,19008,26020
+,18844,16601,34322,13480,48375
+,24188,8847,42157,11641,48323
+,14297,16202,32253,33626,31878
+,35318,9704,23103,27737,28803
+,5196,46196,42179,34828,33210
+,20058,36057,956,9624,45476
+,22444,35261,13032,44365,29005
+,45663,37815,24979,35705,5057
+,38519,49393,12673,9060,37322
+,1148,38004,40411,1596,32466
+,17101,1511,27406,43802,42647
+,7424,13503,14239,31389,27567
+,2857,43066,20476,18602,11378
+,13079,36121,41354,32826,20781
+,3950,944,32335,35678,47288
+,14785,46497,17077,32913,28959
+,17127,25438,30201,8254,10080
+,32416,30771,35452,32767,18602
+,879,37348,33377,44179,46874
+,38074,15708,9194,47492,24141
+,37431,18326,18051,35136,35317
+,35891,5011,32678,27602,37117
+,24093,16470,36089,42980,5593
+,42492,30265,47196,17263,11824
+,809,11695,13169,17640,19852
+,44027,28943,29019,7251,10121
+,45668,38772,30543,35986,47191
+,42999,30105,38792,24045,44151
+,19608,15605,26222,41653,19013
+,18749,13695,22343,16203,19264
+,47684,28627,30622,45273,19435
+,5582,48617,49511,32933,35116
+,42892,16435,16351,29750,24900
+,21723,34083,25695,12823,27130
+,33398,22194,5781,27366,8181
+,17760,36871,11764,45558,35449
+,25834,13444,10245,28718,14491
+,43179,27892,30397,11864,7880
+,38694,272,3541,20491,25834
+,36407,1768,6001,14611,17928
+,17579,8964,49376,34500,36131
+,40133,43904,25516,5677,8200
+,29207,45449,34800,36232,2334
+,1204,45898,41252,19324,2143
+,22578,26244,11774,31166,23732
+,42090,39041,37678,34576,8195
+,15307,38250,40770,49200,45099
+,42523,10450,16384,18996,25961
+,8826,30516,25096,3471,36016
+,8902,5071,14069,28164,12545
+,36293,36670,39742,24377,42075
+,7734,4301,34494,5948,48760
+,13105,33508,30412,9126,30753
+,31580,44949,45977,10458,41736
+,39738,46539,30508,502,4539
+,11938,46750,46074,14033,25290
+,13497,35495,8857,2747,38217
+,16867,33646,10982,33527,35787
+,21769,39222,9812,6146,39078
+,21573,43439,12908,7770,28334
+,18592,35023,45430,12427,33763
+,20397,49127,25090,11693,402
+,27879,25923,37004,14565,39320
+,19501,35677,39751,10249,19190
+,43077,12955,32343,29669,38585
+,6066,33492,48891,33786,26438
+,9418,3829,25828,38796,26711
+,26561,44383,3399,28161,1653
+,49863,7180,14026,39971,2078
+,36555,48026,33512,41972,15187
+,23396,43462,40114,16813,23170
+,37617,44368,7713,14691,9769
+,13110,9629,20245,14524,35949
+,17196,21669,1593,5981,15339
+,27157,12408,4778,14699,21557
+,37764,26482,34164,4836,17525
+,33050,30200,16361,841,25290
+,47072,11720,23868,24203,35118
+,18583,23029,6267,18003,6602
+,8331,6573,7924,1880,18062
+,8403,18619,12649,24925,17593
+,37659,2644,26460,44685,32281
+,20531,23258,19396,1363,24997
+,19531,40563,16178,6165,46971
+,17203,17425,10605,5621,4847
+,16464,11953,38285,16446,6692
+,23618,19434,2984,3736,24912
+,27399,33576,48212,35611,49596
+,11470,31913,26225,4499,3219
+,13551,7460,25920,18689,40496
+,21365,24173,29307,6675,14063
+,37252,18534,34773,23742,42276
+,13854,29683,8193,20559,49214
+,45585,41946,46755,45130,1337
+,10821,48201,7630,34256,13891
+,15633,18746,1767,29764,38081
+,10282,35933,32011,15065,42709
+,14151,20876,18209,31336,3770
+,38316,19476,23872,24684,46674
+,47105,48818,19620,41705,47848
+,2930,6062,22468,25917,7739
+,21689,1727,42304,31504,6212
+,39516,31962,7802,16218,21098
+,40692,34345,41782,20359,36400
+,46239,32858,13802,43344,43670
+,18954,33965,20055,30425,44458
+,1399,18571,43714,6587,44895
+,18181,41069,3717,47562,33709
+,18993,20587,16394,31470,31229
+,1368,37962,19777,6728,30164
+,22019,34619,40423,7349,47596
+,29945,38747,33386,12128,18818
+,41355,16292,27536,40731,33359
+,29296,44998,12567,14401,37917
+,23374,14550,39747,10782,33911
+,7811,10010,25819,36073,31316
+,33383,13284,14630,3419,13630
+,5934,7187,16855,11742,38880
+,47382,260,4977,15946,5280
+,25003,46270,7669,24117,30563
+,48322,7183,45001,38925,6625
+,19309,24892,27218,7714,4431
+,32362,3740,31554,3488,26385
+,35412,4325,27020,1395,13832
+,25329,38692,20901,38693,5863
+,10509,4062,48531,44743,32013
+,41552,49908,25109,10388,37947
+,3893,45485,43968,26794,20705
+,29140,10831,46565,28305,22897
+,44343,43753,44527,19082,15445
+,31801,18244,30583,18604,45093
+,23027,45309,16392,42285,11671
+,34050,49607,48334,24394,41159
+,43299,20033,31797,40992,24485
+,36511,25556,16663,10821,17829
+,36838,43675,27447,20366,39936
+,575,3439,14438,36727,46708
+,9914,9610,33532,17673,25424
+,47508,35988,47409,40534,7295
+,13798,21968,35615,11247,39122
+,18878,1025,24738,20988,18610
+,19629,11885,40599,37436,38040
+,11859,10754,43227,20452,14149
+,41415,23561,21965,8616,532
+,26880,5670,24779,45541,12746
+,6217,13239,9686,31909,16551
+,18017,23517,23143,39687,11400
+,46515,26717,34055,3469,487
+,42056,43944,49930,2798,26467
+,1670,45746,15552,18259,10795
+,16774,38004,394,12318,48004
+,15926,37718,30178,12506,49353
+,30925,48985,36440,34989,263
+,40949,43320,28387,27519,12840
+,30666,4109,17874,12747,17844
+,12818,11301,34562,21187,41830
+,27012,47024,30984,8986,45728
+,34845,13014,31095,39009,6661
+,26554,34167,22545,3758,16034
+,7086,38073,36685,40230,37761
+,34900,34068,29978,3743,161
+,2466,36238,46653,1322,1115
+,5401,37127,49304,43580,34943
+,19115,16005,8552,12320,39368
+,32461,35781,38214,6397,241
+,4891,19587,37465,40516,32406
+,14111,7038,40323,6408,26650
+,4748,44859,3512,20930,36679
+,33599,47213,41895,38506,3920
+,16751,18039,30801,25665,35776
+,25867,32190,14560,10169,28006
+,14452,38376,40283,628,21053
+,48880,36704,2912,30748,11012
+,32329,13248,31240,39110,47395
+,940,19380,29606,8357,47748
+,47543,44220,48318,16895,49242
+,5606,37343,4284,2230,3334
+,11062,39636,27088,32970,18763
+,28825,33064,31557,30787,10832
+,2247,16855,28554,44669,8524
+,45960,3092,34591,28051,21273
+,12014,45439,9177,3862,48602
+,20303,41977,43265,29633,15825
+,39625,21931,15136,45027,43900
+,31385,19239,33023,29086,899
+,48358,2371,17323,33446,43650
+,49765,18588,22710,13925,37544
+,15614,21223,44226,9000,42947
+,17865,39712,8984,41302,6254
+,37162,24691,22204,2906,26252
+,30392,36702,24869,164,34924
+,28004,9805,37117,2098,40778
+,19311,13631,5266,6137,27957
+,8982,47591,42023,23018,12644
+,28635,31689,48714,33367,32064
+,48440,20848,12364,43862,861
+,7846,44366,34715,13656,9180
+,48653,31954,15501,43729,36212
+,8540,43675,43475,36013,33269
+,19712,23877,2692,31990,46485
+,24540,30489,15029,45277,27011
+,24265,49940,21649,12297,16165
+,38930,40324,43472,15469,15036
+,44679,14737,37530,27181,37640
+,16362,20768,22922,17110,30640
+,22241,27565,38668,26793,31928
+,4778,5009,10514,25538,44109
+,2035,26323,28675,4532,15864
+,18741,46407,25880,7736,25304
+,4881,38406,25276,30208,12105
+,48183,42763,49505,40856,35672
+,21377,34681,19820,24967,12672
+,6420,22437,32078,22281,26501
+,2388,42153,38622,37378,39940
+,48723,37315,43987,27007,1193
+,17859,39300,38063,6021,27282
+,6551,49365,45706,15135,640
+,33888,40988,15964,7862,222
+,47081,19813,6234,9354,45716
+,11023,12185,43982,40786,28208
+,43288,29925,20337,43528,28943
+,34792,47398,30177,46413,46036
+,19708,2611,49828,31200,18609
+,32237,47991,34690,7201,9427
+,1482,31421,19648,23000,31359
+,41031,28795,38687,5548,34338
+,41908,13947,10936,48848,34795
+,4830,31006,22367,49399,1210
+,9845,44512,40782,23762,39422
+,38400,4981,8567,23742,14354
+,48035,40967,32171,32533,13618
+,25454,25288,6916,5009,41323
+,26149,25591,5603,23392,2837
+,35466,2865,21471,22945,48648
+,1599,9794,28152,24103,8329
+,1486,11393,30339,17605,24373
+,23350,21098,23163,42681,1327
+,2782,25384,12090,35282,5043
+,2129,7965,26527,8045,48943
+,43807,21602,21760,16651,10701
+,34576,29509,11294,36088,26029
+,27984,31694,40121,11406,39059
+,42218,8326,34884,33562,41816
+,20804,25175,44145,43927,33799
+,12583,217,32659,46164,23389
+,25345,44617,46136,9858,41660
+,6735,16661,36627,42098,22307
+,38062,15270,48343,40601,49472
+,33135,47574,46327,27587,16466
+,26597,11588,13756,24991,19850
+,36150,11116,42820,10090,4762
+,34136,6290,40534,46542,36826
+,15358,19598,38336,28186,7039
+,28675,47589,48754,23183,45505
+,33908,1333,26427,20324,48788
+,22887,19525,14385,33124,2257
+,25480,13957,21370,15116,14395
+,16144,45553,37253,35236,25912
+,35119,26759,37181,15580,20114
+,21693,42786,43305,39670,45682
+,39064,46874,21639,2613,15972
+,16543,42807,16955,44397,34622
+,35353,21211,5693,18479,38523
+,45911,11629,6570,49388,31560
+,6012,14431,19594,1644,8485
+,47913,29248,38174,19820,49300
+,8518,42859,40975,42839,40777
+,24302,26625,5448,34508,39519
+,1777,15322,6542,35125,4117
+,10559,6945,20849,23620,7578
+,38175,24936,38282,3950,5940
+,23727,10887,29453,42494,1956
+,27070,37735,21164,12952,11799
+,37826,22003,30353,19132,39437
+,25552,39615,30767,34103,34868
+,1264,48615,6284,17435,20153
+,31516,12854,12821,13323,41101
+,25363,6252,39384,37178,28797
+,5504,26852,44964,18940,24887
+,49195,30687,1710,7300,45691
+,30553,18386,25903,35268,44169
+,34223,20992,42175,39510,24573
+,14747,40577,2576,49985,3339
+,3055,6442,38600,29812,13430
+,3492,19228,8510,844,31769
+,39372,26970,43113,40879,34928
+,48039,47653,47377,1505,18452
+,5351,3033,37263,2847,36885
+,33046,39410,37274,13952,141
+,10005,17313,15937,29394,20273
+,7782,2172,27298,9708,10381
+,39286,1118,34588,7938,42109
+,31502,48337,7709,22492,3008
+,32862,34948,47590,31820,1507
+,46612,11441,48130,11211,16648
+,1237,46003,22273,16835,49139
+,46417,47482,6248,13359,31808
+,25336,45048,36174,558,46
+,24510,24015,33756,16153,10031
+,45135,38943,40720,37473,31282
+,38940,28267,16617,35483,26475
+,27247,29543,7966,24768,14243
+,17308,34615,33319,41387,35812
+,26148,36849,19697,4422,14587
+,41882,564,22899,17762,32735
+,15270,18110,7722,36983,43787
+,37651,48211,22469,35899,26415
+,11491,20726,18884,13871,12320
+,4218,39775,30479,35706,32667
+,44345,12350,554,29008,3553
+,48353,48994,17693,10702,32942
+,25558,1185,8827,41670,7454
+,11850,4649,49502,21043,46665
+,42915,22144,16145,27142,39990
+,18300,12896,25858,23585,4607
+,22780,34870,18795,35122,8344
+,35008,21306,32065,26497,35457
+,9446,43175,7616,26640,19070
+,17689,46868,7782,49471,14950
+,46574,9447,11253,42561,38208
+,33543,32889,3130,31603,1021
+,33978,24967,11408,5139,46498
+,44513,23634,46972,20876,19145
+,24003,24746,16405,26384,7728
+,43204,6781,23506,44943,5538
+,13833,27298,21822,1638,45487
+,27368,10758,41559,34009,21720
+,22261,10743,2410,17138,24615
+,34999,22353,39320,45792,30828
+,36390,13590,1160,11704,21402
+,1923,12920,5904,5665,37147
+,45710,8551,12558,21069,11161
+,44118,25438,22731,12508,24598
+,363,36994,9225,12888,1744
+,15872,5945,34528,31537,42728
+,35621,21139,931,45875,3504
+,49735,31771,30982,16062,9798
+,9331,42812,15561,35705,2812
+,43477,4741,31229,5829,29485
+,31538,8572,7893,25536,40713
+,20225,49229,12217,29570,9583
+,29632,13574,16921,23154,48392
+,16102,36389,43824,47210,36358
+,40536,18589,30586,10944,41946
+,36813,38886,25468,23491,2155
+,36515,26798,9977,39664,24498
+,20744,21063,22863,23660,16079
+,10105,38446,35091,7903,13503
+,19045,43952,45251,7240,6942
+,17907,39108,30317,23298,40850
+,6478,40210,428,8945,47844
+,5538,30721,24449,33322,22309
+,17555,28197,8611,36251,25955
+,18360,26203,24812,25664,25116
+,4038,11568,23690,32797,11912
+,47193,20218,33822,44365,11297
+,18501,43318,26989,21663,46239
+,3441,24953,3271,1497,34864
+,14073,32507,36406,27340,38956
+,34206,4769,46574,32482,33184
+,11193,49061,27481,7016,18256
+,8158,19451,35437,24904,10877
+,31802,27799,26582,47921,3397
+,17424,17570,10560,13915,42498
+,15877,48370,38472,40393,37528
+,44427,25656,45839,2268,31538
+,40359,29294,14823,35802,24290
+,11842,9581,27547,28972,24039
+,26092,16244,14855,23051,21919
+,12890,6425,29280,32089,23409
+,11485,20214,27784,21061,21090
+,27061,11405,46085,46607,43404
+,18314,18558,17854,44561,31598
+,35658,20540,49969,49731,44034
+,33746,3495,8889,46631,47121
+,24286,20906,25844,28546,31974
+,32081,41774,3029,29352,23606
+,3817,40645,49571,27455,28311
+,35774,22651,24441,37138,26647
+,21615,1763,11904,3884,9399
+,22722,31302,31921,25533,10561
+,18197,24265,24553,46153,25315
+,38277,2583,43026,29457,8691
+,8565,40249,42606,30188,15661
+,46461,24852,49650,5148,28805
+,14729,17756,1203,19170,28274
+,29308,27846,16521,33303,49757
+,43500,42532,20330,36950,38463
+,9231,42815,4067,6833,2284
+,36152,47523,10474,32215,2730
+,46469,37657,19894,49428,4816
+,38474,14716,34686,42279,8398
+,9545,31511,29206,16762,32142
+,15446,28698,31284,36450,47741
+,37331,27376,11521,31038,41070
+,30198,15222,30054,12721,36238
+,19533,1,15624,14637,10180
+,32392,41814,11123,8761,42465
+,3160,44148,47005,16875,2682
+,48128,15717,42114,15944,48517
+,12598,9525,37996,23707,19576
+,47343,41264,27075,11818,18716
+,15654,43567,24853,17275,30788
+,30456,22400,2678,23552,22479
+,41477,49504,48841,46347,22522
+,25918,21195,5861,15520,24603
+,4257,36092,10028,31644,22410
+,13129,13965,29946,19619,10647
+,44911,44211,23920,46289,18073
+,1737,2325,12205,42021,18440
+,2414,35439,40163,35505,15260
+,22434,36460,24249,1242,34392
+,3075,38907,49050,26295,1310
+,21398,29826,6586,5545,11275
+,12468,11919,13883,17073,14019
+,25658,27984,34759,29361,36045
