OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,8365,74,5913,2717,908,3491,4687,2380,2248,2507
+,5256,256,434,1287,5516,2598,3622,574,2727,7841
-,79,0,0,0,0,0,0,0,0,0
+,1299,4575,9323,2996,4997,4511,7756,2341,8287,6586
+,8250,3630,4132,3764,8028,3364,1646,9332,5897,4997
+,2256,7696,8183,294,5726,3920,379,9038,8215,7668
+,7711,6140,3724,6422,6627,6181,3588,2747,7787,8866
+,8294,3902,3013,8117,5023,7238,1311,743,6875,260
-,573,0,0,0,0,0,0,0,0,0
+,5699,5188,6906,7555,6140,347,1679,2274,6696,5522
+,563,8814,8144,5867,5796,8259,1290,4983,6970,2991
+,5674,7753,9452,9537,5795,1098,4486,5873,1757,3083
+,9378,984,2781,8386,3134,9653,8601,4309,4989,170
+,4337,9347,1716,9813,1189,2283,7348,7217,8668,9289
+,3190,1970,6052,4629,6786,8746,1180,1952,2491,4081
+,6216,750,1368,926,7890,7876,5801,5759,4291,8181
+,9234,9872,4607,8096,8864,2213,897,4278,7447,5819
+,478,1221,5287,779,1066,3460,4226,8871,5876,8106
+,9364,3781,9622,7766,7446,7604,8935,7341,7193,2445
+,3691,8812,7819,9737,2334,8883,8452,2374,3273,7566
+,1971,6392,9665,1893,7341,1463,4641,1631,7980,7805
+,973,2639,4275,81,4627,8304,9019,1560,1125,242
+,6776,3291,4058,6609,9662,1912,3990,5918,192,3703
+,8633,8068,3252,7503,4199,9687,3183,1757,6359,1739
+,1727,2739,5545,1084,5142,2232,5143,6225,7090,6195
-,472,0,0,0,0,0,0,0,0,0
-,807,0,0,0,0,0,0,0,0,0
+,6690,1785,9816,28,5990,5102,8813,1799,7993,4553
+,6663,955,1814,6199,7679,4542,5600,2656,9450,8022
+,1688,9973,4775,9270,1692,4020,4737,4776,6399,5456
+,8198,361,6633,5727,9532,7791,7046,37,7488,7376
+,2973,4663,6310,2201,7473,8749,4827,6809,3011,6814
+,9857,6815,9054,7192,505,2662,533,2764,3408,7332
+,7261,6618,5510,5013,880,9355,4215,1787,9651,6113
+,8189,4867,7722,2176,2425,8554,9421,5052,262,9693
+,4624,1646,1162,1830,5034,7682,9452,3692,8453,3459
+,7534,1234,7267,5268,2689,5314,8871,1746,8841,5862
+,840,8866,3086,7820,4941,6900,5125,6324,489,5148
+,515,3482,3093,8744,2190,444,2573,4849,1481,2589
+,4089,10000,7756,8369,2713,3624,8460,1947,1105,7138
+,805,9567,5004,8954,457,186,4748,6914,4927,2003
+,4695,3410,9202,2330,7734,35,2972,6576,597,6973
+,7932,9233,9412,6171,4751,418,5891,6220,146,9205
+,10,8481,9137,9457,3929,197,9883,2306,5988,5601
+,4338,2994,1115,8518,5441,6024,1166,8552,7600,8034
+,762,9933,1791,7273,449,1540,3944,3650,1215,8355
+,4618,3820,3107,1061,6161,8877,1676,3888,887,4755
+,6646,5753,1893,5448,3899,4528,7406,3539,1692,4798
+,2126,6525,4621,8693,2707,485,5126,3482,5085,598
+,4642,9273,4149,4298,3412,2774,4795,366,7795,7125
+,5202,4442,9593,7250,7530,5661,8096,6197,4878,294
+,3479,4930,318,6131,5481,8638,2675,8768,4810,5771
+,945,5634,8772,144,9409,1891,2339,8028,5123,990
+,915,7154,8998,6800,4754,4449,1460,3949,151,5048
+,1424,8521,8211,7907,1223,1681,3547,3488,2576,4908
+,4389,5170,6705,2891,7192,8995,4511,5678,8585,3218
+,4113,6802,8987,8696,3132,2179,39,8291,4380,2666
+,4941,6517,6088,8031,9763,5023,5313,2673,9880,3700
+,4145,8000,5671,6972,7591,9801,4751,2937,1870,5995
+,6589,8502,3659,3177,4631,4477,161,9586,7741,4919
+,6935,4452,8261,2656,3219,5114,1040,4990,3730,8484
+,3632,2311,1756,8060,7081,2605,1189,6370,8427,3705
+,8234,3048,1835,338,3277,1429,5998,1734,8662,4130
+,4428,3127,8537,4565,7083,1897,7594,6898,6098,5823
+,2518,1656,6219,5558,541,3206,7784,1018,8295,9055
+,5277,7989,9680,9569,2635,6942,1367,2838,4114,8880
-,871,0,0,0,0,0,0,0,0,0
-,914,0,0,0,0,0,0,0,0,0
+,6445,1563,2614,8622,6878,2679,1217,9965,783,4951
+,9447,4205,7828,7345,3474,5660,4609,305,2788,3429
+,5440,9485,5175,4302,5778,756,5907,7015,3850,643
+,971,1989,8749,3896,4555,5275,845,5891,7277,4329
+,4742,6227,6603,6833,9712,2911,1084,816,1287,1914
-,636,0,0,0,0,0,0,0,0,0
+,6550,1433,5906,8970,7981,8062,7720,8076,6513,2368
+,5645,7942,430,1173,918,2451,1811,6413,158,8322
+,6427,666,7847,2369,4542,6123,2473,6475,3361,5347
+,3818,7378,1814,6739,5974,2649,5690,1770,6649,2947
+,8016,3701,9537,8673,7692,1726,1558,3156,1503,8701
+,4660,315,8808,9515,3413,4494,5017,9339,2771,6648
+,4457,8366,1282,8496,3544,6721,9509,7639,9374,9176
+,3897,746,1450,1007,8252,6810,3139,8811,2200,3115
+,733,5904,9476,1999,110,3611,3858,5942,2587,3222
+,4292,5076,5809,4044,5818,5875,5451,4301,7720,9268
+,6493,4646,1372,8843,6792,9008,6514,8276,2981,6976
+,4939,426,9049,9514,4013,9406,8985,1709,7613,8117
+,1555,6567,3092,742,8474,3771,5355,980,203,4172
+,7516,7627,25,4404,9077,5866,5669,5725,8498,4930
+,2793,8269,4887,6334,6035,6854,3358,1009,9432,8479
+,3382,4956,4828,1819,1254,139,3691,2008,780,9042
+,4563,6285,6607,5601,1150,3930,6982,6716,7490,4375
+,3779,2398,9875,810,8186,5605,3102,8768,9913,117
+,4448,6414,5648,1670,8994,7618,8444,7077,3122,1908
+,187,9443,1055,377,3080,2506,8019,9666,193,4054
+,4398,2954,4483,4062,8228,459,1403,8777,3205,1280
+,5129,8315,3438,8417,6487,5565,1062,1652,8386,8481
+,1881,8257,7503,4569,96,9972,540,3738,5863,9651
+,6592,6699,8772,8191,2468,7717,9050,6205,8616,8643
+,1537,123,664,9652,1394,1037,3225,7657,6828,6075
+,9581,1916,4326,3023,6849,1805,9345,5820,3463,1402
+,9977,808,7083,1716,3749,2579,7265,46,9594,6451
+,9170,4269,1849,2769,9932,9154,9925,1646,7584,8968
+,4441,105,3402,6201,7324,9500,3430,8444,2502,8863
+,6958,967,7040,6173,5697,9953,7663,1941,5494,4839
-,303,0,0,0,0,0,0,0,0,0
+,6107,1176,8020,709,882,2002,6401,6366,3377,8755
+,8816,7328,6057,4367,3756,1353,3294,668,8318,7792
+,4486,2126,2897,7502,118,5836,4795,3253,9633,6288
+,7076,8545,5987,3755,3087,9192,8211,9131,4477,2665
+,3445,3493,1744,3180,9907,2986,2245,1299,1389,8112
+,3471,126,5384,1873,3532,8361,3435,4241,1831,4349
+,5146,3063,1968,2758,6713,9939,1130,2384,1034,4337
+,3470,1203,70,3842,1851,8702,9759,6312,8313,337
-,994,0,0,0,0,0,0,0,0,0
+,6595,2958,8098,4637,3216,502,227,8001,6674,86
+,403,245,4847,4412,5204,2975,718,7097,3978,3955
+,5372,4147,1660,8766,7386,9369,6634,8157,6997,6182
+,3900,4500,5092,4580,4594,7347,3030,3352,8081,9404
+,6001,155,1023,1422,5541,2538,4883,345,3428,1471
-,122,0,0,0,0,0,0,0,0,0
+,8159,5264,8583,1738,7874,9714,8739,450,5166,4105
+,6228,8405,3660,1394,7975,4406,3566,2588,6289,8285
+,8035,6215,8525,9142,2741,6891,1445,1891,9605,4757
+,8391,4008,4030,9163,2582,2253,7917,7316,2878,2347
+,2376,7773,8462,5346,7531,1500,9562,1959,5875,4021
+,9530,4788,3544,9603,1364,5360,3934,9847,7763,9622
+,4999,7063,8778,2077,7203,5168,736,8050,2578,3031
+,3991,3788,5711,2587,8122,1510,153,6424,3340,8424
+,5651,3524,2014,6542,5294,7763,5653,2695,1310,687
-,275,0,0,0,0,0,0,0,0,0
+,8585,2855,9626,2628,2322,2370,7298,7611,1876,3872
+,1021,1382,1481,3352,3291,5405,1654,5698,6997,7367
+,8505,4886,5977,9130,3380,5991,9136,9305,5540,8112
+,7931,195,8060,103,7983,4103,3987,4876,7472,1131
+,7041,6802,3620,5532,9753,9154,9390,2944,6383,4417
+,674,8724,3158,3806,2624,1860,6376,7548,4380,3772
+,4665,3861,112,9087,7226,1612,2700,6177,2462,2634
+,1771,7222,9237,633,7446,3981,5850,6356,6282,9723
+,6068,6966,9167,116,2864,3167,4044,2305,6723,9409
+,9506,5746,2878,3450,2477,5162,1714,1627,9053,2427
+,21,824,5248,9194,5890,4006,4093,4795,4321,4011
+,3176,381,8179,5571,7961,695,2868,5993,1564,4376
+,7898,4129,6879,3604,7062,8163,45,2631,3944,9825
+,2072,4978,1077,8176,3094,4230,9540,9530,4678,8650
+,6748,4929,3889,1488,8189,217,5986,3945,2038,4919
+,4251,9233,8434,5216,71,8751,5624,4359,4405,6831
+,4791,6722,6609,8662,8607,5387,7301,5976,9747,3954
+,8068,3681,791,7101,7744,1033,1421,7796,1915,5324
+,1289,58,7425,319,2516,9816,5682,5397,175,1499
+,617,2765,4796,8056,4302,8533,4898,6684,5063,2057
+,6820,8251,4747,5925,6380,1319,7096,6912,4501,3938
-,357,0,0,0,0,0,0,0,0,0
+,7708,6678,927,8711,3425,1269,2865,2953,4575,4865
-,636,0,0,0,0,0,0,0,0,0
+,5493,3617,2631,294,8827,7637,3682,9264,5796,9797
+,3816,6142,5013,938,1137,8114,7457,5082,1247,1959
+,8800,7765,9546,8450,2669,2695,4356,7333,1685,2277
+,576,2891,9332,2224,7622,5526,1268,5205,7743,7713
+,4174,9715,6658,1669,7089,1044,1419,9029,504,1023
+,8045,6228,7113,8752,2939,5068,6040,3492,2142,1956
+,2368,1968,6891,9633,5116,139,1628,7929,5929,2124
+,9813,9940,8984,3068,1857,7567,5510,1746,2889,5335
+,775,9507,3025,4601,6391,9088,4943,8856,3940,8877
+,3703,5602,3111,9037,7704,8759,9988,8834,7465,6872
+,7790,8888,5647,1278,3233,3531,4892,2215,941,5204
+,4900,4196,2660,8319,7861,3636,63,7894,6453,7391
+,5159,396,5295,3024,1505,5420,9624,921,4064,7226
+,5150,6215,963,7851,8616,8791,8044,3965,1059,4124
+,9681,6689,8106,1569,3711,5483,9,3185,6394,9426
+,6721,5542,7560,204,5759,7459,4373,6087,2193,2271
+,2041,4260,9743,2766,9224,9852,4935,5277,4502,5976
+,9168,3651,4058,3671,8808,2186,8527,3139,1493,6918
+,1350,9737,9797,8325,4939,3636,7080,8575,2965,4887
+,6576,4533,4997,4595,3746,6745,2414,3585,9437,7667
+,3597,847,2402,9751,127,3204,7371,9227,9633,7200
+,2432,6492,1937,3268,1870,6765,1089,917,2032,169
+,6237,4679,6364,1275,1156,8390,981,8825,6233,8228
+,4134,7317,9801,9785,3665,3440,1248,6972,5960,3073
+,1155,2692,2218,7348,1684,552,9693,1510,6729,6101
+,8742,8313,4450,153,9871,3356,4445,7688,3048,211
+,6834,8093,4495,1922,6867,6695,12,2046,9893,8967
+,6110,9520,8804,3230,3546,1538,170,5449,1140,5593
+,6743,6395,6685,9,235,9230,5597,3752,2925,1537
+,6591,9356,4568,1688,8462,1764,7430,3693,7361,2680
+,8030,4859,2857,1463,9489,275,1955,8644,6553,2276
+,7220,3668,478,959,6386,8895,2004,7072,5973,4291
+,9332,7173,8378,3014,7366,8813,1642,7081,3015,4158
+,5142,1539,4443,533,2502,3439,3901,5787,4129,6038
+,6067,624,9809,401,8182,7546,1262,7970,6096,2337
+,5345,3977,3207,3548,96,7228,5634,1616,5821,3031
+,5187,4437,8990,2210,1147,1817,576,988,5380,4784
+,6381,9425,8371,4360,582,2248,8779,1779,1756,9777
+,23,7832,7721,9402,246,7198,2436,6324,351,6571
+,5350,3664,3280,806,3292,7611,5877,1710,5972,5426
+,1925,1451,645,428,2493,5273,6574,9994,3203,3297
+,1801,1059,2631,3358,8389,4815,4823,1970,8999,7738
-,393,0,0,0,0,0,0,0,0,0
-,204,0,0,0,0,0,0,0,0,0
+,8278,8033,5872,7992,8420,190,6583,4660,929,7055
+,8379,3042,890,4440,5683,4268,8633,5739,9953,6997
+,3545,3700,3513,2584,5315,4127,4310,1832,2727,5083
+,9164,2671,8993,7001,136,1070,3882,556,4890,8415
+,7940,9728,3197,9095,6838,2438,6300,1991,7068,3691
+,9483,5319,4935,9455,4552,6413,5315,8616,5848,5806
+,9403,1677,3928,4035,5509,4120,9182,9419,6801,8654
+,9479,62,5302,4932,8089,6796,8491,1605,2639,1450
+,2841,1646,2718,3132,1569,3008,2358,4318,3194,1228
+,501,3822,5161,7097,609,9613,9682,745,392,7127
+,4007,8156,8532,8304,4787,8854,4904,1550,3054,5158
+,1393,8474,1559,4583,7650,416,983,9779,3093,8840
+,9546,8744,7016,3980,8130,3459,8131,4132,7646,9546
-,815,0,0,0,0,0,0,0,0,0
+,7275,8845,7274,8489,5990,6050,6562,6240,5674,7093
+,1577,9348,2707,797,5031,8059,6636,8368,3707,3304
+,294,4752,4102,3798,2280,8826,5647,7213,9242,9751
+,5425,8340,240,2174,8860,3403,6586,751,8868,1363
+,2555,7073,6433,8837,6456,2957,341,3639,297,1356
+,2471,9075,7365,4109,6440,5834,7477,7490,8601,6819
+,5065,8795,7750,4065,6677,4053,5761,2248,1935,2961
+,285,1574,1882,4680,6996,1174,2289,7299,1306,7504
-,919,0,0,0,0,0,0,0,0,0
+,9710,8145,9106,3051,6493,8707,387,1635,732,8586
-,128,0,0,0,0,0,0,0,0,0
-,784,0,0,0,0,0,0,0,0,0
+,6214,5646,6880,86,7182,7500,6649,6606,4506,2387
+,6132,2849,6558,450,2630,234,9950,4625,7909,4507
+,9815,7774,4127,5421,1625,8941,3316,9967,3009,2939
-,866,0,0,0,0,0,0,0,0,0
+,350,3040,895,3071,5545,7146,4321,6923,8715,8720
+,5342,4314,2925,8751,6257,9119,8216,2977,3641,5597
+,8152,7717,4789,1766,7313,2990,2341,3713,9566,4318
+,9653,8344,2231,2093,9076,9929,2863,7076,5954,8409
+,918,795,4439,2254,9834,4228,1745,2616,9542,6918
+,1538,1092,9653,2412,5160,2102,204,3283,1884,4745
+,7935,4839,5340,5933,8488,5518,9803,4291,3327,9051
+,5618,2795,5012,9124,5205,3431,2779,3833,4409,7982
+,6735,7519,8355,3107,4623,942,1287,9145,6247,8099
+,2431,8250,2302,3577,8469,6597,5169,5453,8881,1972
+,2239,9011,5468,9926,8364,2971,110,9607,9806,5059
+,3351,3966,6671,5889,4581,3961,713,2182,812,4614
+,3076,2178,713,3312,1263,5477,1368,5413,8359,4291
+,9269,1564,1503,4887,8890,3270,895,8431,2796,9248
+,5659,4367,914,7986,262,3707,3378,502,7218,6459
-,555,0,0,0,0,0,0,0,0,0
+,8154,3903,1435,5625,9962,794,7414,3113,9704,4293
+,9367,9315,5505,6736,3176,2657,5058,4171,5378,894
+,8239,6496,3877,9271,4344,9746,8172,7982,5914,9104
+,5976,3280,7953,9603,1828,9686,6889,5882,1600,7401
+,2700,3812,8036,6810,5647,4473,9898,1604,6563,3592
+,3071,7498,5144,9646,9203,4625,9007,7629,5859,3726
+,3408,9832,3618,45,620,9547,6802,7728,4764,3476
+,8190,1688,3761,3346,7099,9540,4122,8054,3518,8217
+,19,3179,5782,8494,8272,5607,5804,8723,4369,303
+,8204,7304,5463,6295,5304,6516,7556,7586,621,6625
+,7276,7291,189,8657,1685,1448,2724,8525,7253,3290
-,215,0,0,0,0,0,0,0,0,0
+,1660,691,7470,6912,5824,482,3658,3586,5385,9945
+,3914,5334,3353,6820,9318,8148,968,7458,6693,5981
+,6060,3795,3903,1312,2852,6670,6965,4694,1547,7952
+,3337,6794,1211,5877,8206,3789,6150,582,9684,1843
+,1172,5701,4875,4967,6942,2077,9753,5275,4785,7947
+,9510,2573,8883,4427,9994,5131,9227,6216,8795,3183
+,70,1402,4443,1023,4785,7294,4875,3612,5706,7333
+,7975,6672,9141,5205,1959,3413,7851,2204,1923,2955
+,730,4509,4096,4002,6477,2209,9908,4863,1949,4771
+,8036,3583,2617,5462,6695,3923,629,980,2033,2255
+,2287,6371,6449,5942,7168,3117,7300,1124,6891,7847
+,6456,6164,7958,7073,7356,5261,4062,4285,3177,7429
+,9785,9278,4306,7005,2458,6700,2704,5986,2984,8947
+,327,3309,8571,5583,7091,4839,4279,3576,3143,7394
+,1374,7871,9428,3641,8640,6053,4402,4067,6066,4345
+,3088,3591,9570,2718,3768,8464,9696,2179,2489,1709
+,926,5321,2029,1832,7954,8344,3168,3368,9568,675
+,6257,7798,1153,8541,1790,6658,9148,7119,4713,5140
+,9360,5954,5345,3614,7664,1553,2701,595,8945,6806
+,5950,8379,1830,8489,6778,5810,9517,1273,5052,8635
+,7467,5740,4261,3517,5894,349,1565,7513,6458,5817
+,9774,5694,6824,5473,7742,6699,1610,6725,7948,1387
+,5282,9350,3410,3207,3515,6475,52,6334,1349,5395
+,34,8510,9343,492,7017,447,9855,5036,1338,4990
+,2699,1217,256,8671,7352,2807,9328,3251,8631,6740
+,3676,1508,1848,8016,8537,9853,4900,4410,4558,6067
+,8954,7000,1217,7212,7059,7316,8178,4198,5694,8779
+,5482,5354,9473,1956,1498,3925,5067,8561,480,6448
+,6058,3548,5731,7246,6368,7193,3598,7985,2254,4839
+,2727,7483,3586,2061,1895,5223,1081,6735,6099,7241
+,1435,6207,3316,4180,4501,781,4724,1410,2606,2671
+,3548,5542,1199,7396,688,675,8568,3810,2149,4392
+,8423,1623,8337,3065,3117,6576,6470,9561,7973,2058
+,5713,218,89,4382,1941,7191,9780,3325,4854,1232
+,269,5954,9871,1318,9601,2278,775,2574,2282,256
+,3496,5266,2875,6021,8448,8663,3286,6511,9138,3403
+,1972,5219,123,7673,2336,1588,5358,1837,2335,7831
-,906,0,0,0,0,0,0,0,0,0
+,2413,3670,2332,4604,2058,276,8124,4957,5195,9752
+,9180,3103,6498,1620,9330,9561,4797,2889,1936,9410
+,7938,9131,1931,4485,6218,1845,1926,9264,118,1837
+,165,1024,2988,9805,8996,2992,4155,3692,9528,9282
+,3341,6842,48,5049,7958,3660,623,1472,480,8281
+,9812,3088,3465,3465,1156,9476,4785,2918,868,2838
+,4712,8219,7230,8782,7794,9890,1531,7906,5196,2081
+,6211,5104,6908,9530,9241,7221,9070,5116,6466,7514
-,835,0,0,0,0,0,0,0,0,0
+,2384,8052,7917,7635,3637,3982,9910,549,752,3742
+,6635,3147,9183,5728,5759,8101,9012,7821,4125,5402
+,4670,9733,4903,2424,5297,9265,5590,1960,5483,2420
+,9368,2132,2450,1322,9454,8155,39,599,2225,9525
+,8814,8389,3562,3469,2558,5895,9315,8281,8930,2073
+,2935,8822,94,1048,416,5894,2759,4633,9264,9981
+,6119,9214,7956,4032,3355,5379,521,3435,5065,7234
+,9565,5978,4307,3379,8832,5210,3069,1257,7740,7661
+,5944,688,5800,3926,4274,5206,9844,8172,6425,8283
+,9946,1037,9104,4729,9323,7964,3147,6787,9117,1673
+,2163,3579,2304,173,796,4718,7074,5006,7303,3521
+,3272,5866,5118,8141,4273,268,952,5003,4995,8956
+,6583,9874,1201,2236,2424,8380,2689,8204,1559,5121
+,5090,9426,6805,2803,8659,9522,4741,3403,3625,4747
+,575,92,2411,3075,7978,7771,4110,2133,1330,4581
+,1339,2051,7941,4289,8291,4326,9836,815,6656,5369
+,979,660,2300,3257,5683,1317,3412,6809,1626,9455
+,1084,2069,8391,3293,3617,8210,618,5405,3863,3137
+,8385,2806,1214,7026,8054,538,5567,4577,5736,567
+,846,6434,4490,3447,2328,5345,8968,4695,3702,8047
+,6269,5112,5915,2818,4585,839,5412,5066,2738,3917
+,1104,5911,5748,1397,9308,6001,6924,5308,6944,3108
+,9359,5941,56,68,6900,6897,1608,33,8296,7047
+,2726,776,5021,9219,7739,1015,6510,4195,3062,7386
+,8776,4597,5266,15,2356,1077,5809,8110,8225,4560
-,456,0,0,0,0,0,0,0,0,0
+,7657,6956,7872,6996,5736,2402,9578,1947,6396,5542
+,3082,3404,2939,6261,9163,4688,4837,3699,7042,1959
+,4634,7395,4802,735,1623,1761,9375,3308,2809,3358
+,978,1424,841,8711,5750,4665,8710,8084,1478,9340
+,4195,2313,9414,8175,6100,2934,7650,5040,8057,2229
+,2037,7855,6617,934,405,3320,7746,3052,5653,7375
+,2181,4441,1765,4676,1357,7848,4838,2460,3689,2502
+,6886,4134,5575,6240,444,5043,8487,6365,7238,1311
+,1384,9501,9566,6894,9291,7168,5429,6179,2767,3884
+,9328,526,1607,4266,1792,353,4537,726,9069,4265
+,4080,9421,6022,1334,874,1554,6224,7400,8267,3146
-,813,0,0,0,0,0,0,0,0,0
-,194,0,0,0,0,0,0,0,0,0
+,3857,5768,5474,1889,3922,6284,5813,5920,4081,9044
+,4107,1515,4642,4008,4837,980,6207,5241,9527,5396
+,3182,4156,872,6163,9976,4545,9685,6867,8090,2374
+,6999,7583,1271,4842,3727,6744,204,8041,6204,7586
+,102,2609,7752,5857,1791,7478,3275,5912,1355,795
+,5460,2418,4753,9540,114,7790,2364,1654,4877,9865
+,758,1755,2562,3892,3603,7729,7021,703,5917,372
+,426,4782,2084,8158,3658,2346,1633,9693,9869,4916
+,7058,7869,7151,2989,1707,7248,2095,1956,9050,1454
+,4279,4306,9710,8158,4108,3227,6569,6487,9908,1528
+,1215,1108,6320,136,7628,2131,8533,7797,6523,2568
+,8496,4464,8765,5917,1370,1730,57,4972,5020,5834
+,8156,5714,2768,7333,6696,5291,4988,9916,8873,1829
+,1836,6050,2871,3598,3439,2170,3141,6937,218,9810
+,4584,2238,3915,2245,6778,142,5120,486,6002,857
+,5739,4729,9007,5199,8086,5549,8831,477,9832,5569
-,621,0,0,0,0,0,0,0,0,0
-,273,0,0,0,0,0,0,0,0,0
+,4157,2407,2989,7996,9696,4614,2135,6116,7308,6001
+,9651,1394,3996,8548,553,8642,4118,2962,7468,5205
+,420,6145,854,1342,5168,219,1478,2352,119,4719
+,2695,7933,1748,8488,8157,4660,2378,6522,2197,6486
+,6781,8244,2124,7836,6519,9139,2631,2443,3988,2542
+,1432,8515,9525,5187,6771,5234,6043,317,3026,7127
-,589,0,0,0,0,0,0,0,0,0
+,1280,4385,9364,5134,7953,1694,1577,3253,4313,6873
+,1366,7132,3089,6843,9992,5317,4320,7406,947,6079
-,790,0,0,0,0,0,0,0,0,0
+,4016,2947,6830,2915,865,2317,7702,3589,461,7458
+,9032,9507,4136,2805,5332,2671,381,6318,3510,489
+,2659,4039,8245,9243,2793,2147,5161,124,1675,4774
+,7444,6023,6187,8328,2218,2352,5106,9100,5107,6146
+,990,1900,6507,2397,2615,8183,842,1922,8139,8693
+,9383,9831,868,3662,8115,543,7869,9669,1687,4376
+,3454,7575,8432,9511,5777,6561,4640,1539,1782,1602
+,4733,4148,7423,2452,6137,9173,1738,8990,6430,4940
+,5427,718,6064,8708,2268,9711,4070,8813,6122,9670
+,8602,7144,2206,7889,5306,6208,8253,1638,7110,9926
+,1873,1968,7677,566,269,9867,911,8574,3731,9753
+,2543,1258,723,3891,6090,6001,8311,7789,6025,4817
+,3095,5121,7413,5301,18,9594,9261,4494,14,9073
+,3768,10000,8593,8174,3060,4123,2919,401,1950,7903
+,9945,7596,9029,1498,9504,9508,6743,3128,8864,7479
+,7469,9481,134,7508,1620,3627,4905,615,1329,7745
+,8220,6731,9890,3369,3243,3756,9279,1669,1403,3548
+,3363,4423,1948,334,3809,2365,885,654,1468,8300
+,6440,3059,5331,7255,6991,8981,3365,260,9981,4128
+,1106,6211,5366,6950,4127,377,5241,6779,1542,8584
+,6151,7967,9479,7099,9043,5348,2381,4865,1501,112
+,5556,4306,7170,782,9287,4480,5973,6262,4534,8899
-,598,0,0,0,0,0,0,0,0,0
+,5489,5822,9072,4437,633,6296,4571,2835,5179,150
+,3244,8170,2439,7446,928,6816,6472,7403,718,7103
+,262,7235,4774,8998,8796,3112,3020,5997,9642,9073
+,7178,4783,2521,7018,1091,3786,253,3643,4748,1168
+,9916,1192,3506,4077,1973,8045,108,6991,9081,8450
+,4009,7236,5330,6807,9797,1048,3068,7289,9481,7929
-,717,0,0,0,0,0,0,0,0,0
+,8110,3310,587,7088,4378,6661,5614,3256,1898,2727
+,9043,5240,1278,9265,3556,7139,4180,10000,2422,4300
+,8768,1710,9046,8482,6802,65,5522,56,6914,9292
-,195,0,0,0,0,0,0,0,0,0
-,556,0,0,0,0,0,0,0,0,0
+,9648,4534,4888,4145,4417,1917,3833,4000,4736,2393
+,6588,9946,1384,5425,5025,6965,7014,7232,2643,2626
+,1869,7565,4321,5466,9226,2725,8927,6481,8624,1200
+,2965,3041,8570,9845,4004,5731,8254,9340,3472,2623
+,1143,8647,6096,2829,5261,3716,5149,8404,2968,6588
+,2235,5356,6427,8849,657,8718,4944,2579,6918,8302
+,5721,9908,6182,7239,3339,9629,9250,7996,4955,5724
+,9388,1968,2443,7328,8856,6361,5176,4923,9154,2183
+,2495,7172,1873,7765,5178,7548,2957,4463,9900,8135
+,3135,927,9591,5357,3932,3824,6879,163,8255,7524
+,9449,2186,7365,3820,305,8198,763,4804,3606,1066
+,446,7343,7634,6419,7236,4857,9180,8228,2041,439
+,2255,4803,9159,2800,5315,7892,2847,6048,3903,6816
+,3225,1754,3735,2046,2037,5079,3745,1374,4077,7070
+,1282,2321,9204,8137,2511,5808,7518,172,487,409
+,3501,2421,2796,990,2785,856,8496,242,8520,9450
+,7154,8423,6682,554,2731,1680,8564,3289,2695,3623
+,6070,4321,7732,3558,312,2162,4560,5106,1468,3381
+,9047,7082,3189,6586,7182,304,4060,6326,8986,7115
+,9897,6423,491,9085,6584,4542,7721,6244,7853,7518
+,6283,3172,1476,8366,7625,2818,6680,2659,918,6839
+,1334,8602,3003,2368,4636,6183,1519,7977,7327,624
+,8845,1091,7908,5728,1257,7352,4401,7413,319,4915
+,212,8458,2528,8795,7183,1455,4749,3060,9244,27
+,8020,6939,9377,3112,6432,4179,2919,7937,6143,7972
+,7241,2745,9686,9155,5177,1155,4086,4367,7747,877
+,4324,4802,3349,4446,6848,7570,2891,5904,2029,1783
+,8620,9470,8213,7275,2387,3806,5226,8718,88,9004
+,3859,8729,5360,3856,4462,5176,4399,9882,9418,7337
+,8513,1715,3047,8614,5280,4714,7805,4943,1982,459
+,2024,5172,2102,1261,2260,7011,2869,905,9251,1017
+,877,9966,6273,9370,962,4978,7519,2572,633,563
+,1051,1872,3855,5225,8628,4969,8121,3956,7016,5595
+,271,497,5491,1735,2034,9227,5350,3168,708,3913
+,4551,1186,4181,7887,1953,8845,7918,1186,9768,4566
+,6671,6710,4940,4968,9638,7745,1439,9296,4613,8697
+,4875,9531,3687,8468,7287,5922,7851,3934,4570,529
+,6632,9609,5659,5133,4823,2044,7692,3840,7439,3423
+,6925,3839,8720,6558,4007,5038,2841,3320,1048,1790
+,7593,6973,5050,8168,252,3411,4091,4730,5239,3701
+,2527,1810,5189,4898,739,9512,921,1244,2392,4226
+,9819,7705,6746,219,2030,3539,9084,4493,9481,8089
+,1448,1564,9324,2987,2231,6162,8876,4766,2294,3290
+,4253,9772,1467,1869,2209,4542,4306,4348,5459,3392
+,3556,5390,2360,3792,8825,7402,3565,6477,2531,6188
+,8213,7517,2237,505,523,3717,5577,5290,2328,637
+,848,9894,7149,5711,8543,6974,6195,6302,7841,8044
+,8584,1999,4232,2742,9130,5230,8953,7167,1277,400
+,5741,4041,8463,57,5092,8447,3331,5836,8559,5917
+,3759,7409,5779,4425,16,7454,9479,8544,2222,9838
+,1692,6772,9243,6429,3891,2527,9882,116,3131,3067
+,4046,606,7698,8780,3308,2114,8143,7930,8617,3141
+,7160,2684,7549,789,5748,4547,2826,362,8787,8781
+,5115,3075,7738,2560,2988,990,9936,2714,6036,1854
+,3053,201,7152,6778,3733,3133,2499,7207,5251,8437
